PlayerA,PlayerB,RankA,RankB,WinnerBinary,MaxOddsPlayerA,MaxOddsPlayerB,AvgOddsPlayerA,AvgOddsPlayerB,H2H_A_wins,H2H_B_wins,H2H_Diff,WinsA,LossesA,WinsB,LossesB,WinRateA,WinRateB
Nalbandian D.,Sanchez D.,32,62,1,,,,,1,0,1,29,13,0,4,0.6904761904761905,0.0
Rochus C.,Rochus O.,85,64,0,,,,,0,2,-2,3,22,43,37,0.12,0.5375
Knowle J.,Nieminen J.,95,42,1,,,,,1,0,1,4,8,24,31,0.3333333333333333,0.43636363636363634
Hewitt L.,Nalbandian D.,1,32,1,,,,,3,2,1,103,31,29,13,0.7686567164179104,0.6904761904761905
Clement A.,Montanes A.,38,57,1,,,,,2,1,1,45,36,6,13,0.5555555555555556,0.3157894736842105
Galvani S.,Martin A.,106,59,0,,,,,0,1,-1,3,4,4,14,0.42857142857142855,0.2222222222222222
Clavet F.,Mathieu P.H.,78,75,0,,,,,0,1,-1,3,4,22,31,0.42857142857142855,0.41509433962264153
Morrison J.,Okun N.,98,110,1,,,,,1,0,1,6,10,1,6,0.375,0.14285714285714285
Mackin A.,Nieminen J.,355,42,0,,,,,0,1,-1,0,6,24,31,0.0,0.43636363636363634
Golmard J.,Vacek J.,66,80,0,,,,,0,1,-1,4,8,14,15,0.3333333333333333,0.4827586206896552
Roddick A.,Ulihrach B.,14,52,1,,,,,4,0,4,82,21,2,8,0.7961165048543689,0.2
Clement A.,Rochus O.,38,64,1,,,,,4,1,3,45,36,43,37,0.5555555555555556,0.5375
Malisse X.,Spadea V.,35,72,1,,,,,5,0,5,50,29,23,24,0.6329113924050633,0.48936170212765956
Kafelnikov Y.,Thomann N.,6,237,1,,,,,1,0,1,16,7,1,2,0.6956521739130435,0.3333333333333333
Dent T.,Gambill J.M.,109,58,1,,,,,2,1,1,29,23,18,15,0.5576923076923077,0.5454545454545454
Clement A.,Martin T.,38,40,1,,,,,1,0,1,45,36,14,9,0.5555555555555556,0.6086956521739131
Schalken S.,Vacek J.,23,80,1,,,,,3,0,3,35,14,14,15,0.7142857142857143,0.4827586206896552
Hewitt L.,Youzhny M.,1,61,1,,,,,5,2,3,103,31,61,46,0.7686567164179104,0.5700934579439252
Hewitt L.,Knowle J.,1,95,1,,,,,1,0,1,103,31,4,8,0.7686567164179104,0.3333333333333333
Kratochvil M.,Stepanek R.,45,147,1,,,,,1,1,0,11,10,43,29,0.5238095238095238,0.5972222222222222
Krajicek R.,Srichaphan P.,1093,67,1,,,,,1,0,1,12,7,21,18,0.631578947368421,0.5384615384615384
Arthurs W.,Novak J.,89,12,1,,,,,1,3,-2,26,23,14,13,0.5306122448979592,0.5185185185185185
Gaudio G.,Guzman J.P.,28,288,1,,,,,2,0,2,2,5,0,1,0.2857142857142857,0.0
Gambill J.M.,Massu N.,58,65,1,,,,,2,1,1,18,15,6,11,0.5454545454545454,0.35294117647058826
Canas G.,Kohlmann M.,17,112,1,,,,,1,1,0,22,13,3,6,0.6285714285714286,0.3333333333333333
Blanco G.,Malisse X.,137,35,0,,,,,0,1,-1,0,4,50,29,0.0,0.6329113924050633
Martin T.,Sanguinetti D.,40,48,1,,,,,2,1,1,14,9,16,24,0.6086956521739131,0.4
Enqvist T.,Philippoussis M.,26,104,0,,,,,1,2,-1,11,11,32,13,0.5,0.7111111111111111
Martin A.,Roddick A.,59,14,0,,,,,1,3,-2,4,14,82,21,0.2222222222222222,0.7961165048543689
Sargsian S.,Schuettler R.,73,24,0,,,,,2,2,0,11,19,41,31,0.36666666666666664,0.5694444444444444
Agassi A.,Srichaphan P.,4,67,0,,,,,2,1,1,20,9,21,18,0.6896551724137931,0.5384615384615384
Ancic M.,Vacek J.,154,80,0,,,,,0,1,-1,37,13,14,15,0.74,0.4827586206896552
Ferrero J.C.,Morrison J.,8,98,0,,,,,1,1,0,30,17,6,10,0.6382978723404256,0.375
Mathieu P.H.,Nalbandian D.,75,32,0,,,,,0,4,-4,22,31,29,13,0.41509433962264153,0.6904761904761905
Gonzalez F.,Kiefer N.,43,54,0,,,,,0,3,-3,22,13,30,23,0.6285714285714286,0.5660377358490566
Carraz G.,Hewitt L.,168,1,0,,,,,0,1,-1,6,9,103,31,0.4,0.7686567164179104
Morrison J.,Schalken S.,98,23,0,,,,,0,1,-1,6,10,35,14,0.375,0.7142857142857143
Roddick A.,Rusedski G.,14,39,0,,,,,6,1,5,82,21,41,17,0.7961165048543689,0.7068965517241379
Bastl G.,Nalbandian D.,145,32,0,,,,,0,1,-1,3,12,29,13,0.2,0.6904761904761905
Kafelnikov Y.,Malisse X.,6,35,0,,,,,0,1,-1,16,7,50,29,0.6956521739130435,0.6329113924050633
Delgado R.,Ljubicic I.,94,36,0,,,,,1,1,0,1,5,24,26,0.16666666666666666,0.48
Davydenko N.,Kratochvil M.,84,45,0,,,,,0,1,-1,9,19,11,10,0.32142857142857145,0.5238095238095238
Hrbaty D.,Kafelnikov Y.,53,6,0,,,,,5,2,3,6,14,16,7,0.3,0.6956521739130435
Bjorkman J.,Hewitt L.,47,1,0,,,,,0,4,-4,51,26,103,31,0.6623376623376623,0.7686567164179104
Bachelot J.F,Henman T.,165,5,0,,,,,0,1,-1,0,2,42,18,0.0,0.7
Burgsmuller L.,Chang M.,113,99,0,,,,,0,1,-1,8,15,9,8,0.34782608695652173,0.5294117647058824
Coutelot N.,Voinea A.,91,63,0,,,,,0,1,-1,0,2,4,7,0.0,0.36363636363636365
Saulnier C.,Stepanek R.,156,147,0,,,,,0,2,-2,10,14,43,29,0.4166666666666667,0.5972222222222222
Arazi H.,Schuettler R.,46,24,0,,,,,3,1,2,13,10,41,31,0.5652173913043478,0.5694444444444444
Pless K.,Schalken S.,82,23,0,,,,,0,1,-1,4,12,35,14,0.25,0.7142857142857143
Pioline C.,Safin M.,93,2,0,,,,,0,3,-3,7,8,26,16,0.4666666666666667,0.6190476190476191
Robredo T.,Sluiter R.,31,76,0,,,,,1,2,-1,30,24,23,22,0.5555555555555556,0.5111111111111111
Melzer J.,Rusedski G.,105,39,0,,,,,1,1,0,38,32,41,17,0.5428571428571428,0.7068965517241379
Acasuso J.,Rosset M.,87,115,0,,,,,0,1,-1,0,8,8,10,0.0,0.4444444444444444
Henman T.,Hewitt L.,5,1,0,,,,,1,9,-8,42,18,103,31,0.7,0.7686567164179104
Rochus O.,Safin M.,64,2,1,,,,,3,6,-3,43,37,26,16,0.5375,0.6190476190476191
Chela J.I.,Gonzalez F.,22,43,0,,,,,3,3,0,4,11,22,13,0.26666666666666666,0.6285714285714286
Bastl G.,Golovanov D.,145,152,1,,,,,1,0,1,3,12,0,1,0.2,0.0
Federer R.,Sampras P.,15,6,1,,,,,1,0,1,187,26,19,5,0.8779342723004695,0.7916666666666666
Larsson M.,Woodruff C.,280,97,1,,,,,1,0,1,6,6,2,4,0.5,0.3333333333333333
Henman T.,Lee M.,11,130,1,,,,,1,0,1,42,18,11,14,0.7,0.44
Escude N.,Paes L.,38,284,1,,,,,1,0,1,18,10,1,1,0.6428571428571429,0.5
Clement A.,Puentes G.,12,99,1,,,,,1,0,1,45,36,1,1,0.5555555555555556,0.5
Agassi A.,Massu N.,2,89,1,,,,,2,0,2,20,9,6,11,0.6896551724137931,0.35294117647058826
Kiefer N.,Pless K.,29,100,1,,,,,2,0,2,30,23,4,12,0.5660377358490566,0.25
Ivanisevic G.,Rusedski G.,125,40,1,,,,,1,1,0,12,7,41,17,0.631578947368421,0.7068965517241379
Agassi A.,Delgado J.,2,182,1,,,,,2,0,2,20,9,6,15,0.6896551724137931,0.2857142857142857
Lee M.,Pozzi G.,130,74,1,,,,,1,0,1,11,14,11,8,0.44,0.5789473684210527
Kafelnikov Y.,Yoon Y.,7,160,1,,,,,1,0,1,16,7,0,1,0.6956521739130435,0.0
Ivanisevic G.,Jonsson F.,125,197,1,,,,,1,0,1,12,7,0,2,0.631578947368421,0.0
Grosjean S.,Kratochvil M.,8,73,1,,,,,2,0,2,42,20,11,10,0.6774193548387096,0.5238095238095238
Ferrero J.C.,Milligan L.,4,522,1,,,,,1,0,1,30,17,0,1,0.6382978723404256,0.0
Federer R.,Rochus C.,15,83,1,,,,,2,0,2,187,26,3,22,0.8779342723004695,0.12
Escude N.,Fish M.,38,171,1,,,,,2,0,2,18,10,46,26,0.6428571428571429,0.6388888888888888
Bryan B.,Ulihrach B.,157,44,1,,,,,1,0,1,8,6,2,8,0.5714285714285714,0.2
Black B.,Martin A.,76,36,1,,,,,2,0,2,13,6,4,14,0.6842105263157895,0.2222222222222222
Bjorkman J.,Burgsmuller L.,41,70,1,,,,,1,0,1,51,26,8,15,0.6623376623376623,0.34782608695652173
Arazi H.,Sanchez D.,27,86,1,,,,,1,0,1,13,10,0,4,0.5652173913043478,0.0
Agassi A.,Wessels P.,2,93,1,,,,,1,0,1,20,9,15,8,0.6896551724137931,0.6521739130434783
Santoro F.,Zabaleta M.,25,106,1,,,,,1,1,0,41,26,0,5,0.6119402985074627,0.0
Novak J.,Vicente F.,42,58,1,,,,,2,0,2,14,13,4,11,0.5185185185185185,0.26666666666666666
Pless K.,Siemerink J.,100,88,1,,,,,2,0,2,4,12,3,7,0.25,0.3
Black B.,Rusedski G.,76,40,0,,,,,0,3,-3,13,6,41,17,0.6842105263157895,0.7068965517241379
Mirnyi M.,Santoro F.,51,25,0,,,,,0,2,-2,28,23,41,26,0.5490196078431373,0.6119402985074627
Dupuis A.,Youzhny M.,69,85,0,,,,,3,3,0,19,20,61,46,0.48717948717948717,0.5700934579439252
Clement A.,Safin M.,12,3,0,,,,,2,1,1,45,36,26,16,0.5555555555555556,0.6190476190476191
Canas G.,Enqvist T.,49,13,0,,,,,0,1,-1,22,13,11,11,0.6285714285714286,0.5
Black W.,Enqvist T.,149,13,0,,,,,0,1,-1,2,4,11,11,0.3333333333333333,0.5
Ferrero J.C.,Rusedski G.,4,40,0,,,,,0,2,-2,30,17,41,17,0.6382978723404256,0.7068965517241379
Gustafsson M.,Hewitt L.,57,5,0,,,,,0,2,-2,6,6,103,31,0.5,0.7686567164179104
Derepasko A.,Henman T.,272,11,0,,,,,0,1,-1,0,1,42,18,0.0,0.7
Bruguera S.,Dent T.,61,143,0,,,,,0,1,-1,0,1,29,23,0.0,0.5576923076923077
Diaz J.,Malisse X.,68,53,0,,,,,0,1,-1,0,1,50,29,0.0,0.6329113924050633
Acasuso J.,Sargsian S.,81,124,0,,,,,0,1,-1,0,8,11,19,0.0,0.36666666666666664
Arthurs W.,Mirnyi M.,45,51,0,,,,,0,2,-2,26,23,28,23,0.5306122448979592,0.5490196078431373
Blanco G.,Nestor D.,60,154,0,,,,,0,1,-1,0,4,4,6,0.0,0.4
Grosjean S.,Schuettler R.,8,54,1,,,,,2,1,1,42,20,41,31,0.6774193548387096,0.5694444444444444
El Aynaoui Y.,Vinciguerra A.,82,37,1,,,,,1,1,0,9,7,2,5,0.5625,0.2857142857142857
Black W.,Mantilla F.,149,87,1,,,,,1,1,0,2,4,2,5,0.3333333333333333,0.2857142857142857
Enqvist T.,Rafter P.,13,10,0,,,,,0,1,-1,11,11,21,5,0.5,0.8076923076923077
Sampras P.,Sargsian S.,6,124,1,,,,,2,0,2,19,5,11,19,0.7916666666666666,0.36666666666666664
Arazi H.,Rafter P.,27,10,0,,,,,0,2,-2,13,10,21,5,0.5652173913043478,0.8076923076923077
Bjorkman J.,Federer R.,41,15,0,,,,,0,5,-5,51,26,187,26,0.6623376623376623,0.8779342723004695
Damm M.,Enqvist T.,155,13,0,,,,,0,1,-1,6,6,11,11,0.5,0.5
Delgado J.,Medvedev A.,182,119,1,,,,,1,0,1,6,15,1,3,0.2857142857142857,0.25
Cowan B.,Hilton M.,265,383,1,,,,,1,0,1,3,6,1,4,0.3333333333333333,0.2
Heuberger I.,Roddick A.,137,33,0,,,,,0,1,-1,2,6,82,21,0.25,0.7961165048543689
Pioline C.,Tabara M.,72,52,1,,,,,1,1,0,7,8,0,2,0.4666666666666667,0.0
Enqvist T.,Huet S.,13,179,1,,,,,1,0,1,11,11,2,3,0.5,0.4
Arazi H.,Rochus O.,27,63,1,,,,,3,0,3,13,10,43,37,0.5652173913043478,0.5375
Agassi A.,Kiefer N.,2,29,1,,,,,4,0,4,20,9,30,23,0.6896551724137931,0.5660377358490566
Bjorkman J.,Chang M.,41,48,1,,,,,1,0,1,51,26,9,8,0.6623376623376623,0.5294117647058824
Balcells J.,Carlsen K.,62,1013,0,,,,,0,1,-1,0,3,15,17,0.0,0.46875
Clavet F.,Sampras P.,56,6,0,,,,,0,1,-1,3,4,19,5,0.42857142857142855,0.7916666666666666
Ljubicic I.,Schuettler R.,71,54,0,,,,,3,4,-1,24,26,41,31,0.48,0.5694444444444444
Rafter P.,Vacek D.,10,934,1,,,,,2,0,2,21,5,0,2,0.8076923076923077,0.0
Puentes G.,Puerta M.,99,104,1,,,,,1,0,1,1,1,0,3,0.5,0.0
Nestor D.,Safin M.,154,3,0,,,,,0,1,-1,4,6,26,16,0.4,0.6190476190476191
Santoro F.,Youzhny M.,25,85,0,,,,,3,4,-1,41,26,61,46,0.6119402985074627,0.5700934579439252
Ferreira W.,Stoliarov A.,17,92,0,,,,,0,1,-1,18,11,6,11,0.6206896551724138,0.35294117647058826
Levy H.,Robredo T.,30,59,0,,,,,0,4,-4,6,10,30,24,0.375,0.5555555555555556
Dosedel S.,Rafter P.,102,10,0,,,,,0,1,-1,2,2,21,5,0.5,0.8076923076923077
Johansson T.,Roddick A.,14,33,0,,,,,0,5,-5,35,21,82,21,0.625,0.7961165048543689
Robredo T.,Sargsian S.,59,124,0,,,,,0,1,-1,30,24,11,19,0.5555555555555556,0.36666666666666664
Bryan B.,Schalken S.,157,28,0,,,,,0,1,-1,8,6,35,14,0.5714285714285714,0.7142857142857143
Voltchkov V.,Youzhny M.,31,85,0,,,,,1,2,-1,8,9,61,46,0.47058823529411764,0.5700934579439252
Larsson M.,Martin T.,280,34,0,,,,,0,1,-1,6,6,14,9,0.5,0.6086956521739131
El Aynaoui Y.,Hewitt L.,82,5,0,,,,,2,4,-2,9,7,103,31,0.5625,0.7686567164179104
Calatrava A.,Kiefer N.,47,29,0,,,,,1,3,-2,1,4,30,23,0.2,0.5660377358490566
Calleri A.,Rochus O.,80,63,0,,,,,1,1,0,4,10,43,37,0.2857142857142857,0.5375
Squillari F.,Vinciguerra A.,24,37,0,,,,,2,1,1,0,4,2,5,0.0,0.2857142857142857
Childs L.,Massu N.,317,89,0,,,,,0,1,-1,1,7,6,11,0.125,0.35294117647058826
Boutter J.,Stoltenberg J.,66,116,0,,,,,0,1,-1,1,8,4,3,0.1111111111111111,0.5714285714285714
Hrbaty D.,Sluiter R.,20,98,0,,,,,0,3,-3,6,14,23,22,0.3,0.5111111111111111
Knowle J.,Safin M.,164,3,0,,,,,0,1,-1,4,8,26,16,0.3333333333333333,0.6190476190476191
Pavel A.,Rusedski G.,43,40,0,,,,,1,1,0,16,19,41,17,0.45714285714285713,0.7068965517241379
Lee H.T.,Prinosil D.,64,46,0,,,,,0,1,-1,17,19,13,8,0.4722222222222222,0.6190476190476191
Elsner D.,Paes L.,150,284,0,,,,,0,1,-1,0,1,1,1,0.0,0.5
Sluiter R.,Woodbridge T.,98,201,1,,,,,1,0,1,23,22,4,3,0.5111111111111111,0.5714285714285714
Kafelnikov Y.,Parmar A.,7,211,1,,,,,1,0,1,16,7,10,15,0.6956521739130435,0.4
Ivanisevic G.,Moya C.,125,22,1,,,,,1,1,0,12,7,5,7,0.631578947368421,0.4166666666666667
Canas G.,Kafelnikov Y.,49,7,1,,,,,3,1,2,22,13,16,7,0.6285714285714286,0.6956521739130435
Clement A.,Sluiter R.,12,98,1,,,,,2,1,1,45,36,23,22,0.5555555555555556,0.5111111111111111
Agassi A.,Escude N.,2,38,1,,,,,2,0,2,20,9,18,10,0.6896551724137931,0.6428571428571429
Rafter P.,Youzhny M.,10,85,1,,,,,1,0,1,21,5,61,46,0.8076923076923077,0.5700934579439252
Kiefer N.,Stoliarov A.,29,92,1,,,,,2,0,2,30,23,6,11,0.5660377358490566,0.35294117647058826
Ivanisevic G.,Roddick A.,125,33,1,,,,,1,0,1,12,7,82,21,0.631578947368421,0.7961165048543689
Henman T.,Schalken S.,11,28,1,,,,,3,0,3,42,18,35,14,0.7,0.7142857142857143
Escude N.,Grosjean S.,38,8,1,,,,,2,1,1,18,10,42,20,0.6428571428571429,0.6774193548387096
Black W.,Haas T.,149,21,1,,,,,1,0,1,2,4,45,27,0.3333333333333333,0.625
Clement A.,Knippschild J.,12,96,1,,,,,1,0,1,45,36,6,4,0.5555555555555556,0.6
Martin T.,Srichaphan P.,34,117,1,,,,,2,1,1,14,9,21,18,0.6086956521739131,0.5384615384615384
Massu N.,Meligeni F.,89,95,1,,,,,2,0,2,6,11,1,3,0.35294117647058826,0.25
Prinosil D.,Sanguinetti D.,46,67,1,,,,,2,0,2,13,8,16,24,0.6190476190476191,0.4
Cowan B.,Sampras P.,265,6,0,,,,,0,1,-1,3,6,19,5,0.3333333333333333,0.7916666666666666
Pioline C.,Stoliarov A.,72,92,0,,,,,0,1,-1,7,8,6,11,0.4666666666666667,0.35294117647058826
Martin T.,Novak J.,34,42,1,,,,,1,0,1,14,9,14,13,0.6086956521739131,0.5185185185185185
Ferrero J.C.,Stoltenberg J.,4,116,1,,,,,1,0,1,30,17,4,3,0.6382978723404256,0.5714285714285714
Dent T.,Hewitt L.,143,5,0,,,,,1,5,-4,29,23,103,31,0.5576923076923077,0.7686567164179104
Federer R.,Malisse X.,15,53,1,,,,,10,0,10,187,26,50,29,0.8779342723004695,0.6329113924050633
Canas G.,Carlsen K.,49,1013,1,,,,,3,0,3,22,13,15,17,0.6285714285714286,0.46875
Escude N.,Hewitt L.,38,5,1,,,,,1,2,-1,18,10,103,31,0.6428571428571429,0.7686567164179104
Ivanisevic G.,Rafter P.,125,10,1,,,,,1,0,1,12,7,21,5,0.631578947368421,0.8076923076923077
Agassi A.,Rafter P.,2,10,0,,,,,4,2,2,20,9,21,5,0.6896551724137931,0.8076923076923077
Henman T.,Martin T.,11,34,1,,,,,3,0,3,42,18,14,9,0.7,0.6086956521739131
Prinosil D.,Safin M.,46,3,0,,,,,1,4,-3,13,8,26,16,0.6190476190476191,0.6190476190476191
Gambill J.M.,Woodruff C.,16,97,0,,,,,1,2,-1,18,15,2,4,0.5454545454545454,0.3333333333333333
Llodra M.,Mantilla F.,121,87,0,,,,,0,2,-2,44,30,2,5,0.5945945945945946,0.2857142857142857
Larsson M.,Rosset M.,280,75,1,,,,,1,0,1,6,6,8,10,0.5,0.4444444444444444
Ilie A.,Johansson T.,65,14,0,,,,,1,1,0,0,6,35,21,0.0,0.625
Hipfl M.,Huet S.,91,179,0,,,,,0,1,-1,1,5,2,3,0.16666666666666666,0.4
El Aynaoui Y.,Kempes E.,82,113,1,,,,,1,0,1,9,7,0,3,0.5625,0.0
Dupuis A.,Mamiit C.,69,111,1,,,,,1,1,0,19,20,3,9,0.48717948717948717,0.25
Chang M.,Vanek J.,48,94,1,,,,,1,0,1,9,8,1,7,0.5294117647058824,0.125
Canas G.,Gaudio G.,49,39,1,,,,,4,3,1,22,13,2,5,0.6285714285714286,0.2857142857142857
Draper S.,Woodbridge T.,259,201,0,,,,,0,1,-1,5,9,4,3,0.35714285714285715,0.5714285714285714
Koubek S.,Schalken S.,84,28,0,,,,,2,1,1,8,18,35,14,0.3076923076923077,0.7142857142857143
Portas A.,Sanguinetti D.,23,67,0,,,,,1,1,0,3,9,16,24,0.25,0.4
Parmar A.,Sa A.,211,115,1,,,,,2,1,1,10,15,9,13,0.4,0.4090909090909091
Godwin N.,Moya C.,133,22,0,,,,,0,1,-1,8,7,5,7,0.5333333333333333,0.4166666666666667
Coria G.,Meligeni F.,26,95,0,,,,,1,2,-1,9,7,1,3,0.5625,0.25
Ivanisevic G.,Safin M.,125,3,1,,,,,1,1,0,12,7,26,16,0.631578947368421,0.6190476190476191
Federer R.,Henman T.,15,11,0,,,,,7,5,2,187,26,42,18,0.8779342723004695,0.7
Henman T.,Ivanisevic G.,11,125,0,,,,,0,1,-1,42,18,12,7,0.7,0.631578947368421
Dosedel S.,Vacek J.,102,142,1,,,,,1,0,1,2,2,14,15,0.5,0.4827586206896552
Sampras P.,Voltchkov V.,3,237,1,,,,,1,0,1,19,5,8,9,0.7916666666666666,0.47058823529411764
Chang M.,Popp A.,24,114,0,,,,,1,1,0,9,8,24,14,0.5294117647058824,0.631578947368421
Goldstein P.,Tarango J.,76,60,1,,,,,1,0,1,8,9,1,3,0.47058823529411764,0.25
Arazi H.,Lareau S.,38,133,1,,,,,1,0,1,13,10,2,3,0.5652173913043478,0.4
Haas T.,Rosset M.,23,33,0,,,,,1,1,0,45,27,8,10,0.625,0.4444444444444444
Philippoussis M.,Schalken S.,18,53,1,,,,,3,2,1,32,13,35,14,0.7111111111111111,0.7142857142857143
Agassi A.,Martin T.,1,20,1,,,,,3,0,3,20,9,14,9,0.6896551724137931,0.6086956521739131
Godwin N.,Vicente F.,203,31,1,,,,,1,0,1,8,7,4,11,0.5333333333333333,0.26666666666666666
Rusedski G.,Spadea V.,22,61,0,,,,,2,1,1,41,17,23,24,0.7068965517241379,0.48936170212765956
Norman M.,Rochus O.,2,179,0,,,,,1,1,0,1,1,43,37,0.5,0.5375
Pioline C.,Voltchkov V.,6,237,0,,,,,0,1,-1,7,8,8,9,0.4666666666666667,0.47058823529411764
Agassi A.,Rafter P.,1,21,0,,,,,4,2,2,20,9,21,5,0.6896551724137931,0.8076923076923077
Popp A.,Rosset M.,114,33,1,,,,,1,0,1,24,14,8,10,0.631578947368421,0.4444444444444444
Henman T.,Philippoussis M.,14,18,0,,,,,2,1,1,42,18,32,13,0.7,0.7111111111111111
Enqvist T.,Vinck C.,8,160,1,,,,,1,0,1,11,11,4,4,0.5,0.5
Gustafsson M.,Johansson T.,72,57,0,,,,,1,1,0,6,6,35,21,0.5,0.625
Chela J.I.,Voltchkov V.,54,237,0,,,,,0,1,-1,4,11,8,9,0.26666666666666666,0.47058823529411764
Massu N.,Vinck C.,69,160,0,,,,,0,1,-1,6,11,4,4,0.35294117647058826,0.5
di Pasquale A.,Hipfl M.,49,97,1,,,,,1,0,1,1,1,1,5,0.5,0.16666666666666666
Levy H.,Stoltenberg J.,142,82,1,,,,,1,1,0,6,10,4,3,0.375,0.5714285714285714
Fromberg R.,Rochus O.,66,179,0,,,,,0,1,-1,2,2,43,37,0.5,0.5375
Rochus C.,Tillstrom M.,89,62,1,,,,,1,0,1,3,22,0,2,0.12,0.0
Parmar A.,Sa A.,137,83,1,,,,,2,1,1,10,15,9,13,0.4,0.4090909090909091
Gambill J.M.,Santoro F.,56,30,1,,,,,2,0,2,18,15,41,26,0.5454545454545454,0.6119402985074627
El Aynaoui Y.,Lee M.,16,259,1,,,,,1,0,1,9,7,11,14,0.5625,0.44
Johansson T.,Meligeni F.,57,100,1,,,,,1,0,1,35,21,1,3,0.625,0.25
Henman T.,Srichaphan P.,14,90,1,,,,,5,2,3,42,18,21,18,0.7,0.5384615384615384
Haas T.,Kiefer N.,23,12,1,,,,,2,1,1,45,27,30,23,0.625,0.5660377358490566
Prinosil D.,Sargsian S.,84,79,1,,,,,1,0,1,13,8,11,19,0.6190476190476191,0.36666666666666664
Gambill J.M.,Sampras P.,56,3,0,,,,,0,2,-2,18,15,19,5,0.5454545454545454,0.7916666666666666
Johansson T.,Rafter P.,57,21,0,,,,,0,1,-1,35,21,21,5,0.625,0.8076923076923077
Gimelstob J.,Sampras P.,99,3,0,,,,,0,2,-2,19,21,19,5,0.475,0.7916666666666666
Cowan B.,Gimelstob J.,172,99,0,,,,,0,1,-1,3,6,19,21,0.3333333333333333,0.475
Canas G.,Escude N.,144,17,0,,,,,0,2,-2,22,13,18,10,0.6285714285714286,0.6428571428571429
Tieleman L.,Vinciguerra A.,96,39,0,,,,,0,1,-1,1,4,2,5,0.2,0.2857142857142857
Moya C.,Schuettler R.,51,77,0,,,,,3,4,-1,5,7,41,31,0.4166666666666667,0.5694444444444444
Huet S.,Prinosil D.,108,84,0,,,,,0,1,-1,2,3,13,8,0.4,0.6190476190476191
di Pasquale A.,Philippoussis M.,49,18,0,,,,,0,2,-2,1,1,32,13,0.5,0.7111111111111111
Kucera K.,Sampras P.,44,3,0,,,,,0,2,-2,14,12,19,5,0.5384615384615384,0.7916666666666666
Enqvist T.,Gambill J.M.,8,56,0,,,,,1,4,-3,11,11,18,15,0.5,0.5454545454545454
Rafter P.,Sampras P.,21,3,0,,,,,0,3,-3,21,5,19,5,0.8076923076923077,0.7916666666666666
Grosjean S.,Tarango J.,28,60,0,,,,,0,1,-1,42,20,1,3,0.6774193548387096,0.25
MacLagan M.,Nestor D.,353,154,0,,,,,0,1,-1,0,1,4,6,0.0,0.4
Golmard J.,Koubek S.,70,36,1,,,,,1,0,1,4,8,8,18,0.3333333333333333,0.3076923076923077
Black B.,Pozzi G.,52,64,1,,,,,1,0,1,13,6,11,8,0.6842105263157895,0.5789473684210527
Clement A.,Ivanisevic G.,58,65,1,,,,,4,1,3,45,36,12,7,0.5555555555555556,0.631578947368421
Lareau S.,Russell M.,133,183,1,,,,,1,0,1,2,3,10,23,0.4,0.30303030303030304
Dosedel S.,Lapentti N.,50,10,1,,,,,1,1,0,2,2,8,10,0.5,0.4444444444444444
Pioline C.,Ruud C.,6,111,1,,,,,1,0,1,7,8,5,9,0.4666666666666667,0.35714285714285715
Bhupathi M.,Huet S.,1049,108,0,,,,,0,1,-1,0,1,2,3,0.0,0.4
Arthurs W.,Ferreira W.,94,37,0,,,,,0,2,-2,26,23,18,11,0.5306122448979592,0.6206896551724138
Novak J.,Pozzi G.,45,64,0,,,,,1,2,-1,14,13,11,8,0.5185185185185185,0.5789473684210527
Eschauer W.,Martin A.,176,67,0,,,,,0,1,-1,1,2,4,14,0.3333333333333333,0.2222222222222222
Nestor D.,Pavel A.,154,34,0,,,,,0,1,-1,4,6,16,19,0.4,0.45714285714285713
Siemerink J.,Woodbridge T.,123,171,0,,,,,0,3,-3,3,7,4,3,0.3,0.5714285714285714
Damm M.,Prinosil D.,86,84,0,,,,,0,2,-2,6,6,13,8,0.5,0.6190476190476191
Agenor R.,Popp A.,98,114,0,,,,,0,1,-1,1,2,24,14,0.3333333333333333,0.631578947368421
Melzer J.,Philippoussis M.,387,18,0,,,,,0,2,-2,38,32,32,13,0.5428571428571428,0.7111111111111111
Pozzi G.,Rochus O.,64,179,1,,,,,1,0,1,11,8,43,37,0.5789473684210527,0.5375
Ferreira W.,Pavel A.,37,34,1,,,,,2,0,2,18,11,16,19,0.6206896551724138,0.45714285714285713
Black B.,Ilie A.,52,43,1,,,,,1,0,1,13,6,0,6,0.6842105263157895,0.0
Ferreira W.,Krajicek R.,37,27,1,,,,,2,0,2,18,11,12,7,0.6206896551724138,0.631578947368421
Bower J.,Sanguinetti D.,509,87,1,,,,,1,0,1,1,2,16,24,0.3333333333333333,0.4
Kuerten G.,Woodruff C.,4,46,1,,,,,2,0,2,3,2,2,4,0.6,0.3333333333333333
Kohlmann M.,Krajicek R.,189,27,0,,,,,0,1,-1,3,6,12,7,0.3333333333333333,0.631578947368421
Ljubicic I.,O'Brien A.,81,192,0,,,,,0,1,-1,24,26,1,1,0.48,0.5
Agassi A.,Dent T.,1,256,1,,,,,5,0,5,20,9,29,23,0.6896551724137931,0.5576923076923077
Norman M.,Woodforde M.,2,191,1,,,,,1,0,1,1,1,0,1,0.5,0.0
Koubek S.,Voinea A.,36,93,1,,,,,2,0,2,8,18,4,7,0.3076923076923077,0.36363636363636365
Mirnyi M.,Ulihrach B.,59,85,1,,,,,2,0,2,28,23,2,8,0.5490196078431373,0.2
