PlayerA,PlayerB,RankA,RankB,WinnerBinary,MaxOddsPlayerA,MaxOddsPlayerB,AvgOddsPlayerA,AvgOddsPlayerB,H2H_A_wins,H2H_B_wins,H2H_Diff
Haase R.,Pospisil V.,53,33,1,1.95,2.1,1.85,1.93,2,2,0
Cilic M.,Mathieu P.H.,29,89,1,1.21,5.25,1.18,4.8,5,3,2
Carreno-Busta P.,Ferrer D.,60,7,0,11.0,1.11,8.37,1.07,0,1,-1
Gabashvili T.,Puetz T.,61,251,0,3.5,1.57,3.16,1.35,0,1,-1
Saville L.,Thiem D.,236,57,1,3.05,1.5,2.83,1.42,1,0,1
Berdych T.,Hanescu V.,6,104,1,1.05,21.0,1.03,12.72,3,0,3
Djokovic N.,Golubev A.,2,56,1,1.02,35.0,1.01,19.63,4,0,4
Chardy J.,Cox D.,42,214,1,1.08,13.0,1.06,9.4,1,0,1
Evans D.,Kuznetsov An.,143,118,0,2.38,1.69,2.24,1.63,1,1,0
Bautista R.,Johnson S.,23,70,1,1.47,3.2,1.4,2.88,4,0,4
Baghdatis M.,Brown D.,119,79,1,1.77,2.3,1.69,2.14,4,0,4
Hernych J.,Kamke T.,285,87,1,2.7,1.63,2.51,1.52,1,0,1
Mayer L.,Seppi A.,64,36,1,3.6,1.4,3.36,1.31,1,4,-3
Fognini F.,Kuznetsov Al.,15,148,1,1.33,4.14,1.26,3.79,1,0,1
Djokovic N.,Murray A.,1,2,0,1.67,2.64,1.58,2.4,26,10,16
Janowicz J.,Murray A.,22,2,0,5.7,1.26,4.67,1.2,1,3,-2
Del Potro J.M.,Djokovic N.,8,1,0,6.6,1.2,5.62,1.14,1,16,-15
Del Potro J.M.,Ferrer D.,8,4,1,2.36,1.8,2.13,1.71,7,5,2
Janowicz J.,Kubot L.,22,130,1,1.26,5.0,1.22,4.33,1,0,1
Murray A.,Verdasco F.,2,54,1,1.1,10.5,1.08,8.39,13,4,9
Berdych T.,Djokovic N.,6,1,0,7.94,1.15,6.41,1.12,3,23,-20
Murray A.,Youzhny M.,2,26,1,1.09,12.55,1.06,9.67,4,0,4
De Schepper K.,Verdasco F.,80,54,0,5.1,1.25,4.46,1.2,0,2,-2
Djokovic N.,Haas T.,1,13,1,1.15,7.5,1.11,6.49,6,3,3
Del Potro J.M.,Seppi A.,8,28,1,1.32,4.4,1.27,3.75,2,0,2
Dodig I.,Ferrer D.,49,4,0,3.95,1.4,3.31,1.33,0,4,-4
Berdych T.,Tomic B.,6,59,1,1.45,3.5,1.39,2.99,5,0,5
Janowicz J.,Melzer J.,22,37,1,1.32,4.65,1.25,3.97,1,1,0
Kubot L.,Mannarino A.,130,111,1,1.73,2.46,1.63,2.26,1,0,1
Dolgopolov O.,Ferrer D.,24,4,0,3.4,1.49,2.86,1.42,4,10,-6
Chardy J.,Djokovic N.,25,1,0,24.5,1.05,15.1,1.02,0,14,-14
Gulbis E.,Verdasco F.,39,54,0,1.73,2.48,1.63,2.26,1,4,-3
Troicki V.,Youzhny M.,44,26,0,2.41,1.74,2.26,1.63,3,4,-1
Del Potro J.M.,Zemlja G.,8,55,1,1.13,9.6,1.08,7.86,2,0,2
De Schepper K.,Monaco J.,80,20,1,3.35,1.48,2.85,1.42,1,0,1
Dodig I.,Sijsling I.,49,64,1,1.97,2.05,1.83,1.94,1,0,1
Haas T.,Lopez F.,13,32,1,1.53,2.88,1.48,2.65,3,1,2
Gasquet R.,Tomic B.,9,59,0,1.45,3.35,1.39,2.97,8,2,6
Anderson K.,Berdych T.,23,6,0,5.6,1.22,4.73,1.19,0,12,-12
Kubot L.,Paire B.,130,27,1,4.05,1.37,3.37,1.32,1,4,-3
Nishikori K.,Seppi A.,11,28,0,1.4,3.45,1.35,3.19,3,2,1
Dolgopolov O.,Giraldo S.,24,91,1,1.45,3.4,1.37,3.08,3,1,2
Murray A.,Robredo T.,2,29,1,1.05,17.5,1.03,12.61,6,2,4
Brown D.,Mannarino A.,189,111,0,1.76,2.46,1.67,2.18,0,1,-1
Almagro N.,Janowicz J.,16,22,0,2.34,1.83,2.07,1.74,1,1,0
Haas T.,Wang J.,13,151,1,1.07,13.0,1.04,11.02,1,0,1
Melzer J.,Stakhovsky S.,37,116,1,2.25,1.91,2.0,1.78,1,0,1
Bautista R.,Ferrer D.,60,4,0,7.5,1.15,6.47,1.11,0,2,-2
Chardy J.,Struff J.L.,25,115,1,1.31,4.01,1.27,3.7,3,3,0
Dimitrov G.,Zemlja G.,31,55,0,1.21,5.7,1.17,5.04,0,1,-1
Berdych T.,Brands D.,6,57,1,1.09,11.0,1.06,9.42,2,0,2
Blake J.,Tomic B.,87,59,0,3.0,1.59,2.58,1.49,0,1,-1
Djokovic N.,Reynolds B.,1,156,1,1.02,46.0,1.01,21.52,1,0,1
Mayer L.,Nishikori K.,84,11,0,9.16,1.12,7.25,1.09,0,3,-3
Raonic M.,Sijsling I.,15,64,0,1.5,3.48,1.38,3.0,0,1,-1
Dodig I.,Kudla D.,49,105,1,1.45,3.5,1.4,2.92,1,0,1
Del Potro J.M.,Levine J.,8,112,1,1.06,18.0,1.03,12.56,3,0,3
Anderson K.,Przysiezny M.,23,127,1,1.15,8.0,1.11,6.51,1,0,1
Lopez F.,Mathieu P.H.,32,82,1,1.27,5.0,1.21,4.41,5,5,0
Llodra M.,Seppi A.,53,28,0,1.62,2.55,1.57,2.38,3,2,1
Gasquet R.,Soeda G.,9,129,1,1.06,17.5,1.03,12.47,2,0,2
Cilic M.,De Schepper K.,12,80,0,1.1,10.0,1.08,8.26,0,1,-1
Lu Y.H.,Murray A.,75,2,0,66.0,1.02,21.16,1.01,0,4,-4
Mahut N.,Robredo T.,124,29,0,1.45,3.35,1.4,2.92,2,3,-1
Benneteau J.,Verdasco F.,33,54,0,2.3,1.83,2.05,1.75,0,5,-5
Paire B.,Robert S.,27,165,1,1.27,4.95,1.24,4.04,1,0,1
Janowicz J.,Stepanek R.,22,45,1,1.83,2.38,1.7,2.13,1,0,1
Isner J.,Mannarino A.,21,111,0,1.25,5.9,1.19,4.58,8,2,6
Kuznetsov An.,Troicki V.,78,44,0,3.75,1.45,2.96,1.39,1,3,-2
Darcis S.,Kubot L.,135,130,0,1.85,2.1,1.77,2.02,0,1,-1
Gulbis E.,Tsonga J.W.,39,7,1,4.95,1.25,4.24,1.22,3,3,0
Monaco J.,Ram R.,20,86,1,1.3,4.8,1.26,3.8,1,0,1
Melzer J.,Reister J.,37,121,1,1.58,2.68,1.55,2.44,1,0,1
Brown D.,Hewitt L.,189,70,1,10.5,1.15,6.6,1.11,1,0,1
Almagro N.,Rufin G.,16,85,1,1.18,6.7,1.15,5.37,2,0,2
Pospisil V.,Youzhny M.,103,26,0,7.5,1.15,6.06,1.12,0,2,-2
Federer R.,Stakhovsky S.,3,116,0,1.01,61.0,1.01,22.96,1,1,0
Berdych T.,Klizan M.,6,36,1,1.06,17.5,1.04,11.17,4,0,4
Bolelli S.,Dimitrov G.,89,31,0,18.0,1.06,11.63,1.04,0,3,-3
Kavcic B.,Struff J.L.,132,115,0,3.25,1.5,2.88,1.4,0,1,-1
Blake J.,De Bakker T.,87,93,1,1.85,2.24,1.7,2.12,1,0,1
Bedene A.,Mayer L.,90,84,0,1.65,2.56,1.56,2.39,0,1,-1
Anderson K.,Rochus O.,23,143,1,1.18,6.83,1.14,5.53,2,0,2
Ebden M.,Nishikori K.,110,11,0,5.9,1.2,4.99,1.17,0,3,-3
Bautista R.,Gabashvili T.,60,137,1,1.67,2.95,1.54,2.44,3,0,3
Lopez F.,Simon G.,32,17,1,1.68,2.46,1.62,2.28,6,3,3
Llodra M.,Nieminen J.,53,38,1,1.57,2.86,1.5,2.54,2,1,1
Dolgopolov O.,Elias G.,24,122,1,1.1,12.0,1.07,8.87,1,0,1
Petzschner P.,Przysiezny M.,141,127,0,2.4,1.8,2.15,1.68,0,1,-1
Haider-Maurer A.,Soeda G.,108,129,0,3.45,1.45,2.9,1.4,0,1,-1
Djokovic N.,Mayer F.,1,34,1,1.03,36.0,1.01,19.77,7,0,7
Haas T.,Tursunov D.,13,65,1,1.13,9.4,1.09,7.1,5,1,4
Gasquet R.,Granollers M.,9,41,1,1.09,13.5,1.06,9.69,4,0,4
Russell M.,Zemlja G.,95,55,0,3.65,1.36,3.25,1.34,0,1,-1
Alund M.,Ferrer D.,101,4,0,41.0,1.04,21.85,1.01,0,1,-1
Berankis R.,Mathieu P.H.,69,82,0,1.77,2.3,1.7,2.12,0,1,-1
Chardy J.,Harrison R.,25,97,1,1.85,2.35,1.66,2.18,1,1,0
Johnson S.,Reynolds B.,98,156,0,1.6,2.7,1.56,2.39,1,1,0
Istomin D.,Seppi A.,47,28,0,2.88,1.66,2.55,1.51,4,7,-3
Duckworth J.,Kudla D.,174,105,0,3.35,1.45,2.95,1.39,0,1,-1
Berlocq C.,Raonic M.,74,15,0,9.0,1.15,6.21,1.12,1,3,-2
Querrey S.,Tomic B.,19,59,0,1.87,2.16,1.75,2.05,0,3,-3
Giraldo S.,Zeballos H.,91,52,1,1.42,3.64,1.36,3.11,1,1,0
Brands D.,Gimeno-Traver D.,57,56,1,1.25,4.95,1.22,4.24,1,0,1
Odesnik W.,Wang J.,107,151,0,3.05,1.55,2.6,1.49,0,1,-1
Levine J.,Pella G.,112,76,1,1.2,6.72,1.16,5.16,1,0,1
Dodig I.,Kohlschreiber P.,49,18,1,3.35,1.49,2.83,1.42,2,3,-1
Del Potro J.M.,Ramos A.,8,62,1,1.06,16.0,1.04,11.56,1,0,1
Kuznetsov Al.,Sijsling I.,173,64,0,4.95,1.25,4.29,1.22,0,1,-1
Fognini F.,Melzer J.,30,37,0,1.45,3.25,1.42,2.83,0,3,-3
Reid M.,Stepanek R.,216,45,0,8.5,1.15,6.63,1.11,0,1,-1
Andujar P.,Mannarino A.,50,111,0,5.1,1.3,4.15,1.23,1,1,0
Knittel B.,Monaco J.,210,20,0,4.65,1.3,3.92,1.25,0,1,-1
Edmund K.,Janowicz J.,385,22,0,5.24,1.25,4.57,1.19,0,1,-1
Brown D.,Garcia-Lopez G.,189,67,1,2.95,1.55,2.64,1.46,2,3,-1
Becker B.,Murray A.,92,2,0,39.0,1.02,19.54,1.01,0,2,-2
Hajek J.,Mahut N.,96,124,0,9.8,1.12,8.16,1.08,0,1,-1
Bogomolov A.,Robredo T.,81,29,0,3.75,1.38,3.27,1.34,0,3,-3
Dutra Silva R.,Stakhovsky S.,100,116,0,8.36,1.14,6.84,1.1,0,2,-2
Baghdatis M.,Cilic M.,40,12,0,5.7,1.23,4.72,1.18,1,5,-4
Federer R.,Hanescu V.,3,48,1,1.02,66.0,1.01,23.26,5,0,5
Tipsarevic J.,Troicki V.,14,44,0,1.43,3.25,1.39,2.95,2,3,-1
Gicquel M.,Pospisil V.,131,103,0,2.3,1.74,2.16,1.68,0,1,-1
De Schepper K.,Lorenzi P.,80,73,1,1.55,3.0,1.46,2.68,1,0,1
Gulbis E.,Roger-Vasselin E.,39,71,1,1.29,4.8,1.24,3.97,2,0,2
Goffin D.,Tsonga J.W.,83,7,0,17.0,1.05,13.02,1.03,2,4,-2
Almagro N.,Zopp J.,16,183,1,1.07,14.0,1.05,9.94,1,0,1
Darcis S.,Nadal R.,135,5,1,46.0,1.02,20.68,1.01,1,1,0
Falla A.,Robert S.,77,165,0,1.93,2.25,1.8,1.97,0,1,-1
Donskoy E.,Isner J.,66,21,0,3.97,1.37,3.49,1.3,1,2,-1
Hewitt L.,Wawrinka S.,70,10,1,2.37,1.71,2.21,1.65,2,1,1
Andreev I.,Kubot L.,416,130,0,7.0,1.2,5.47,1.15,0,4,-4
Haase R.,Youzhny M.,58,26,0,7.1,1.16,5.96,1.13,4,5,-1
Lacko L.,Ram R.,79,86,0,2.2,1.85,2.07,1.73,0,1,-1
Malisse X.,Verdasco F.,61,54,0,2.0,2.0,1.83,1.94,1,3,-2
Benneteau J.,Kamke T.,33,68,1,1.37,3.75,1.3,3.47,3,0,3
Matosevic M.,Rufin G.,72,85,0,1.8,2.3,1.73,2.08,0,1,-1
Paire B.,Ungur A.,27,94,1,1.1,11.0,1.08,8.3,1,0,1
Kuznetsov An.,Montanes A.,78,51,1,1.45,3.1,1.42,2.81,1,0,1
Lu Y.H.,Ward J.,75,219,1,1.47,3.15,1.39,2.94,1,0,1
Reister J.,Rosol L.,121,35,1,3.15,1.59,2.65,1.47,1,1,0
Federer R.,Murray A.,3,4,1,1.51,3.04,1.45,2.76,14,10,4
Djokovic N.,Federer R.,1,3,0,1.48,3.06,1.42,2.87,28,22,6
Murray A.,Tsonga J.W.,4,6,1,1.47,3.2,1.41,2.89,13,2,11
Ferrer D.,Murray A.,5,4,0,2.81,1.54,2.66,1.47,6,15,-9
Djokovic N.,Mayer F.,1,29,1,1.04,21.0,1.03,13.65,7,0,7
Federer R.,Youzhny M.,3,33,1,1.15,7.5,1.12,6.2,18,0,18
Kohlschreiber P.,Tsonga J.W.,30,6,0,3.62,1.36,3.31,1.33,0,10,-10
Cilic M.,Murray A.,18,4,0,5.0,1.25,4.46,1.2,3,12,-9
Del Potro J.M.,Ferrer D.,9,5,0,1.72,2.36,1.67,2.19,7,5,2
Baker B.,Kohlschreiber P.,126,30,0,2.65,1.57,2.54,1.51,1,1,0
Fish M.,Tsonga J.W.,12,6,0,5.14,1.25,4.48,1.2,0,4,-4
Gasquet R.,Mayer F.,19,29,0,1.25,5.14,1.21,4.37,4,3,1
Istomin D.,Youzhny M.,39,33,0,3.3,1.43,2.99,1.38,1,3,-2
Federer R.,Malisse X.,3,75,1,1.07,14.8,1.05,10.63,10,0,10
Djokovic N.,Troicki V.,1,34,1,1.04,26.0,1.02,15.22,13,1,12
Fish M.,Goffin D.,12,70,1,2.35,1.77,2.16,1.68,1,0,1
Del Potro J.M.,Nishikori K.,9,20,1,1.33,4.2,1.29,3.59,5,2,3
Ferrer D.,Roddick A.,5,25,1,1.5,3.1,1.42,2.83,5,4,1
Baker B.,Paire B.,126,55,1,1.62,2.62,1.55,2.43,1,0,1
Baghdatis M.,Murray A.,42,4,0,8.53,1.12,7.04,1.1,3,4,-1
Cilic M.,Querrey S.,18,64,1,1.42,3.49,1.37,3.04,6,0,6
Lacko L.,Tsonga J.W.,60,6,0,10.5,1.09,8.31,1.07,0,1,-1
Kohlschreiber P.,Rosol L.,30,100,1,1.53,3.12,1.41,2.87,4,1,3
Querrey S.,Raonic M.,64,22,1,4.7,1.26,4.13,1.22,3,5,-2
Monaco J.,Troicki V.,14,34,0,1.5,3.0,1.43,2.77,0,3,-3
Tipsarevic J.,Youzhny M.,8,33,0,1.59,2.75,1.52,2.51,3,5,-2
Djokovic N.,Stepanek R.,1,27,1,1.04,29.0,1.02,16.46,12,1,11
Almagro N.,Gasquet R.,11,19,0,3.01,1.48,2.74,1.44,3,4,-1
Falla A.,Istomin D.,73,39,0,3.02,1.5,2.74,1.44,1,2,-1
Benneteau J.,Federer R.,32,3,0,29.98,1.03,18.56,1.01,2,5,-3
Malisse X.,Verdasco F.,75,16,1,1.77,2.3,1.69,2.15,1,3,-2
Janowicz J.,Mayer F.,136,29,0,3.01,1.46,2.78,1.43,0,2,-2
Nishikori K.,Serra F.,20,137,1,1.15,6.96,1.13,5.65,1,0,1
Baker B.,Nieminen J.,126,44,1,1.8,2.28,1.72,2.07,1,0,1
Malisse X.,Simon G.,75,13,1,2.4,1.74,2.21,1.65,1,2,-1
Cilic M.,Kubot L.,18,49,1,1.25,5.0,1.21,4.33,3,0,3
Dolgopolov O.,Paire B.,21,55,0,1.6,2.6,1.53,2.48,0,1,-1
De Schepper K.,Ferrer D.,160,5,0,16.0,1.06,11.58,1.04,0,1,-1
Jaziri M.,Kohlschreiber P.,78,30,0,12.5,1.08,9.09,1.06,0,3,-3
Phau B.,Roddick A.,88,25,0,14.4,1.07,10.06,1.05,0,4,-4
Becker B.,Stepanek R.,124,27,0,3.05,1.46,2.93,1.39,0,2,-2
Baghdatis M.,Dimitrov G.,42,69,1,2.5,1.68,2.29,1.61,1,8,-7
Del Potro J.M.,Soeda G.,9,58,1,1.06,17.0,1.04,12.0,2,0,2
Garcia-Lopez G.,Tsonga J.W.,92,6,0,17.5,1.05,12.18,1.03,1,5,-4
Verdasco F.,Zemlja G.,16,120,1,1.2,5.37,1.18,4.77,1,0,1
Goffin D.,Levine J.,70,106,1,1.65,2.55,1.56,2.38,1,0,1
Karlovic I.,Murray A.,59,4,0,12.5,1.08,9.27,1.06,0,7,-7
Nadal R.,Rosol L.,2,100,0,1.01,76.0,1.01,23.45,4,1,3
Fish M.,Ward J.,12,173,1,1.4,3.41,1.36,3.09,2,0,2
Lacko L.,Melzer J.,60,35,1,3.2,1.55,2.78,1.43,1,1,0
Falla A.,Mahut N.,73,71,1,3.01,1.5,2.79,1.43,1,2,-1
Melzer J.,Wawrinka S.,35,24,1,3.05,1.45,2.91,1.39,1,2,-1
Almagro N.,Rufin G.,11,168,1,1.19,5.8,1.17,4.99,2,0,2
Andreev I.,Istomin D.,93,39,0,5.26,1.3,4.22,1.22,1,1,0
Sweeting R.,Tipsarevic J.,130,8,0,13.0,1.07,10.58,1.04,0,4,-4
Chardy J.,Monaco J.,57,14,0,2.55,1.67,2.29,1.6,1,6,-5
Benneteau J.,Russell M.,32,112,1,1.25,5.27,1.2,4.43,2,0,2
Klizan M.,Troicki V.,62,34,0,5.9,1.2,5.07,1.16,1,5,-4
Odesnik W.,Phau B.,135,88,0,1.57,2.71,1.51,2.49,1,2,-1
Mayer F.,Petzschner P.,29,101,1,1.78,2.38,1.62,2.24,4,0,4
Baker J.,Roddick A.,186,25,0,15.0,1.06,10.57,1.04,0,1,-1
Gulbis E.,Janowicz J.,87,136,0,1.73,2.35,1.65,2.21,2,1,1
Cervantes I.,Youzhny M.,152,33,0,16.0,1.06,11.54,1.04,0,1,-1
Federer R.,Fognini F.,3,68,1,1.03,71.0,1.01,26.65,3,0,3
Djokovic N.,Harrison R.,1,48,1,1.02,36.3,1.01,19.57,3,0,3
Giraldo S.,Raonic M.,45,22,0,8.75,1.12,7.53,1.08,0,2,-2
Bemelmans R.,Gasquet R.,131,19,0,12.0,1.08,8.75,1.06,0,1,-1
Karlovic I.,Sela D.,59,108,1,1.25,4.93,1.2,4.32,6,1,5
Ito T.,Kubot L.,65,49,0,3.52,1.4,3.04,1.36,0,1,-1
Brown D.,Ferrer D.,164,5,0,21.0,1.04,1.92,1.03,0,5,-5
Del Potro J.M.,Haase R.,9,41,1,1.12,9.0,1.07,7.85,5,0,5
Andujar P.,Ward J.,36,173,0,3.25,1.45,2.98,1.38,0,1,-1
Haas T.,Kohlschreiber P.,50,30,0,1.57,2.7,1.53,2.48,3,4,-1
Lorenzi P.,Mahut N.,86,71,0,10.75,1.13,7.56,1.09,1,2,-1
Kuznetsov An.,Serra F.,151,137,0,1.54,2.75,1.49,2.56,0,1,-1
Almagro N.,Rochus O.,11,66,1,1.27,4.75,1.21,4.36,1,0,1
Jaziri M.,Zopp J.,78,95,1,4.77,1.25,4.14,1.22,1,0,1
Garcia-Lopez G.,Roger-Vasselin E.,92,67,1,3.01,1.45,2.88,1.4,2,1,1
Kunitsyn I.,Soeda G.,116,58,0,2.7,1.58,2.51,1.51,0,2,-2
Hewitt L.,Tsonga J.W.,202,6,0,7.7,1.13,6.62,1.1,0,3,-3
Baghdatis M.,Montanes A.,42,90,1,1.15,7.04,1.13,5.9,2,1,1
Bachinger M.,De Schepper K.,110,160,0,2.2,1.8,2.09,1.71,0,1,-1
Davydenko N.,Murray A.,47,4,0,14.0,1.07,10.25,1.05,4,6,-2
Bogomolov A.,Dolgopolov O.,46,21,0,4.33,1.3,3.96,1.24,0,1,-1
Lacko L.,Ungur A.,60,81,1,1.19,6.0,1.15,5.32,1,0,1
Baker B.,Machado R.,126,96,1,1.1,10.23,1.08,7.86,1,0,1
Bellucci T.,Nadal R.,80,2,0,57.0,1.03,22.87,1.01,0,5,-5
Kukushkin M.,Nishikori K.,52,20,0,3.66,1.4,3.3,1.32,0,9,-9
Fish M.,Ramirez-Hidalgo R.,12,82,1,1.18,7.0,1.14,5.4,2,0,2
Cilic M.,Stebe C.M.,18,77,1,1.08,11.6,1.06,8.75,2,0,2
Pospisil V.,Querrey S.,104,64,0,3.7,1.34,3.41,1.3,1,1,0
Anderson K.,Dimitrov G.,31,69,0,2.3,1.75,2.17,1.67,2,6,-4
Beck K.,Levine J.,94,106,0,2.38,1.7,2.22,1.64,0,1,-1
Ebden M.,Paire B.,76,55,0,2.95,1.57,2.56,1.49,0,1,-1
Lopez F.,Nieminen J.,17,44,0,1.29,4.45,1.25,3.88,4,6,-2
Goffin D.,Tomic B.,70,28,1,4.5,1.3,3.94,1.24,1,2,-1
Dodig I.,Rosol L.,99,100,0,1.85,2.14,1.75,2.03,1,1,0
Federer R.,Ramos A.,3,43,1,1.01,59.87,1.01,25.27,1,0,1
Kavcic B.,Petzschner P.,74,101,0,6.0,1.18,5.22,1.15,0,1,-1
Gasquet R.,Kamke T.,19,84,1,1.08,16.0,1.05,10.6,2,0,2
Djokovic N.,Ferrero J.C.,1,38,1,1.02,36.87,1.01,19.94,2,1,1
Malisse X.,Matosevic M.,75,72,1,1.36,3.85,1.33,3.26,1,0,1
Menendez-Maceiras A.,Russell M.,212,112,0,3.2,1.45,2.88,1.4,0,1,-1
Mayer F.,Tursunov D.,29,129,1,1.45,3.1,1.42,2.78,1,0,1
Verdasco F.,Wang J.,16,207,1,1.13,7.5,1.11,6.47,1,0,1
Berdych T.,Gulbis E.,7,87,0,1.05,21.0,1.04,11.42,4,3,1
Mayer L.,Monaco J.,61,14,0,3.05,1.5,2.77,1.43,1,2,-1
Nalbandian D.,Tipsarevic J.,40,8,0,2.53,1.7,2.25,1.62,2,2,0
Benneteau J.,Muller G.,32,53,1,1.86,2.1,1.77,2.0,3,2,1
Mathieu P.H.,Simon G.,176,13,0,2.96,1.52,2.73,1.44,3,2,1
Stakhovsky S.,Stepanek R.,85,27,0,4.2,1.4,3.23,1.34,0,1,-1
Starace P.,Sweeting R.,97,130,0,5.26,1.25,4.44,1.2,0,1,-1
Chardy J.,Volandri F.,57,79,1,1.08,15.0,1.06,9.57,2,0,2
Bolelli S.,Janowicz J.,118,136,0,1.94,2.05,1.8,1.97,0,2,-2
Harrison R.,Lu Y.H.,48,56,1,1.67,2.6,1.58,2.33,4,0,4
Young D.,Youzhny M.,51,33,0,17.5,1.06,11.3,1.04,0,1,-1
Goodall J.,Zemlja G.,215,120,0,3.8,1.33,3.48,1.29,0,1,-1
Becker B.,Blake J.,124,91,1,1.29,4.53,1.24,3.93,1,4,-3
Andreev I.,Golding O.,93,491,1,1.41,3.53,1.35,3.14,1,0,1
Bemelmans R.,Berlocq C.,131,37,1,1.67,2.5,1.59,2.32,1,0,1
Fognini F.,Llodra M.,68,54,1,2.91,1.53,2.63,1.47,3,1,2
Darcis S.,Rufin G.,63,168,0,1.57,2.65,1.5,2.52,0,1,-1
Cervantes I.,Cipolla F.,152,89,1,2.45,1.73,2.22,1.63,1,0,1
Istomin D.,Seppi A.,39,26,1,2.6,1.62,2.43,1.54,4,7,-3
Falla A.,Isner J.,73,10,1,7.31,1.15,5.87,1.13,1,2,-1
Granollers M.,Troicki V.,23,34,0,2.25,2.1,2.13,1.7,1,3,-2
Chela J.I.,Klizan M.,83,62,0,3.1,1.48,2.82,1.41,0,1,-1
Djokovic N.,Nadal R.,2,1,1,2.38,1.75,2.23,1.65,29,27,2
Djokovic N.,Tsonga J.W.,2,19,1,1.51,3.2,1.44,2.75,16,7,9
Murray A.,Nadal R.,4,1,0,2.75,1.6,2.54,1.52,8,17,-9
Djokovic N.,Tomic B.,2,158,1,1.13,9.52,1.09,6.98,7,0,7
Lopez F.,Murray A.,44,4,0,9.0,1.13,7.11,1.09,0,11,-11
Fish M.,Nadal R.,9,1,0,7.0,1.2,5.06,1.16,1,8,-7
Federer R.,Tsonga J.W.,3,19,0,1.19,6.4,1.15,5.22,12,7,5
Djokovic N.,Llodra M.,2,35,1,1.11,9.8,1.07,8.18,3,1,2
Federer R.,Youzhny M.,3,17,1,1.04,26.2,1.02,15.07,18,0,18
Kubot L.,Lopez F.,93,44,0,4.0,1.35,3.53,1.29,1,2,-1
Ferrer D.,Tsonga J.W.,6,19,0,2.95,1.5,2.74,1.43,4,1,3
Gasquet R.,Murray A.,13,4,0,4.0,1.32,3.68,1.27,5,10,-5
Berdych T.,Fish M.,7,9,0,1.48,3.0,1.42,2.78,0,1,-1
Malisse X.,Tomic B.,42,158,0,1.6,2.7,1.54,2.43,1,1,0
Del Potro J.M.,Nadal R.,21,1,0,5.0,1.3,4.37,1.2,5,11,-6
Muller G.,Nadal R.,92,1,0,22.0,1.05,13.57,1.02,2,4,-2
Baghdatis M.,Djokovic N.,30,2,0,24.25,1.04,13.69,1.02,0,8,-8
Almagro N.,Youzhny M.,15,17,0,2.1,2.04,1.92,1.82,1,5,-4
Kubot L.,Monfils G.,93,8,1,4.0,1.34,3.62,1.27,1,1,0
Fish M.,Haase R.,9,58,1,1.35,3.8,1.29,3.43,2,0,2
Soderling R.,Tomic B.,5,158,0,1.18,6.5,1.14,5.36,0,1,-1
Beck K.,Ferrer D.,156,6,0,8.88,1.13,6.57,1.1,0,3,-3
Llodra M.,Lu Y.H.,35,57,1,1.47,3.2,1.4,2.85,3,0,3
Gonzalez F.,Tsonga J.W.,478,19,0,4.18,1.35,3.67,1.26,1,1,0
Federer R.,Nalbandian D.,3,23,1,1.06,21.0,1.04,11.0,11,8,3
Berdych T.,Bogomolov A.,7,72,1,1.1,12.0,1.06,9.08,2,0,2
Malisse X.,Melzer J.,42,11,1,1.85,2.2,1.75,2.02,3,2,1
Del Potro J.M.,Simon G.,21,16,1,1.25,4.85,1.22,3.6,4,3,1
Bolelli S.,Gasquet R.,116,13,0,7.21,1.15,6.07,1.11,0,6,-6
Lopez F.,Roddick A.,44,10,1,4.15,1.31,3.7,1.26,1,7,-6
Ljubicic I.,Murray A.,33,4,0,10.0,1.1,7.8,1.07,3,4,-1
Melzer J.,Tursunov D.,11,53,1,2.02,1.92,1.91,1.82,3,3,0
Andreev I.,Tomic B.,79,158,0,3.39,1.5,2.86,1.39,1,1,0
Ferrer D.,Harrison R.,6,122,1,1.15,7.0,1.12,5.85,4,0,4
Del Potro J.M.,Rochus O.,21,73,1,1.1,10.9,1.07,8.01,1,1,0
Devvarman S.,Youzhny M.,68,17,0,3.97,1.36,3.35,1.3,0,1,-1
De Voest R.,Gonzalez F.,147,478,0,3.31,1.43,3.01,1.36,0,1,-1
Anderson K.,Djokovic N.,36,2,0,41.0,1.02,17.73,1.01,1,9,-8
Lu Y.H.,Troicki V.,57,12,1,4.03,1.31,3.67,1.26,2,0,2
Baghdatis M.,Seppi A.,30,38,1,1.93,2.01,1.84,1.89,1,1,0
Malisse X.,Mayer F.,42,18,1,1.67,2.47,1.6,2.26,3,0,3
Almagro N.,Isner J.,15,47,1,2.85,1.51,2.68,1.44,1,2,-1
Haider-Maurer A.,Nalbandian D.,78,23,0,6.5,1.2,5.58,1.13,0,1,-1
Llodra M.,Mello R.,35,89,1,1.12,9.1,1.09,6.93,1,0,1
Beck K.,Garcia-Lopez G.,156,41,1,2.78,1.57,2.52,1.5,1,0,1
Dimitrov G.,Tsonga J.W.,62,19,0,6.8,1.16,5.74,1.12,0,4,-4
Hewitt L.,Soderling R.,130,5,0,3.7,1.4,3.3,1.31,2,2,0
Federer R.,Mannarino A.,3,55,1,1.01,68.5,1.01,25.46,7,0,7
Anderson K.,Marchenko I.,36,114,1,1.22,5.54,1.17,4.73,4,0,4
Sela D.,Simon G.,84,16,0,2.6,1.6,2.43,1.53,0,3,-3
