PlayerA,PlayerB,RankA,RankB,WinnerBinary,MaxOddsPlayerA,MaxOddsPlayerB,AvgOddsPlayerA,AvgOddsPlayerB,H2H_A_wins,H2H_B_wins,H2H_Diff
Cilic M.,Stakhovsky S.,13,94,1,1.22,4.85,1.2,4.51,5,0,5
Youzhny M.,Zeballos H.,70,83,1,1.13,8.77,1.1,6.86,2,0,2
Copil M.,Pouille L.,174,30,0,1.77,2.35,1.65,2.21,1,2,-1
Mayer L.,Young D.,90,69,0,2.05,1.91,1.93,1.85,2,2,0
Dzumhur D.,Herbert P.H.,87,81,0,4.0,1.34,3.67,1.27,1,1,0
Karlovic I.,Lacko L.,32,123,0,1.24,4.75,1.2,4.39,2,1,1
Haase R.,Sock J.,98,26,0,5.0,1.22,4.54,1.19,0,3,-3
Delbonis F.,Fognini F.,38,35,0,3.4,1.38,3.23,1.34,3,5,-2
Ramos-Vinolas A.,Troicki V.,36,27,1,4.5,1.29,4.1,1.23,3,0,3
Barton M.,Olivetti A.,248,793,1,1.53,2.7,1.5,2.58,1,0,1
Millman J.,Paire B.,67,23,1,2.25,1.75,2.14,1.69,1,2,-1
Lu Y.H.,Murray A.,76,2,0,29.75,1.02,17.73,1.01,0,4,-4
Ferrer D.,Mahut N.,14,51,0,1.72,2.33,1.65,2.22,1,1,0
Bellucci T.,Querrey S.,62,41,0,5.25,1.22,4.66,1.17,1,1,0
Kuznetsov An.,Muller G.,42,39,1,2.45,1.66,2.31,1.6,1,0,1
Goffin D.,Roger-Vasselin E.,11,186,1,1.13,8.05,1.1,6.81,1,0,1
Raonic M.,Seppi A.,7,45,1,1.14,8.0,1.11,6.57,1,0,1
Dolgopolov O.,Evans D.,33,91,0,1.41,3.3,1.36,3.11,0,1,-1
Mathieu P.H.,Zverev A.,59,28,0,6.34,1.2,5.38,1.15,1,1,0
Federer R.,Willis M.,3,772,1,1.03,26.0,1.01,17.83,1,0,1
Mayer F.,Thiem D.,80,8,0,3.56,1.38,3.24,1.34,1,1,0
Sijsling I.,Vesely J.,118,64,0,2.23,1.83,2.08,1.73,0,3,-3
Djokovic N.,Mannarino A.,1,55,1,1.02,46.0,1.01,23.31,5,0,5
Albot R.,Elias G.,110,92,1,1.33,4.13,1.27,3.77,1,1,0
Berdych T.,Dodig I.,9,74,1,1.12,9.35,1.09,7.38,2,0,2
Tomic B.,Verdasco F.,19,53,1,1.5,3.28,1.44,2.76,6,1,5
Novikov D.,Saville L.,145,221,1,1.67,2.62,1.57,2.37,1,0,1
Broady L.,Murray A.,235,2,0,51.0,1.02,26.09,1.01,0,1,-1
Bagnis F.,Becker B.,96,102,0,10.75,1.1,9.14,1.06,0,1,-1
Kudryavtsev A.,Lu Y.H.,179,76,0,6.59,1.18,5.25,1.15,0,1,-1
Lamasine T.,Troicki V.,204,27,0,9.35,1.1,7.87,1.08,0,1,-1
Bedene A.,Gasquet R.,56,10,0,9.87,1.1,7.91,1.08,0,2,-2
Bautista Agut R.,Thompson J.,15,88,1,1.12,8.26,1.1,7.09,1,0,1
Lopez F.,Ram R.,21,72,1,1.24,5.0,1.2,4.46,2,0,2
Klizan M.,Kukushkin M.,48,57,0,3.0,1.46,2.86,1.41,1,1,0
Cervantes I.,Tsonga J.W.,75,12,0,13.0,1.14,9.44,1.06,0,1,-1
Del Potro J.M.,Robert S.,165,79,1,1.16,6.5,1.13,5.85,1,0,1
Fritz T.,Wawrinka S.,65,5,0,8.67,1.11,7.49,1.09,1,2,-1
Pospisil V.,Ramos-Vinolas A.,44,36,0,1.4,4.0,1.33,3.3,0,1,-1
Kyrgios N.,Stepanek R.,18,121,1,1.21,6.02,1.16,5.14,3,0,3
Estrella Burgos V.,Granollers M.,77,340,0,4.2,1.31,3.62,1.28,0,1,-1
Daniel T.,Monaco J.,114,97,0,4.75,1.25,4.31,1.21,0,1,-1
Millman J.,Montanes A.,67,120,1,1.12,8.12,1.1,6.97,1,0,1
Brown D.,Lajovic D.,85,82,1,1.15,7.0,1.12,6.23,2,0,2
Giraldo S.,Muller G.,129,39,0,10.44,1.12,8.09,1.08,0,2,-2
Sousa J.,Tursunov D.,31,453,1,1.46,3.04,1.42,2.81,2,0,2
Paire B.,Skugor F.,23,194,1,1.45,3.1,1.4,2.93,1,0,1
Cuevas P.,Kuznetsov An.,24,42,0,2.0,2.1,1.83,1.95,0,2,-2
Gulbis E.,Sock J.,61,26,0,2.65,1.57,2.48,1.53,2,1,1
Nishioka Y.,Stakhovsky S.,122,94,0,4.5,1.28,4.05,1.24,0,1,-1
Goffin D.,Ward A.,11,245,1,1.05,20.71,1.03,12.64,1,0,1
Dimitrov G.,Fratangelo B.,37,112,1,1.35,3.97,1.3,3.5,1,0,1
Ferrer D.,Sela D.,14,63,1,1.23,5.46,1.18,4.81,3,1,2
Carreno Busta P.,Raonic M.,46,7,0,29.75,1.02,19.38,1.01,1,3,-2
Klein B.,Mahut N.,260,51,0,11.0,1.1,8.76,1.07,0,1,-1
Jaziri M.,Johnson S.,60,29,0,5.61,1.19,5.09,1.16,0,1,-1
Baker B.,Cilic M.,589,13,0,15.92,1.05,12.25,1.03,0,1,-1
Coric B.,Karlovic I.,50,32,0,3.4,1.38,3.17,1.35,0,3,-3
Edmund K.,Mannarino A.,68,55,0,2.45,1.7,2.31,1.6,1,1,0
Garcia-Lopez G.,Seppi A.,58,45,0,3.68,1.36,3.3,1.33,1,6,-5
Federer R.,Pella G.,3,52,1,1.02,34.0,1.01,20.58,2,0,2
Djokovic N.,Ward J.,1,177,1,1.02,76.0,1.01,26.02,1,0,1
Groth S.,Nishikori K.,124,6,0,10.5,1.09,8.62,1.07,0,2,-2
Benneteau J.,Marchenko I.,547,84,1,2.0,2.1,1.89,1.9,1,0,1
Gabashvili T.,Roger-Vasselin E.,103,186,0,2.04,1.9,1.96,1.83,0,1,-1
Dolgopolov O.,Donskoy E.,33,78,1,1.19,5.75,1.16,5.16,2,0,2
Evans D.,Struff J.L.,91,86,1,1.9,2.1,1.77,2.02,1,0,1
Herbert P.H.,Kohlschreiber P.,81,22,1,6.5,1.17,5.56,1.14,1,6,-5
Lacko L.,Lorenzi P.,123,49,1,1.2,6.2,1.15,5.4,2,0,2
Simon G.,Tipsarevic J.,20,411,1,1.25,4.6,1.21,4.25,9,2,7
Berankis R.,Willis M.,54,772,0,1.35,3.76,1.3,3.46,0,1,-1
Anderson K.,Istomin D.,25,116,0,1.29,4.33,1.24,3.93,2,1,1
Chardy J.,Monfils G.,34,16,1,2.53,1.64,2.37,1.58,1,2,-1
Dzumhur D.,Kudla D.,87,66,1,4.1,1.31,3.75,1.26,2,0,2
Almagro N.,Dutra Silva R.,47,386,1,1.14,7.48,1.12,6.33,1,0,1
Bellucci T.,Bemelmans R.,62,193,1,2.0,2.0,1.89,1.89,1,0,1
Haase R.,Schwartzman D.,98,71,1,1.22,5.63,1.16,5.07,5,1,4
Querrey S.,Rosol L.,41,73,1,1.27,5.0,1.22,4.18,1,0,1
Djokovic N.,Federer R.,1,2,1,2.0,2.1,1.91,1.96,28,22,6
Federer R.,Murray A.,2,3,1,2.05,2.0,1.96,1.88,14,10,4
Djokovic N.,Gasquet R.,1,20,1,1.1,13.0,1.07,9.37,13,1,12
Cilic M.,Djokovic N.,9,1,0,9.0,1.13,7.57,1.09,2,18,-16
Gasquet R.,Wawrinka S.,20,4,1,2.8,1.55,2.68,1.47,3,3,0
Murray A.,Pospisil V.,3,56,1,1.05,19.0,1.03,13.75,5,1,4
Federer R.,Simon G.,2,13,1,1.15,6.6,1.13,6.09,7,2,5
Anderson K.,Djokovic N.,14,1,0,17.5,1.05,13.45,1.03,1,9,-8
Cilic M.,Kudla D.,9,105,1,1.22,5.72,1.16,5.09,2,0,2
Pospisil V.,Troicki V.,56,24,1,3.77,1.36,3.4,1.32,1,0,1
Bautista R.,Federer R.,22,2,0,14.8,1.06,11.45,1.04,0,4,-4
Berdych T.,Simon G.,6,13,0,1.36,3.67,1.32,3.34,7,7,0
Goffin D.,Wawrinka S.,15,4,0,4.75,1.31,4.22,1.22,2,3,-1
Gasquet R.,Kyrgios N.,20,29,1,2.05,2.13,1.86,1.94,5,2,3
Karlovic I.,Murray A.,25,3,0,9.0,1.12,7.33,1.09,0,7,-7
Andujar P.,Berdych T.,37,6,0,20.0,1.05,12.71,1.03,1,3,-2
Basilashvili N.,Bautista R.,153,22,0,4.65,1.25,4.17,1.22,0,1,-1
Murray A.,Seppi A.,3,27,1,1.05,20.67,1.03,13.65,7,1,6
Brown D.,Troicki V.,102,24,0,3.16,1.5,2.83,1.42,0,1,-1
Karlovic I.,Tsonga J.W.,25,12,1,3.0,1.5,2.75,1.44,3,1,2
Federer R.,Groth S.,2,69,1,1.04,20.5,1.02,14.03,2,0,2
Monfils G.,Simon G.,18,13,0,2.28,1.9,2.11,1.72,3,7,-4
Cilic M.,Isner J.,9,17,1,1.8,2.38,1.69,2.15,8,3,5
Pospisil V.,Ward J.,56,111,1,1.46,3.07,1.41,2.85,2,0,2
Verdasco F.,Wawrinka S.,43,4,0,5.48,1.21,4.73,1.18,3,3,0
Dimitrov G.,Gasquet R.,11,20,0,1.8,2.23,1.71,2.13,4,5,-1
Baghdatis M.,Goffin D.,54,15,0,2.7,1.61,2.5,1.52,4,2,2
Djokovic N.,Tomic B.,1,26,1,1.03,26.75,1.02,16.21,7,0,7
Anderson K.,Mayer L.,14,21,1,1.51,2.9,1.43,2.75,4,2,2
Kyrgios N.,Raonic M.,29,8,1,2.79,1.55,2.65,1.47,3,4,-1
Giraldo S.,Kudla D.,60,105,0,2.5,1.76,2.32,1.6,0,1,-1
Berdych T.,Mahut N.,6,66,1,1.2,6.02,1.16,5.09,6,0,6
Ramos-Vinolas A.,Tsonga J.W.,65,12,0,23.0,1.04,14.03,1.02,0,5,-5
Haase R.,Murray A.,78,3,0,31.0,1.03,18.26,1.01,1,5,-4
Federer R.,Querrey S.,2,36,1,1.05,15.99,1.03,11.7,3,0,3
Mannarino A.,Monfils G.,34,18,0,3.43,1.4,3.18,1.34,2,6,-4
Duckworth J.,Groth S.,87,69,0,4.5,1.27,3.99,1.24,0,2,-2
Brown D.,Nadal R.,102,10,1,8.04,1.12,6.69,1.1,2,0,2
Bedene A.,Troicki V.,75,24,0,5.25,1.21,4.7,1.18,0,1,-1
Kavcic B.,Simon G.,107,13,0,16.22,1.05,12.14,1.03,0,1,-1
Vesely J.,Ward J.,45,111,0,1.45,3.2,1.38,2.97,0,1,-1
Fognini F.,Pospisil V.,28,56,0,1.71,2.38,1.63,2.24,0,2,-2
Coric B.,Seppi A.,40,27,0,4.75,1.25,4.22,1.21,1,1,0
Andujar P.,Rosol L.,37,41,1,3.43,1.39,3.22,1.33,3,2,1
Basilashvili N.,Lopez F.,153,16,1,6.75,1.15,5.9,1.12,1,1,0
Bautista R.,Paire B.,22,68,1,1.26,4.7,1.22,4.11,5,0,5
Dolgopolov O.,Karlovic I.,70,25,0,1.83,2.1,1.77,2.03,3,1,2
De Schepper K.,Gasquet R.,163,20,0,10.0,1.09,8.67,1.06,0,3,-3
Kyrgios N.,Monaco J.,29,35,1,1.18,6.15,1.14,5.43,1,0,1
Broady L.,Goffin D.,182,15,0,13.0,1.06,10.33,1.04,0,1,-1
Granollers M.,Mayer L.,72,21,0,3.3,1.42,3.01,1.37,1,1,0
Ebden M.,Isner J.,148,17,0,5.7,1.22,4.94,1.17,1,5,-4
Estrella Burgos V.,Wawrinka S.,48,4,0,22.73,1.04,15.03,1.02,0,1,-1
Herbert P.H.,Tomic B.,151,26,0,5.5,1.2,5.1,1.16,2,1,1
Dimitrov G.,Johnson S.,11,52,1,1.17,6.5,1.14,5.39,6,3,3
Djokovic N.,Nieminen J.,1,92,1,1.01,61.0,1.01,25.87,6,1,5
Giraldo S.,Nishikori K.,60,5,1,6.02,1.2,5.24,1.15,2,5,-3
Anderson K.,Ilhan M.,14,82,1,1.08,11.0,1.06,9.32,1,0,1
Kudla D.,Zverev A.,105,74,1,1.74,2.32,1.66,2.19,1,0,1
Haas T.,Raonic M.,861,8,0,6.02,1.17,5.37,1.15,0,3,-3
Thiem D.,Verdasco F.,30,43,0,2.6,1.65,2.4,1.56,1,4,-3
Baghdatis M.,Millman J.,54,120,1,1.33,3.75,1.3,3.47,2,0,2
Berankis R.,Cilic M.,90,9,0,10.35,1.08,8.52,1.07,0,2,-2
Istomin D.,Ramos-Vinolas A.,62,65,0,1.12,8.45,1.09,6.94,0,2,-2
Falla A.,Haase R.,130,78,0,2.09,2.05,1.94,1.84,1,1,0
Krajinovic F.,Mahut N.,122,66,0,7.65,1.14,6.4,1.11,2,1,1
Berrer M.,Mannarino A.,139,34,0,3.64,1.4,3.09,1.36,0,1,-1
Vanni L.,Ward J.,113,111,0,2.61,1.6,2.45,1.53,0,1,-1
Berdych T.,Chardy J.,6,38,1,1.13,9.65,1.1,6.72,5,1,4
Karlovic I.,Ymer E.,25,133,1,1.2,6.02,1.15,5.22,1,1,0
Brown D.,Lu Y.H.,102,61,1,2.47,1.65,2.32,1.59,2,0,2
Groth S.,Sock J.,69,31,1,3.0,1.5,2.73,1.43,1,0,1
Nedovyesov A.,Troicki V.,123,24,0,9.16,1.11,7.37,1.09,0,1,-1
Muller G.,Tsonga J.W.,44,12,0,3.0,1.51,2.73,1.44,1,3,-2
Millot V.,Pospisil V.,213,56,0,3.83,1.36,3.5,1.29,0,1,-1
Andujar P.,Garcia-Lopez G.,37,32,1,6.55,1.15,5.77,1.13,1,5,-4
Bedene A.,Stepanek R.,75,203,1,2.6,1.58,2.48,1.53,1,0,1
Coric B.,Stakhovsky S.,40,49,1,4.25,1.3,3.78,1.26,2,1,1
Duckworth J.,Jaziri M.,87,84,1,2.15,1.95,2.02,1.77,1,0,1
Kukushkin M.,Murray A.,59,3,0,46.0,1.02,22.28,1.01,0,4,-4
Dzumhur D.,Federer R.,88,2,0,41.0,1.01,24.6,1.01,0,3,-3
Klein B.,Seppi A.,177,27,0,8.05,1.13,6.41,1.11,0,1,-1
Bellucci T.,Nadal R.,42,10,0,42136.0,1.07,9.8,1.05,0,5,-5
Paire B.,Youzhny M.,68,76,1,2.75,1.53,2.63,1.47,2,0,2
Fognini F.,Smyczek T.,28,77,1,1.57,2.7,1.51,2.5,1,0,1
Querrey S.,Sijsling I.,36,170,1,1.23,5.63,1.18,4.75,2,0,2
Dolgopolov O.,Edmund K.,70,101,1,1.14,7.07,1.11,6.2,2,0,2
Darcis S.,Lopez F.,80,16,0,6.5,1.2,5.72,1.13,0,2,-2
Lorenzi P.,Vesely J.,89,45,0,11.25,1.08,8.78,1.06,1,3,-2
Bagnis F.,Basilashvili N.,137,153,0,7.05,1.18,6.24,1.11,0,2,-2
Almagro N.,Simon G.,145,13,0,4.84,1.25,4.35,1.21,2,2,0
Gulbis E.,Rosol L.,83,41,0,1.64,2.47,1.6,2.3,1,3,-2
Carreno-Busta P.,Monfils G.,67,18,0,10.0,1.1,8.23,1.07,1,2,-1
Kavcic B.,Sugita Y.,107,149,1,4.6,1.26,4.26,1.21,1,0,1
Bautista R.,Bemelmans R.,22,95,1,1.25,5.25,1.19,4.58,1,0,1
Delbonis F.,Dimitrov G.,73,11,0,19.0,1.04,14.59,1.03,1,2,-1
Mayer F.,Monaco J.,294,35,0,1.41,3.4,1.35,3.15,5,2,3
Ebden M.,Rola B.,148,93,1,1.21,5.53,1.18,4.8,1,0,1
Giraldo S.,Souza J.,60,81,1,1.09,11.0,1.06,8.59,1,0,1
Millman J.,Robredo T.,120,19,1,3.8,1.32,3.54,1.28,3,1,2
Gasquet R.,Saville L.,20,183,1,1.08,11.0,1.06,9.01,1,0,1
Granollers M.,Tipsarevic J.,72,486,1,1.65,2.51,1.57,2.37,4,1,3
Djokovic N.,Kohlschreiber P.,1,33,1,1.05,16.5,1.03,12.4,12,2,10
Goffin D.,Zeballos H.,15,128,1,1.14,7.5,1.11,6.22,3,2,1
Isner J.,Soeda G.,17,91,1,1.09,10.4,1.07,8.44,2,0,2
Kokkinakis T.,Mayer L.,71,21,0,2.55,1.64,2.39,1.56,0,1,-1
Sousa J.,Wawrinka S.,46,4,0,9.45,1.09,7.9,1.07,0,4,-4
Cilic M.,Moriya H.,9,174,1,1.04,20.0,1.02,14.85,1,0,1
Kyrgios N.,Schwartzman D.,29,64,1,1.06,13.0,1.04,10.78,1,0,1
Berankis R.,Haider-Maurer A.,90,57,1,1.57,2.7,1.51,2.54,1,0,1
Becker B.,Estrella Burgos V.,51,48,0,1.93,2.06,1.85,1.91,0,1,-1
Anderson K.,Pouille L.,14,96,1,1.05,15.99,1.03,12.12,1,0,1
Ilhan M.,Janowicz J.,82,47,1,8.45,1.12,7.1,1.09,1,0,1
Baghdatis M.,Young D.,54,58,1,1.52,2.9,1.45,2.72,2,1,1
Gimeno-Traver D.,Raonic M.,63,8,0,20.25,1.04,14.66,1.02,0,2,-2
Haas T.,Lajovic D.,861,86,1,1.63,2.5,1.57,2.37,1,0,1
Sela D.,Thiem D.,85,30,0,2.6,1.63,2.45,1.54,0,1,-1
Cuevas P.,Kudla D.,23,105,0,2.38,1.69,2.26,1.62,0,1,-1
Struff J.L.,Tomic B.,112,26,0,6.71,1.18,5.21,1.15,1,2,-1
Bolelli S.,Nishikori K.,55,5,0,4.46,1.27,3.99,1.23,0,3,-3
Johnson S.,Lacko L.,52,94,1,1.41,3.64,1.34,3.21,3,0,3
De Schepper K.,Smith J.P.,163,160,1,1.61,2.52,1.55,2.41,1,0,1
Broady L.,Matosevic M.,182,138,1,3.0,1.48,2.75,1.43,1,0,1
Chung H.,Herbert P.H.,79,151,0,2.7,1.6,2.45,1.53,0,2,-2
Gabashvili T.,Zverev A.,53,74,0,2.81,1.56,2.68,1.46,0,1,-1
Klizan M.,Verdasco F.,39,43,0,3.75,1.33,3.52,1.29,1,2,-1
Hewitt L.,Nieminen J.,118,92,0,1.61,2.55,1.55,2.4,5,1,4
Djokovic N.,Federer R.,2,4,1,1.75,2.53,1.63,2.31,28,22,6
Federer R.,Raonic M.,4,9,1,1.47,3.4,1.38,3.06,12,3,9
Dimitrov G.,Djokovic N.,13,2,0,4.45,1.32,3.98,1.25,1,13,-12
Cilic M.,Djokovic N.,29,2,0,9.65,1.12,7.7,1.09,2,18,-16
Dimitrov G.,Murray A.,13,5,1,4.5,1.3,3.94,1.25,5,8,-3
Federer R.,Wawrinka S.,4,3,1,1.35,4.0,1.3,3.58,24,3,21
Kyrgios N.,Raonic M.,144,9,0,3.5,1.4,3.11,1.37,3,4,-1
Kyrgios N.,Nadal R.,144,1,1,10.4,1.09,8.83,1.06,4,6,-2
Nishikori K.,Raonic M.,12,9,0,2.1,1.99,1.96,1.83,4,2,2
Federer R.,Robredo T.,4,22,1,1.06,16.0,1.04,11.09,11,1,10
Lopez F.,Wawrinka S.,26,3,0,2.43,1.67,2.28,1.63,3,5,-2
Dimitrov G.,Mayer L.,13,64,1,1.15,10.65,1.11,6.75,1,0,1
Isner J.,Lopez F.,11,26,0,2.25,1.79,2.11,1.72,5,3,2
Bolelli S.,Nishikori K.,132,12,0,9.6,1.1,7.85,1.08,0,3,-3
Djokovic N.,Tsonga J.W.,2,17,1,1.14,8.5,1.09,7.03,16,7,9
Istomin D.,Wawrinka S.,45,3,0,3.32,1.45,2.93,1.39,1,3,-2
Anderson K.,Murray A.,18,5,0,14.85,1.07,10.38,1.05,2,6,-4
Chardy J.,Cilic M.,42,29,0,3.7,1.34,3.46,1.31,3,4,-1
Kyrgios N.,Vesely J.,144,68,1,1.87,2.15,1.79,2.0,1,0,1
Federer R.,Giraldo S.,4,35,1,1.03,23.5,1.02,14.3,2,0,2
Kubot L.,Raonic M.,72,9,0,8.0,1.13,6.84,1.11,0,1,-1
Kukushkin M.,Nadal R.,63,1,0,17.05,1.05,11.89,1.04,0,4,-4
Janowicz J.,Robredo T.,25,22,0,1.97,2.05,1.83,1.95,0,1,-1
Kuznetsov An.,Mayer L.,118,64,0,1.93,2.1,1.82,1.96,0,2,-2
Djokovic N.,Simon G.,2,44,1,1.05,21.0,1.03,14.46,10,1,9
Tsonga J.W.,Wang J.,17,147,1,1.2,6.0,1.16,5.16,1,0,1
Berdych T.,Cilic M.,6,29,0,1.71,2.55,1.63,2.26,5,6,-1
Lopez F.,Pavic A.,26,163,1,1.17,6.7,1.14,5.53,1,0,1
Bautista R.,Murray A.,23,5,0,14.15,1.07,9.67,1.05,0,2,-2
Chardy J.,Stakhovsky S.,42,90,1,2.2,1.84,2.1,1.73,2,0,2
Hewitt L.,Janowicz J.,48,25,0,1.77,2.37,1.66,2.21,0,1,-1
Dimitrov G.,Dolgopolov O.,13,19,1,1.38,3.6,1.32,3.36,5,1,4
Anderson K.,Fognini F.,18,15,1,1.34,3.8,1.3,3.44,4,1,3
Giraldo S.,Granollers M.,35,224,1,2.0,1.98,1.89,1.89,3,1,2
Dancevic F.,Kukushkin M.,107,63,0,1.77,2.4,1.65,2.21,1,2,-1
Raonic M.,Sock J.,9,77,1,1.23,5.62,1.18,4.71,8,4,4
Kudla D.,Nishikori K.,136,12,0,10.25,1.1,8.14,1.07,0,2,-2
Mannarino A.,Robredo T.,81,22,0,2.2,1.83,2.08,1.73,0,2,-2
Istomin D.,Reister J.,45,110,1,1.2,5.4,1.17,4.84,2,1,1
Isner J.,Nieminen J.,11,62,1,1.37,3.51,1.32,3.33,5,0,5
Federer R.,Muller G.,4,103,1,1.08,12.0,1.06,9.58,5,0,5
Nadal R.,Rosol L.,1,52,1,1.1,9.4,1.08,7.77,4,1,3
Lu Y.H.,Wawrinka S.,47,3,0,6.75,1.15,5.98,1.12,0,1,-1
Kubot L.,Lajovic D.,72,84,1,1.5,3.0,1.46,2.7,1,0,1
Monfils G.,Vesely J.,21,68,0,1.33,3.8,1.29,3.52,2,1,1
Bolelli S.,Kohlschreiber P.,132,28,1,7.5,1.18,5.68,1.13,2,2,0
Querrey S.,Tsonga J.W.,67,17,0,3.5,1.4,3.18,1.34,4,4,0
Gasquet R.,Kyrgios N.,14,144,0,1.3,4.5,1.24,3.95,5,2,3
Bautista R.,Hernych J.,23,285,1,1.26,5.0,1.21,4.32,1,0,1
Murray A.,Rola B.,5,92,1,1.02,49.0,1.01,22.05,1,0,1
Gulbis E.,Stakhovsky S.,10,90,0,1.38,3.56,1.32,3.35,2,2,0
Haase R.,Simon G.,53,44,0,2.55,1.69,2.29,1.61,1,4,-3
Wang J.,Youzhny M.,147,16,1,4.5,1.27,4.27,1.21,1,0,1
Berdych T.,Tomic B.,6,86,1,1.29,4.33,1.25,3.85,5,0,5
Cilic M.,Haider-Maurer A.,29,95,1,1.08,11.75,1.06,9.02,1,1,0
Dimitrov G.,Saville L.,13,236,1,1.04,22.9,1.03,13.21,1,0,1
Fognini F.,Puetz T.,15,251,1,1.37,3.6,1.3,3.43,1,0,1
Becker B.,Dolgopolov O.,65,19,0,3.05,1.53,2.77,1.44,1,2,-1
Anderson K.,Roger-Vasselin E.,18,50,1,1.44,3.22,1.4,2.9,2,1,1
Baghdatis M.,Mayer L.,119,64,0,1.52,3.25,1.46,2.68,1,3,-2
Djokovic N.,Stepanek R.,2,38,1,1.04,19.0,1.03,13.13,12,1,11
Ferrer D.,Kuznetsov An.,7,118,0,1.11,10.0,1.08,7.74,0,1,-1
Chardy J.,Matosevic M.,42,58,1,2.15,1.83,2.07,1.74,1,0,1
Kubot L.,Struff J.L.,72,66,1,2.44,1.75,2.23,1.64,1,0,1
Ebden M.,Raonic M.,85,9,0,7.0,1.15,6.12,1.12,0,2,-2
Kukushkin M.,Sela D.,63,101,1,2.3,1.83,2.12,1.7,1,1,0
Mannarino A.,Riba P.,81,82,1,1.1,9.76,1.08,7.7,3,0,3
Kohlschreiber P.,Sijsling I.,28,59,1,1.31,4.0,1.27,3.71,1,3,-2
Sousa J.,Wawrinka S.,41,3,0,5.0,1.27,4.27,1.21,0,4,-4
Federer R.,Lorenzi P.,4,83,1,1.01,51.5,1.01,22.88,1,0,1
Falla A.,Pavic A.,55,163,0,1.36,3.6,1.31,3.39,0,1,-1
Isner J.,Smethurst D.,11,234,1,1.06,13.25,1.04,10.91,1,0,1
Lopez F.,Sugita Y.,26,145,1,1.1,11.25,1.06,8.81,1,0,1
Dancevic F.,Karlovic I.,107,32,1,3.44,1.4,3.19,1.35,1,1,0
Benneteau J.,Muller G.,46,103,0,1.91,2.1,1.77,2.03,3,2,1
Delbonis F.,Nieminen J.,37,62,0,5.25,1.24,4.42,1.2,0,1,-1
De Schepper K.,Nishikori K.,73,12,0,7.18,1.15,6.13,1.12,0,1,-1
Jaziri M.,Monfils G.,121,21,0,9.85,1.12,7.44,1.09,0,1,-1
Gimeno-Traver D.,Giraldo S.,96,35,0,4.8,1.25,4.24,1.21,1,4,-3
Estrella Burgos V.,Vesely J.,91,68,0,5.24,1.23,4.44,1.2,0,1,-1
Klizan M.,Nadal R.,51,1,0,9.16,1.12,6.93,1.1,1,3,-2
Herbert P.H.,Sock J.,130,77,0,2.25,1.74,2.15,1.68,0,3,-3
Lacko L.,Robredo T.,88,22,0,2.63,1.61,2.42,1.55,0,1,-1
Istomin D.,Tursunov D.,45,31,1,1.54,3.0,1.44,2.74,4,3,1
Paire B.,Rosol L.,71,52,0,2.45,1.67,2.3,1.61,2,2,0
Granollers M.,Mahut N.,224,54,1,3.1,1.51,2.8,1.42,2,0,2
Hewitt L.,Przysiezny M.,48,120,1,1.15,8.6,1.12,6.28,1,0,1
Kyrgios N.,Robert S.,144,78,1,1.38,3.83,1.32,3.34,1,0,1
Klahn B.,Querrey S.,75,67,0,6.03,1.24,5.02,1.17,0,2,-2
Ilhan M.,Kudla D.,151,136,0,2.8,1.59,2.56,1.5,0,1,-1
Bolelli S.,Ito T.,132,129,1,1.59,2.65,1.51,2.53,1,0,1
Devvarman S.,Janowicz J.,125,25,0,7.04,1.17,6.01,1.13,0,2,-2
Garcia-Lopez G.,Lajovic D.,34,84,0,1.33,4.0,1.28,3.62,0,2,-2
Melzer J.,Tsonga J.W.,49,17,0,4.34,1.3,3.92,1.25,0,6,-6
Duckworth J.,Gasquet R.,161,14,0,7.0,1.17,5.92,1.13,0,2,-2
Lu Y.H.,Nedovyesov A.,47,102,1,1.24,5.65,1.19,4.57,1,0,1
Reister J.,Russell M.,110,94,1,1.52,2.95,1.45,2.7,1,0,1
Matosevic M.,Verdasco F.,58,24,1,3.2,1.51,2.75,1.44,2,2,0
Cuevas P.,Stepanek R.,112,38,0,9.0,1.11,7.29,1.09,1,2,-1
Donskoy E.,Tomic B.,114,86,0,6.87,1.17,5.61,1.14,0,1,-1
Becker B.,Young D.,65,69,1,1.63,2.65,1.55,2.44,1,0,1
Berlocq C.,Stakhovsky S.,43,90,0,3.5,1.4,3.29,1.32,0,3,-3
Andujar P.,Rola B.,80,92,0,2.6,1.7,2.32,1.6,1,1,0
Ward J.,Youzhny M.,154,16,0,5.5,1.26,4.36,1.21,0,2,-2
Gonzalez A.,Wang J.,76,147,0,4.5,1.27,4.13,1.22,0,1,-1
Goffin D.,Murray A.,105,5,0,16.0,1.05,12.43,1.03,1,7,-6
Dimitrov G.,Harrison R.,13,150,1,1.1,10.0,1.08,8.01,4,1,3
Roger-Vasselin E.,Volandri F.,50,117,1,1.03,34.0,1.02,16.55,1,0,1
Dolgopolov O.,Groth S.,19,124,1,1.54,2.88,1.46,2.67,2,1,1
Edmund K.,Haider-Maurer A.,320,95,0,1.6,2.66,1.51,2.53,0,1,-1
Kravchuk K.,Simon G.,221,44,0,7.5,1.15,6.08,1.12,0,1,-1
Anderson K.,Bedene A.,18,140,1,1.13,7.5,1.11,6.37,2,1,1
Gulbis E.,Zopp J.,10,272,1,1.05,17.0,1.03,12.3,2,0,2
