PlayerA,PlayerB,RankA,RankB,WinnerBinary,MaxOddsPlayerA,MaxOddsPlayerB,AvgOddsPlayerA,AvgOddsPlayerB
Broady L.,Raonic M.,173,32,0,10.43,1.1,8.39,1.07
Coric B.,Medvedev D.,20,67,0,1.27,4.55,1.23,4.22
Gasquet R.,Monfils G.,31,44,0,1.56,2.71,1.51,2.57
Donskoy E.,Kohlschreiber P.,83,27,0,5.47,1.22,4.91,1.18
Isner J.,Maden Y.,10,134,1,1.17,7.19,1.12,6.46
Novak D.,Polansky P.,171,110,1,1.63,2.6,1.54,2.48
Bonzi B.,Lacko L.,284,73,0,4.8,1.28,4.19,1.23
Bedene A.,Norrie C.,71,75,1,1.55,2.9,1.49,2.63
Garin C.,Mannarino A.,167,26,0,4.5,1.29,4.06,1.25
Djere L.,Lorenzi P.,90,86,0,2.55,1.89,2.06,1.78
Barrere G.,Tsitsipas S.,188,35,0,4.9,1.25,4.38,1.21
Millman J.,Travaglia S.,56,137,1,1.53,3.06,1.47,2.7
Bhambri Y.,Fabbiano T.,85,133,0,2.8,1.56,2.63,1.49
Jarry N.,Krajinovic F.,66,30,1,1.56,2.8,1.5,2.61
Kudla D.,Pouille L.,84,19,0,2.4,1.69,2.28,1.63
Kubler J.,Pella G.,147,82,0,2.45,1.73,2.31,1.62
Berankis R.,McDonald M.,96,103,0,2.75,1.65,2.47,1.55
Karlovic I.,Youzhny M.,112,102,1,1.93,2.1,1.81,2.01
Mmoh M.,Muller G.,119,60,0,4.02,1.32,3.7,1.28
Mayer L.,Struff J.L.,36,64,0,1.54,2.69,1.51,2.58
Sousa J.,Stakhovsky S.,45,109,0,2.25,1.75,2.17,1.69
Bemelmans R.,Johnson S.,104,42,1,3.01,1.48,2.85,1.43
Cilic M.,Federer R.,6,5,0,4.75,1.26,4.33,1.23
Cilic M.,Querrey S.,6,28,1,1.35,4.05,1.3,3.64
Berdych T.,Federer R.,15,5,0,8.5,1.15,6.85,1.12
Federer R.,Raonic M.,5,7,1,1.23,5.45,1.2,4.7
Berdych T.,Djokovic N.,15,4,1,5.17,1.28,4.27,1.23
Murray A.,Querrey S.,1,28,0,1.2,6.1,1.16,5.29
Cilic M.,Muller G.,6,26,1,1.25,5.35,1.2,4.63
Djokovic N.,Mannarino A.,4,51,1,1.05,21.0,1.03,12.89
Anderson K.,Querrey S.,42,28,0,1.84,2.26,1.77,2.07
Dimitrov G.,Federer R.,11,5,0,6.1,1.19,5.33,1.16
Bautista Agut R.,Cilic M.,19,6,0,5.05,1.24,4.53,1.21
Murray A.,Paire B.,1,46,1,1.14,8.25,1.11,6.9
Berdych T.,Thiem D.,15,8,1,1.91,2.1,1.83,1.98
Raonic M.,Zverev A.,7,12,1,1.91,2.1,1.81,2.01
Muller G.,Nadal R.,26,2,1,8.75,1.12,7.05,1.11
Querrey S.,Tsonga J.W.,28,10,1,3.7,1.37,3.34,1.33
Berdych T.,Ferrer D.,15,39,1,1.21,5.45,1.19,4.73
Federer R.,Zverev M.,5,30,1,1.05,20.5,1.04,13.05
Donaldson J.,Thiem D.,67,8,0,8.25,1.16,6.44,1.12
Ramos-Vinolas A.,Raonic M.,22,7,0,8.39,1.12,8.12,1.1
Djokovic N.,Gulbis E.,4,589,1,1.1,10.65,1.08,8.38
Dimitrov G.,Sela D.,11,90,1,1.07,15.0,1.05,10.36
Mannarino A.,Monfils G.,51,14,1,5.0,1.26,4.36,1.22
Ofner S.,Zverev A.,216,12,0,16.17,1.08,11.68,1.04
Janowicz J.,Paire B.,141,46,0,1.83,2.15,1.76,2.07
Bedene A.,Muller G.,58,26,0,3.3,1.42,3.08,1.38
Cilic M.,Johnson S.,6,31,1,1.17,6.76,1.14,5.69
Khachanov K.,Nadal R.,34,2,0,13.0,1.08,9.52,1.06
Anderson K.,Bemelmans R.,42,124,1,1.16,6.75,1.13,6.08
Fognini F.,Murray A.,29,1,0,9.75,1.12,7.63,1.09
Bautista Agut R.,Nishikori K.,19,9,1,3.4,1.44,3.09,1.38
Isner J.,Sela D.,21,90,0,1.21,6.0,1.18,5.01
Tiafoe F.,Zverev A.,64,12,0,9.5,1.11,7.93,1.08
Baghdatis M.,Dimitrov G.,65,11,0,7.25,1.15,6.03,1.13
Djokovic N.,Pavlasek A.,4,136,1,1.02,34.25,1.01,20.04
Federer R.,Lajovic D.,5,79,1,1.02,46.75,1.01,21.21
Edmund K.,Monfils G.,50,14,0,4.9,1.25,4.27,1.22
Del Potro J.M.,Gulbis E.,32,589,0,1.14,7.5,1.12,6.16
Darcis S.,Ferrer D.,61,39,0,3.15,1.45,2.97,1.4
Simon G.,Thiem D.,36,8,0,5.05,1.25,4.26,1.23
Donaldson J.,Lorenzi P.,67,33,1,1.67,2.51,1.58,2.38
Raonic M.,Youzhny M.,7,82,1,1.07,14.5,1.05,9.97
Berdych T.,Harrison R.,15,41,1,1.17,7.75,1.12,6.24
Kukushkin M.,Zverev M.,118,30,0,5.05,1.24,4.53,1.2
Ofner S.,Sock J.,216,18,1,6.7,1.17,5.89,1.14
Ramos-Vinolas A.,Rublev A.,22,95,1,1.69,2.4,1.63,2.28
Mannarino A.,Sugita Y.,51,44,1,2.05,1.95,1.97,1.83
Khachanov K.,Monteiro T.,34,100,1,1.12,8.75,1.1,6.97
Muller G.,Rosol L.,26,214,1,1.17,6.95,1.13,5.88
Fognini F.,Vesely J.,29,48,1,1.74,2.45,1.62,2.3
Herbert P.H.,Paire B.,70,46,0,2.0,1.97,1.92,1.88
Bolelli S.,Tsonga J.W.,312,10,0,9.75,1.1,7.74,1.09
Anderson K.,Seppi A.,42,87,1,1.33,4.0,1.29,3.61
Nadal R.,Young D.,2,43,1,1.08,13.5,1.05,10.54
Cilic M.,Mayer F.,6,114,1,1.11,10.75,1.09,7.66
Bemelmans R.,Medvedev D.,124,49,1,6.85,1.17,5.74,1.14
Brown D.,Murray A.,97,1,0,10.5,1.12,7.91,1.08
Janowicz J.,Pouille L.,141,16,1,3.55,1.41,3.11,1.37
Albot R.,Johnson S.,108,31,0,5.8,1.2,4.88,1.18
Nishikori K.,Stakhovsky S.,9,122,1,1.21,6.1,1.16,5.2
Bedene A.,Dzumhur D.,58,83,1,1.4,3.5,1.35,3.21
Basilashvili N.,Querrey S.,54,28,0,5.25,1.23,4.67,1.19
Bautista Agut R.,Gojowczyk P.,19,140,1,1.21,6.0,1.17,5.03
Lorenzi P.,Zeballos H.,33,52,1,2.3,1.76,2.16,1.7
Donaldson J.,Tipsarevic J.,67,63,1,3.8,1.37,3.45,1.31
Djokovic N.,Klizan M.,4,47,1,1.04,23.25,1.03,13.88
Garin C.,Sock J.,220,18,0,5.5,1.22,5.78,1.18
Berdych T.,Chardy J.,15,71,1,1.22,4.85,1.2,4.52
Haase R.,Tiafoe F.,38,64,0,1.52,2.95,1.47,2.65
Escobedo E.,Pavlasek A.,74,136,0,1.45,3.15,1.42,2.88
Ferrer D.,Gasquet R.,39,27,1,8.5,1.15,6.65,1.11
Daniel T.,Kukushkin M.,92,118,0,3.0,1.51,2.76,1.44
Edmund K.,Ward A.,50,869,1,1.15,9.0,1.11,6.58
Del Potro J.M.,Kokkinakis T.,32,486,1,1.27,5.25,1.2,4.53
Albot R.,Bagnis F.,108,107,1,1.21,5.75,1.18,4.93
Lopez F.,Mannarino A.,25,51,0,1.24,5.6,1.2,4.57
Granollers M.,Sela D.,112,90,0,3.85,1.34,3.52,1.3
Berankis R.,Darcis S.,196,61,0,3.05,1.5,2.79,1.43
Rublev A.,Travaglia S.,95,155,1,1.26,4.7,1.22,4.26
Klein B.,Sugita Y.,232,44,0,5.8,1.2,4.95,1.18
Bellucci T.,Ofner S.,55,216,0,1.51,3.15,1.44,2.78
Pospisil V.,Thiem D.,73,8,0,3.2,1.48,2.85,1.42
Tomic B.,Zverev M.,59,30,0,1.87,2.11,1.81,2.0
Estrella Burgos V.,Gulbis E.,96,589,0,2.25,1.77,2.13,1.71
Lajovic D.,Tsitsipas S.,79,192,1,2.05,1.95,1.96,1.83
Baghdatis M.,Ward J.,65,1085,1,1.26,5.0,1.23,4.19
Dimitrov G.,Schwartzman D.,11,37,1,1.09,12.0,1.07,8.73
Jarry N.,Simon G.,182,36,0,4.2,1.32,3.71,1.28
Fritz T.,Isner J.,128,21,0,3.6,1.38,3.26,1.34
Donskoy E.,Zverev A.,98,12,0,11.75,1.09,8.55,1.07
Mahut N.,Youzhny M.,78,82,0,1.59,2.65,1.53,2.51
Brands D.,Monfils G.,215,14,0,8.25,1.14,6.74,1.11
Coric B.,Harrison R.,45,41,0,1.89,2.2,1.78,2.04
Raonic M.,Struff J.L.,7,53,1,1.13,8.25,1.11,6.67
Ramos-Vinolas A.,Thompson J.,22,86,1,2.4,1.8,2.15,1.7
Dolgopolov O.,Federer R.,84,5,0,32.75,1.03,18.65,1.01
Fognini F.,Tursunov D.,29,715,1,1.14,7.05,1.11,6.4
Millman J.,Nadal R.,137,2,0,15.75,1.06,11.7,1.04
Norrie C.,Tsonga J.W.,221,10,0,22.0,1.04,13.43,1.03
Bublik A.,Murray A.,135,1,0,15.0,1.06,11.86,1.04
Cecchinato M.,Nishikori K.,102,9,0,17.0,1.06,11.76,1.04
Cilic M.,Kohlschreiber P.,6,60,1,1.18,6.45,1.16,5.28
Dzumhur D.,Olivo R.,83,89,1,1.38,3.55,1.33,3.28
Bautista Agut R.,Haider-Maurer A.,19,1039,1,1.04,22.25,1.03,13.21
Fucsovics M.,Muller G.,109,26,0,7.25,1.15,5.96,1.13
Fabbiano T.,Querrey S.,91,28,0,6.25,1.2,4.97,1.18
Johnson S.,Kicker N.,31,94,1,1.05,16.0,1.03,12.55
Basilashvili N.,Berlocq C.,54,80,1,1.56,2.62,1.52,2.53
Mayer F.,Troicki V.,114,40,1,1.61,2.6,1.55,2.44
Herbert P.H.,Kyrgios N.,70,20,1,6.6,1.17,5.46,1.15
Jaziri M.,Pouille L.,77,16,0,9.75,1.1,7.9,1.08
Gombos N.,Seppi A.,93,87,0,5.0,1.24,4.56,1.2
Benneteau J.,Stakhovsky S.,81,122,0,2.22,1.82,2.09,1.74
Laaksonen H.,Rosol L.,104,214,0,3.75,1.33,3.56,1.29
Bemelmans R.,Haas T.,124,258,1,3.0,1.46,2.86,1.42
Medvedev D.,Wawrinka S.,49,3,1,3.48,1.43,3.18,1.35
Copil M.,Gojowczyk P.,85,140,0,2.06,1.95,1.93,1.87
Brown D.,Sousa J.,97,62,1,1.49,3.0,1.42,2.86
Monteiro T.,Whittington A.,100,210,1,4.33,1.29,4.09,1.24
Janowicz J.,Shapovalov D.,141,164,1,1.95,2.16,1.8,2.01
Bolelli S.,Lu Y.H.,312,75,1,1.42,3.35,1.37,3.08
Dutra Silva R.,Paire B.,473,46,0,6.95,1.17,5.47,1.15
Anderson K.,Verdasco F.,42,35,1,1.62,2.6,1.56,2.44
Istomin D.,Young D.,72,43,0,2.46,1.74,2.25,1.64
Marchenko I.,Vesely J.,117,48,0,2.75,1.54,2.58,1.5
Khachanov K.,Kuznetsov An.,34,76,1,1.53,2.85,1.47,2.68
Bedene A.,Karlovic I.,58,23,1,3.0,1.49,2.75,1.44
Murray A.,Raonic M.,2,7,1,4.36,1.3,3.97,1.26
Berdych T.,Murray A.,9,2,0,7.5,1.17,6.55,1.12
Federer R.,Raonic M.,3,7,0,1.62,2.66,1.54,2.5
Berdych T.,Pouille L.,9,30,1,1.28,4.5,1.24,4.07
Querrey S.,Raonic M.,41,7,0,4.0,1.35,3.63,1.29
Cilic M.,Federer R.,13,3,0,4.1,1.33,3.69,1.28
Murray A.,Tsonga J.W.,2,12,1,1.13,8.01,1.1,6.94
Berdych T.,Vesely J.,9,64,1,1.3,4.8,1.21,4.32
Federer R.,Johnson S.,3,29,1,1.17,6.79,1.14,5.62
Kyrgios N.,Murray A.,18,2,0,5.93,1.19,5.27,1.16
Mahut N.,Querrey S.,51,41,0,1.7,2.37,1.64,2.25
Gasquet R.,Tsonga J.W.,10,12,0,1.86,2.23,1.77,2.04
Cilic M.,Nishikori K.,13,6,1,2.25,1.78,2.12,1.72
Goffin D.,Raonic M.,11,7,0,5.14,1.23,4.78,1.18
Pouille L.,Tomic B.,30,19,1,3.5,1.39,3.26,1.34
Sousa J.,Vesely J.,31,64,0,3.06,1.45,2.85,1.41
Gasquet R.,Ramos-Vinolas A.,10,36,1,1.28,7.25,1.12,6.32
Berdych T.,Zverev A.,9,28,1,1.48,3.1,1.42,2.86
Kyrgios N.,Lopez F.,18,21,1,1.4,3.51,1.34,3.22
Del Potro J.M.,Pouille L.,165,30,0,1.22,5.25,1.18,4.78
Isner J.,Tsonga J.W.,17,12,0,2.26,1.8,2.12,1.72
Bautista Agut R.,Tomic B.,15,19,0,1.87,2.21,1.79,1.99
Cilic M.,Lacko L.,13,123,1,1.12,8.01,1.1,6.93
Millman J.,Murray A.,67,2,0,28.25,1.03,18.12,1.01
Kuznetsov An.,Nishikori K.,42,6,0,5.25,1.24,4.65,1.19
Raonic M.,Sock J.,7,26,1,1.18,6.0,1.15,5.34
Goffin D.,Istomin D.,11,116,1,1.19,5.75,1.17,5.04
Herbert P.H.,Mahut N.,81,51,0,3.55,1.39,3.28,1.33
Dimitrov G.,Johnson S.,37,29,0,1.83,2.27,1.69,2.15
Djokovic N.,Querrey S.,1,41,0,1.02,39.75,1.01,20.78
Youzhny M.,Zverev A.,70,28,0,4.85,1.26,4.28,1.21
Brown D.,Kyrgios N.,85,18,0,9.35,1.1,7.81,1.08
Fognini F.,Lopez F.,35,21,0,4.14,1.3,3.86,1.25
Evans D.,Federer R.,91,3,0,18.75,1.04,14.82,1.03
Becker B.,Berdych T.,102,9,0,9.35,1.14,7.49,1.08
Monaco J.,Tsonga J.W.,97,12,0,6.5,1.18,5.52,1.14
Pouille L.,Young D.,30,69,1,1.85,2.23,1.72,2.1
Barton M.,Isner J.,248,17,0,11.8,1.09,9.16,1.06
Del Potro J.M.,Wawrinka S.,165,5,1,3.0,1.53,2.66,1.47
Chardy J.,Johnson S.,34,29,0,2.5,1.63,2.41,1.56
Baghdatis M.,Isner J.,40,17,0,3.25,1.44,3.0,1.38
Almagro N.,Istomin D.,47,116,0,3.1,1.45,2.89,1.4
Thiem D.,Vesely J.,8,64,0,1.15,7.0,1.12,6.08
Bautista Agut R.,Kukushkin M.,15,57,1,1.17,6.87,1.12,6.07
Gasquet R.,Granollers M.,10,340,1,1.1,9.87,1.08,8.01
Novikov D.,Sousa J.,145,31,0,2.8,1.52,2.68,1.46
Albot R.,Tomic B.,110,19,0,9.0,1.12,7.38,1.09
Dimitrov G.,Simon G.,37,20,1,2.05,1.92,1.95,1.83
Benneteau J.,Nishikori K.,547,6,0,9.0,1.13,7.24,1.09
Cilic M.,Stakhovsky S.,13,94,1,1.22,4.85,1.2,4.51
Youzhny M.,Zeballos H.,70,83,1,1.13,8.77,1.1,6.86
Copil M.,Pouille L.,174,30,0,1.77,2.35,1.65,2.21
Mayer L.,Young D.,90,69,0,2.05,1.91,1.93,1.85
Dzumhur D.,Herbert P.H.,87,81,0,4.0,1.34,3.67,1.27
Karlovic I.,Lacko L.,32,123,0,1.24,4.75,1.2,4.39
Haase R.,Sock J.,98,26,0,5.0,1.22,4.54,1.19
Delbonis F.,Fognini F.,38,35,0,3.4,1.38,3.23,1.34
Ramos-Vinolas A.,Troicki V.,36,27,1,4.5,1.29,4.1,1.23
Barton M.,Olivetti A.,248,793,1,1.53,2.7,1.5,2.58
Millman J.,Paire B.,67,23,1,2.25,1.75,2.14,1.69
Lu Y.H.,Murray A.,76,2,0,29.75,1.02,17.73,1.01
Ferrer D.,Mahut N.,14,51,0,1.72,2.33,1.65,2.22
Bellucci T.,Querrey S.,62,41,0,5.25,1.22,4.66,1.17
Kuznetsov An.,Muller G.,42,39,1,2.45,1.66,2.31,1.6
Goffin D.,Roger-Vasselin E.,11,186,1,1.13,8.05,1.1,6.81
Raonic M.,Seppi A.,7,45,1,1.14,8.0,1.11,6.57
Dolgopolov O.,Evans D.,33,91,0,1.41,3.3,1.36,3.11
Mathieu P.H.,Zverev A.,59,28,0,6.34,1.2,5.38,1.15
Federer R.,Willis M.,3,772,1,1.03,26.0,1.01,17.83
Mayer F.,Thiem D.,80,8,0,3.56,1.38,3.24,1.34
Sijsling I.,Vesely J.,118,64,0,2.23,1.83,2.08,1.73
Djokovic N.,Mannarino A.,1,55,1,1.02,46.0,1.01,23.31
Albot R.,Elias G.,110,92,1,1.33,4.13,1.27,3.77
Berdych T.,Dodig I.,9,74,1,1.12,9.35,1.09,7.38
Tomic B.,Verdasco F.,19,53,1,1.5,3.28,1.44,2.76
Novikov D.,Saville L.,145,221,1,1.67,2.62,1.57,2.37
Broady L.,Murray A.,235,2,0,51.0,1.02,26.09,1.01
Bagnis F.,Becker B.,96,102,0,10.75,1.1,9.14,1.06
Kudryavtsev A.,Lu Y.H.,179,76,0,6.59,1.18,5.25,1.15
Lamasine T.,Troicki V.,204,27,0,9.35,1.1,7.87,1.08
Bedene A.,Gasquet R.,56,10,0,9.87,1.1,7.91,1.08
Bautista Agut R.,Thompson J.,15,88,1,1.12,8.26,1.1,7.09
Lopez F.,Ram R.,21,72,1,1.24,5.0,1.2,4.46
Klizan M.,Kukushkin M.,48,57,0,3.0,1.46,2.86,1.41
Cervantes I.,Tsonga J.W.,75,12,0,13.0,1.14,9.44,1.06
Del Potro J.M.,Robert S.,165,79,1,1.16,6.5,1.13,5.85
Fritz T.,Wawrinka S.,65,5,0,8.67,1.11,7.49,1.09
Pospisil V.,Ramos-Vinolas A.,44,36,0,1.4,4.0,1.33,3.3
Kyrgios N.,Stepanek R.,18,121,1,1.21,6.02,1.16,5.14
Estrella Burgos V.,Granollers M.,77,340,0,4.2,1.31,3.62,1.28
Daniel T.,Monaco J.,114,97,0,4.75,1.25,4.31,1.21
Millman J.,Montanes A.,67,120,1,1.12,8.12,1.1,6.97
Brown D.,Lajovic D.,85,82,1,1.15,7.0,1.12,6.23
Giraldo S.,Muller G.,129,39,0,10.44,1.12,8.09,1.08
Sousa J.,Tursunov D.,31,453,1,1.46,3.04,1.42,2.81
Paire B.,Skugor F.,23,194,1,1.45,3.1,1.4,2.93
Cuevas P.,Kuznetsov An.,24,42,0,2.0,2.1,1.83,1.95
Gulbis E.,Sock J.,61,26,0,2.65,1.57,2.48,1.53
Nishioka Y.,Stakhovsky S.,122,94,0,4.5,1.28,4.05,1.24
Goffin D.,Ward A.,11,245,1,1.05,20.71,1.03,12.64
Dimitrov G.,Fratangelo B.,37,112,1,1.35,3.97,1.3,3.5
Ferrer D.,Sela D.,14,63,1,1.23,5.46,1.18,4.81
Carreno Busta P.,Raonic M.,46,7,0,29.75,1.02,19.38,1.01
Klein B.,Mahut N.,260,51,0,11.0,1.1,8.76,1.07
Jaziri M.,Johnson S.,60,29,0,5.61,1.19,5.09,1.16
Baker B.,Cilic M.,589,13,0,15.92,1.05,12.25,1.03
Coric B.,Karlovic I.,50,32,0,3.4,1.38,3.17,1.35
Edmund K.,Mannarino A.,68,55,0,2.45,1.7,2.31,1.6
Garcia-Lopez G.,Seppi A.,58,45,0,3.68,1.36,3.3,1.33
Federer R.,Pella G.,3,52,1,1.02,34.0,1.01,20.58
Djokovic N.,Ward J.,1,177,1,1.02,76.0,1.01,26.02
Groth S.,Nishikori K.,124,6,0,10.5,1.09,8.62,1.07
Benneteau J.,Marchenko I.,547,84,1,2.0,2.1,1.89,1.9
Gabashvili T.,Roger-Vasselin E.,103,186,0,2.04,1.9,1.96,1.83
Dolgopolov O.,Donskoy E.,33,78,1,1.19,5.75,1.16,5.16
Evans D.,Struff J.L.,91,86,1,1.9,2.1,1.77,2.02
Herbert P.H.,Kohlschreiber P.,81,22,1,6.5,1.17,5.56,1.14
Lacko L.,Lorenzi P.,123,49,1,1.2,6.2,1.15,5.4
Simon G.,Tipsarevic J.,20,411,1,1.25,4.6,1.21,4.25
Berankis R.,Willis M.,54,772,0,1.35,3.76,1.3,3.46
Anderson K.,Istomin D.,25,116,0,1.29,4.33,1.24,3.93
Chardy J.,Monfils G.,34,16,1,2.53,1.64,2.37,1.58
Dzumhur D.,Kudla D.,87,66,1,4.1,1.31,3.75,1.26
Almagro N.,Dutra Silva R.,47,386,1,1.14,7.48,1.12,6.33
Bellucci T.,Bemelmans R.,62,193,1,2.0,2.0,1.89,1.89
Haase R.,Schwartzman D.,98,71,1,1.22,5.63,1.16,5.07
Querrey S.,Rosol L.,41,73,1,1.27,5.0,1.22,4.18
Djokovic N.,Federer R.,1,2,1,2.0,2.1,1.91,1.96
Federer R.,Murray A.,2,3,1,2.05,2.0,1.96,1.88
Djokovic N.,Gasquet R.,1,20,1,1.1,13.0,1.07,9.37
Cilic M.,Djokovic N.,9,1,0,9.0,1.13,7.57,1.09
Gasquet R.,Wawrinka S.,20,4,1,2.8,1.55,2.68,1.47
Murray A.,Pospisil V.,3,56,1,1.05,19.0,1.03,13.75
Federer R.,Simon G.,2,13,1,1.15,6.6,1.13,6.09
Anderson K.,Djokovic N.,14,1,0,17.5,1.05,13.45,1.03
Cilic M.,Kudla D.,9,105,1,1.22,5.72,1.16,5.09
Pospisil V.,Troicki V.,56,24,1,3.77,1.36,3.4,1.32
Bautista R.,Federer R.,22,2,0,14.8,1.06,11.45,1.04
Berdych T.,Simon G.,6,13,0,1.36,3.67,1.32,3.34
Goffin D.,Wawrinka S.,15,4,0,4.75,1.31,4.22,1.22
Gasquet R.,Kyrgios N.,20,29,1,2.05,2.13,1.86,1.94
Karlovic I.,Murray A.,25,3,0,9.0,1.12,7.33,1.09
Andujar P.,Berdych T.,37,6,0,20.0,1.05,12.71,1.03
Basilashvili N.,Bautista R.,153,22,0,4.65,1.25,4.17,1.22
Murray A.,Seppi A.,3,27,1,1.05,20.67,1.03,13.65
Brown D.,Troicki V.,102,24,0,3.16,1.5,2.83,1.42
Karlovic I.,Tsonga J.W.,25,12,1,3.0,1.5,2.75,1.44
Federer R.,Groth S.,2,69,1,1.04,20.5,1.02,14.03
Monfils G.,Simon G.,18,13,0,2.28,1.9,2.11,1.72
Cilic M.,Isner J.,9,17,1,1.8,2.38,1.69,2.15
Pospisil V.,Ward J.,56,111,1,1.46,3.07,1.41,2.85
Verdasco F.,Wawrinka S.,43,4,0,5.48,1.21,4.73,1.18
Dimitrov G.,Gasquet R.,11,20,0,1.8,2.23,1.71,2.13
Baghdatis M.,Goffin D.,54,15,0,2.7,1.61,2.5,1.52
Djokovic N.,Tomic B.,1,26,1,1.03,26.75,1.02,16.21
Anderson K.,Mayer L.,14,21,1,1.51,2.9,1.43,2.75
Kyrgios N.,Raonic M.,29,8,1,2.79,1.55,2.65,1.47
Giraldo S.,Kudla D.,60,105,0,2.5,1.76,2.32,1.6
Berdych T.,Mahut N.,6,66,1,1.2,6.02,1.16,5.09
Ramos-Vinolas A.,Tsonga J.W.,65,12,0,23.0,1.04,14.03,1.02
Haase R.,Murray A.,78,3,0,31.0,1.03,18.26,1.01
Federer R.,Querrey S.,2,36,1,1.05,15.99,1.03,11.7
Mannarino A.,Monfils G.,34,18,0,3.43,1.4,3.18,1.34
Duckworth J.,Groth S.,87,69,0,4.5,1.27,3.99,1.24
Brown D.,Nadal R.,102,10,1,8.04,1.12,6.69,1.1
Bedene A.,Troicki V.,75,24,0,5.25,1.21,4.7,1.18
Kavcic B.,Simon G.,107,13,0,16.22,1.05,12.14,1.03
Vesely J.,Ward J.,45,111,0,1.45,3.2,1.38,2.97
Fognini F.,Pospisil V.,28,56,0,1.71,2.38,1.63,2.24
Coric B.,Seppi A.,40,27,0,4.75,1.25,4.22,1.21
Andujar P.,Rosol L.,37,41,1,3.43,1.39,3.22,1.33
Basilashvili N.,Lopez F.,153,16,1,6.75,1.15,5.9,1.12
Bautista R.,Paire B.,22,68,1,1.26,4.7,1.22,4.11
Dolgopolov O.,Karlovic I.,70,25,0,1.83,2.1,1.77,2.03
De Schepper K.,Gasquet R.,163,20,0,10.0,1.09,8.67,1.06
Kyrgios N.,Monaco J.,29,35,1,1.18,6.15,1.14,5.43
Broady L.,Goffin D.,182,15,0,13.0,1.06,10.33,1.04
Granollers M.,Mayer L.,72,21,0,3.3,1.42,3.01,1.37
Ebden M.,Isner J.,148,17,0,5.7,1.22,4.94,1.17
Estrella Burgos V.,Wawrinka S.,48,4,0,22.73,1.04,15.03,1.02
Herbert P.H.,Tomic B.,151,26,0,5.5,1.2,5.1,1.16
Dimitrov G.,Johnson S.,11,52,1,1.17,6.5,1.14,5.39
Djokovic N.,Nieminen J.,1,92,1,1.01,61.0,1.01,25.87
Giraldo S.,Nishikori K.,60,5,1,6.02,1.2,5.24,1.15
Anderson K.,Ilhan M.,14,82,1,1.08,11.0,1.06,9.32
Kudla D.,Zverev A.,105,74,1,1.74,2.32,1.66,2.19
Haas T.,Raonic M.,861,8,0,6.02,1.17,5.37,1.15
Thiem D.,Verdasco F.,30,43,0,2.6,1.65,2.4,1.56
Baghdatis M.,Millman J.,54,120,1,1.33,3.75,1.3,3.47
Berankis R.,Cilic M.,90,9,0,10.35,1.08,8.52,1.07
Istomin D.,Ramos-Vinolas A.,62,65,0,1.12,8.45,1.09,6.94
Falla A.,Haase R.,130,78,0,2.09,2.05,1.94,1.84
Krajinovic F.,Mahut N.,122,66,0,7.65,1.14,6.4,1.11
Berrer M.,Mannarino A.,139,34,0,3.64,1.4,3.09,1.36
Vanni L.,Ward J.,113,111,0,2.61,1.6,2.45,1.53
Berdych T.,Chardy J.,6,38,1,1.13,9.65,1.1,6.72
Karlovic I.,Ymer E.,25,133,1,1.2,6.02,1.15,5.22
Brown D.,Lu Y.H.,102,61,1,2.47,1.65,2.32,1.59
Groth S.,Sock J.,69,31,1,3.0,1.5,2.73,1.43
Nedovyesov A.,Troicki V.,123,24,0,9.16,1.11,7.37,1.09
Muller G.,Tsonga J.W.,44,12,0,3.0,1.51,2.73,1.44
Millot V.,Pospisil V.,213,56,0,3.83,1.36,3.5,1.29
Andujar P.,Garcia-Lopez G.,37,32,1,6.55,1.15,5.77,1.13
Bedene A.,Stepanek R.,75,203,1,2.6,1.58,2.48,1.53
Coric B.,Stakhovsky S.,40,49,1,4.25,1.3,3.78,1.26
Duckworth J.,Jaziri M.,87,84,1,2.15,1.95,2.02,1.77
Kukushkin M.,Murray A.,59,3,0,46.0,1.02,22.28,1.01
Dzumhur D.,Federer R.,88,2,0,41.0,1.01,24.6,1.01
Klein B.,Seppi A.,177,27,0,8.05,1.13,6.41,1.11
Bellucci T.,Nadal R.,42,10,0,42136.0,1.07,9.8,1.05
Paire B.,Youzhny M.,68,76,1,2.75,1.53,2.63,1.47
Fognini F.,Smyczek T.,28,77,1,1.57,2.7,1.51,2.5
Querrey S.,Sijsling I.,36,170,1,1.23,5.63,1.18,4.75
Dolgopolov O.,Edmund K.,70,101,1,1.14,7.07,1.11,6.2
Darcis S.,Lopez F.,80,16,0,6.5,1.2,5.72,1.13
Lorenzi P.,Vesely J.,89,45,0,11.25,1.08,8.78,1.06
Bagnis F.,Basilashvili N.,137,153,0,7.05,1.18,6.24,1.11
Almagro N.,Simon G.,145,13,0,4.84,1.25,4.35,1.21
Gulbis E.,Rosol L.,83,41,0,1.64,2.47,1.6,2.3
Carreno-Busta P.,Monfils G.,67,18,0,10.0,1.1,8.23,1.07
Kavcic B.,Sugita Y.,107,149,1,4.6,1.26,4.26,1.21
Bautista R.,Bemelmans R.,22,95,1,1.25,5.25,1.19,4.58
Delbonis F.,Dimitrov G.,73,11,0,19.0,1.04,14.59,1.03
Mayer F.,Monaco J.,294,35,0,1.41,3.4,1.35,3.15
Ebden M.,Rola B.,148,93,1,1.21,5.53,1.18,4.8
Giraldo S.,Souza J.,60,81,1,1.09,11.0,1.06,8.59
