PlayerA,PlayerB,RankA,RankB,WinnerBinary,MaxOddsPlayerA,MaxOddsPlayerB,AvgOddsPlayerA,AvgOddsPlayerB
Arazi H.,Ferrer D.,39,49,1,,,,
Philippoussis M.,Verkerk M.,17,56,1,,,,
Chela J.I.,Enqvist T.,18,57,0,,,,
Rusedski G.,Schuettler R.,165,8,0,,,,
Ancic M.,Benneteau J.,63,80,1,,,,
Andreev I.,Gonzalez F.,64,26,0,,,,
Rusedski G.,Sanguinetti D.,165,112,1,,,,
Hewitt L.,Labadze I.,10,45,1,,,,
Johansson T.,Santoro F.,123,53,1,,,,
Falla A.,Federer R.,138,1,0,,,,
Bjorkman J.,Lu Y.H.,27,101,1,,,,
Gonzalez F.,Vassallo-Arguello M.,26,108,1,,,,
Delgado R.,Dent T.,200,31,0,,,,
Reid T.,Spadea V.,134,30,0,,,,
Massu N.,Popp A.,12,90,0,,,,
Robredo T.,Starace P.,19,131,1,,,,
Childs L.,Schalken S.,251,23,0,,,,
Costa A.,Hilton M.,55,479,0,,,,
Hrbaty D.,Sanchez D.,25,54,1,,,,
Roddick A.,Wang Y.T.,2,181,1,,,,
Benneteau J.,Berdych T.,80,65,1,,,,
Pavel A.,Ram A.,21,364,1,,,,
Burgsmuller L.,Chela J.I.,94,18,0,,,,
Fish M.,Johansson J.,20,43,0,,,,
Bracciali D.,Gambill J.M.,218,84,0,,,,
Carraz G.,Grosjean S.,69,13,0,,,,
Andreev I.,van Lottum J.,64,115,1,,,,
Ginepri R.,Verdasco F.,34,40,1,,,,
Mantilla F.,Pless K.,127,634,1,,,,
Ancic M.,Horna L.,63,36,1,,,,
Moya C.,Stepanek R.,7,67,1,,,,
Blanco G.,Enqvist T.,102,57,0,,,,
Ferrer D.,Hanescu V.,49,75,1,,,,
Ferrero J.C.,Koubek S.,5,95,1,,,,
Lopez F.,Saulnier C.,22,83,1,,,,
Sargsian S.,Tursunov D.,48,70,0,,,,
Pescosolido S.,van Scheppingen D.,143,87,1,,,,
Dupuis A.,Haas T.,92,100,0,,,,
Beck K.,Marray J.,71,238,1,,,,
Canas G.,Martin T.,73,72,0,,,,
Coria G.,Moodie W.,3,106,1,,,,
Ivanisevic G.,Volandri F.,415,52,1,,,,
Schuettler R.,Soderling R.,8,37,1,,,,
Carlsen K.,Gasquet R.,103,105,1,,,,
Bloomfield R.,Lopez F.,529,22,0,,,,
Malisse X.,Novak J.,51,16,1,,,,
Philippoussis M.,Rochus C.,17,122,1,,,,
Peya A.,Salzenstein J.,128,109,1,,,,
Montanes A.,Ulihrach B.,78,116,1,,,,
Arazi H.,Sa A.,39,255,1,,,,
Fish M.,Navarro-Pastor I.,20,228,1,,,,
Hernandez O.,Kucera K.,88,76,0,,,,
Arthurs W.,Mayer F.,96,66,0,,,,
Clement A.,Johansson J.,47,43,0,,,,
Gambill J.M.,Mirnyi M.,84,28,1,,,,
Lopez M.,Sargsian S.,120,48,0,,,,
Henman T.,Ramirez-Hidalgo R.,6,89,1,,,,
Ferreira W.,Ljubicic I.,82,29,1,,,,
Lu Y.H.,Vacek J.,101,133,1,,,,
Davydenko N.,Verkerk M.,59,56,0,,,,
Heuberger I.,Saretta F.,137,68,1,,,,
Llodra M.,Saulnier C.,50,83,0,,,,
Safin M.,Tursunov D.,15,70,0,,,,
Moya C.,Patience O.,7,93,1,,,,
Labadze I.,Vliegen K.,45,107,1,,,,
Bjorkman J.,Sluiter R.,27,79,1,,,,
Bogdanovic A.,Federer R.,295,1,0,,,,
Carraz G.,Rochus O.,69,74,1,,,,
Ascione T.,Grosjean S.,86,13,0,,,,
Hewitt L.,Melzer J.,10,42,1,,,,
Verdasco F.,Weiner G.,40,141,1,,,,
Ivanisevic G.,Youzhny M.,415,35,1,,,,
Boutter J.,Ferrero J.C.,488,5,0,,,,
Elseneer G.,Parmar A.,99,162,1,,,,
Acasuso J.,Koubek S.,97,95,0,,,,
Martin A.,Santoro F.,61,53,0,,,,
Karlovic I.,Srichaphan P.,62,14,1,,,,
Delgado J.,Volandri F.,301,52,0,,,,
Falla A.,Knowle J.,138,209,1,,,,
Ginepri R.,Tipsarevic J.,34,136,1,,,,
Corretja A.,Stepanek R.,85,67,0,,,,
Bracciali D.,Hernych J.,218,118,1,,,,
Johansson T.,Kiefer N.,123,33,1,,,,
Federer R.,Philippoussis M.,5,48,1,,,,
Grosjean S.,Philippoussis M.,14,48,0,,,,
Federer R.,Roddick A.,5,6,1,,,,
Grosjean S.,Henman T.,14,29,1,,,,
Federer R.,Schalken S.,5,12,1,,,,
Bjorkman J.,Roddick A.,79,6,0,,,,
Philippoussis M.,Popp A.,48,198,1,,,,
Ferrero J.C.,Grosjean S.,3,14,0,,,,
Federer R.,Lopez F.,5,52,1,,,,
Schalken S.,Schuettler R.,12,8,1,,,,
Popp A.,Rochus O.,198,65,1,,,,
Bjorkman J.,Mirnyi M.,79,43,1,,,,
Roddick A.,Srichaphan P.,6,11,1,,,,
Henman T.,Nalbandian D.,29,9,1,,,,
Agassi A.,Philippoussis M.,1,48,0,,,,
Ferrero J.C.,Sargsian S.,3,62,1,,,,
Henman T.,Soderling R.,29,152,1,,,,
Novak J.,Popp A.,10,198,0,,,,
Nieminen J.,Rochus O.,32,65,0,,,,
Grosjean S.,Moodie W.,14,150,1,,,,
Agassi A.,El Aynaoui Y.,1,22,1,,,,
Philippoussis M.,Stepanek R.,48,38,1,,,,
Kucera K.,Nalbandian D.,46,9,0,,,,
Bjorkman J.,Gimelstob J.,79,96,1,,,,
Lopez F.,Saretta F.,52,60,1,,,,
Hanescu V.,Schalken S.,99,12,0,,,,
Nadal R.,Srichaphan P.,76,11,0,,,,
Robredo T.,Roddick A.,21,6,0,,,,
Federer R.,Fish M.,5,45,1,,,,
Karlovic I.,Mirnyi M.,203,43,0,,,,
Martin T.,Schuettler R.,102,8,0,,,,
Nalbandian D.,Sa A.,9,84,1,,,,
Philippoussis M.,Saulnier C.,48,124,1,,,,
Henman T.,Llodra M.,29,136,1,,,,
Draper S.,Stepanek R.,115,38,0,,,,
Agassi A.,Burgsmuller L.,1,88,1,,,,
Kucera K.,Suzuki T.,46,303,1,,,,
Blake J.,Sargsian S.,27,62,0,,,,
Ferrer D.,Novak J.,64,10,0,,,,
Escude N.,Ferrero J.C.,61,3,0,,,,
Arthurs W.,Grosjean S.,77,14,0,,,,
El Aynaoui Y.,Massu N.,22,80,1,,,,
Galvani S.,Nieminen J.,159,32,0,,,,
Elseneer G.,Soderling R.,160,152,0,,,,
Moodie W.,Niemeyer F.,150,308,1,,,,
Popp A.,Sluiter R.,198,67,1,,,,
Dupuis A.,Rochus O.,74,65,0,,,,
Lopez F.,Youzhny M.,52,25,1,,,,
Calleri A.,Saretta F.,18,60,0,,,,
Clement A.,Gimelstob J.,30,96,0,,,,
Lapentti N.,Schalken S.,47,12,0,,,,
Mutis O.,Srichaphan P.,78,11,0,,,,
Robredo T.,Vahaly B.,21,81,1,,,,
Childs L.,Nadal R.,489,76,0,,,,
Santoro F.,Schuettler R.,49,8,0,,,,
Fish M.,Gambill J.M.,45,42,1,,,,
Burgsmuller L.,Montanes A.,88,109,1,,,,
Kuerten G.,Martin T.,13,102,0,,,,
Chela J.I.,Hanescu V.,34,99,0,,,,
Federer R.,Koubek S.,5,70,1,,,,
Roddick A.,Rusedski G.,6,51,1,,,,
Baccanello P.,Karlovic I.,204,203,0,,,,
Bjorkman J.,Melzer J.,79,100,1,,,,
Ljubicic I.,Mirnyi M.,39,43,0,,,,
Enqvist T.,Grosjean S.,106,14,0,,,,
Horna L.,Novak J.,114,10,0,,,,
Soderling R.,Verkerk M.,152,16,1,,,,
Mantilla F.,Niemeyer F.,17,308,0,,,,
Agassi A.,Delgado J.,1,458,1,,,,
Philippoussis M.,Zabaleta M.,48,40,1,,,,
Llodra M.,Sanchez D.,136,58,1,,,,
Elseneer G.,Kiefer N.,160,72,1,,,,
Draper S.,Mathieu P.H.,115,56,1,,,,
Henman T.,Zib T.,29,154,1,,,,
Ferrer D.,Lee M.,64,332,1,,,,
Nieminen J.,Verdasco F.,32,121,1,,,,
Kafelnikov Y.,Sluiter R.,23,67,0,,,,
Clement A.,Ginepri R.,30,54,1,,,,
Moodie W.,Rosset M.,150,104,1,,,,
Mertinak M.,Stepanek R.,327,38,0,,,,
Ferreira W.,Kucera K.,24,46,0,,,,
Boutter J.,Galvani S.,95,159,0,,,,
Blake J.,Larkham T.,27,186,1,,,,
Ferrero J.C.,Lisnard J.R.,3,94,1,,,,
Bogdanovic A.,Sargsian S.,305,62,0,,,,
Krajan Z.,Massu N.,120,80,0,,,,
El Aynaoui Y.,Hilton M.,22,382,1,,,,
Malisse X.,Saulnier C.,31,124,0,,,,
Norman D.,Suzuki T.,112,303,0,,,,
Arthurs W.,Martin A.,77,63,1,,,,
Economidis K.,Escude N.,280,61,0,,,,
Nalbandian D.,Voltchkov V.,9,59,1,,,,
Arazi H.,Popp A.,90,198,0,,,,
Coria G.,Rochus O.,7,65,0,,,,
Bloomfield R.,Dupuis A.,413,74,0,,,,
Puerta M.,Sa A.,87,84,0,,,,
Federer R.,Lee H.T.,5,55,1,,,,
Gambill J.M.,Kunitsyn I.,42,146,1,,,,
Vahaly B.,Volandri F.,81,69,1,,,,
Parmar A.,Schalken S.,209,12,0,,,,
Behrend T.,Chela J.I.,98,34,0,,,,
Gonzalez F.,Melzer J.,15,100,0,,,,
Gimelstob J.,Labadze I.,96,103,1,,,,
Beck K.,Youzhny M.,75,25,0,,,,
Mackin A.,Saretta F.,356,60,0,,,,
Mirnyi M.,Spadea V.,43,33,1,,,,
Kendrick R.,Lopez F.,130,52,0,,,,
Roddick A.,Sanguinetti D.,6,91,1,,,,
Hanescu V.,Portas A.,99,85,1,,,,
Bjorkman J.,Luxa P.,79,253,1,,,,
Rusedski G.,Waske A.,51,116,1,,,,
Kuerten G.,van Lottum J.,13,89,1,,,,
Calleri A.,Voinea A.,18,113,1,,,,
Carlsen K.,Lapentti N.,83,47,0,,,,
Koubek S.,Rochus C.,70,92,1,,,,
Fish M.,Gaudio G.,45,26,1,,,,
Acasuso J.,Robredo T.,53,21,0,,,,
Dent T.,Ljubicic I.,37,39,0,,,,
Kratochvil M.,Schuettler R.,101,8,0,,,,
Ancic M.,Nadal R.,68,76,0,,,,
Hewitt L.,Karlovic I.,2,203,0,,,,
Baccanello P.,Heuberger I.,204,137,1,,,,
Mutis O.,Squillari F.,78,86,1,,,,
Martin T.,Vicente F.,102,57,1,,,,
Hrbaty D.,Srichaphan P.,66,11,0,,,,
Childs L.,Davydenko N.,489,35,1,,,,
Santoro F.,Vinciguerra A.,49,107,1,,,,
Ancic M.,Federer R.,154,9,1,,,,
Vahaly B.,Youzhny M.,143,61,0,,,,
Enqvist T.,Parmar A.,26,163,1,,,,
Arthurs W.,Russell M.,89,161,1,,,,
Agassi A.,Levy H.,4,326,1,,,,
Lee M.,Sampras P.,116,13,0,,,,
Blake J.,Zabaleta M.,34,44,1,,,,
Ferrero J.C.,Godwin N.,8,107,1,,,,
Ferreira W.,Portas A.,51,68,1,,,,
Bogdanovic A.,Escude N.,491,33,0,,,,
Dent T.,Mirnyi M.,109,29,1,,,,
Cowan B.,Savolt A.,251,69,1,,,,
Meligeni F.,Novak J.,60,12,0,,,,
Carlsen K.,Pavel A.,81,21,0,,,,
Boutter J.,Philippoussis M.,50,104,0,,,,
Balcells J.,Kiefer N.,125,54,0,,,,
Beck K.,Simoni A.,210,121,1,,,,
Hipfl M.,Thomann N.,88,237,0,,,,
Brasington J.,Srichaphan P.,136,67,0,,,,
Larsson M.,Spadea V.,131,72,0,,,,
Gaudio G.,Youzhny M.,28,61,0,,,,
Canas G.,Lopez F.,17,103,0,,,,
Ferreira W.,Ljubicic I.,51,36,1,,,,
Bastl G.,Sampras P.,145,13,1,,,,
Krajicek R.,Philippoussis M.,1093,104,1,,,,
Malisse X.,Nalbandian D.,35,32,0,,,,
Lapentti N.,Nalbandian D.,27,32,0,,,,
Krajicek R.,Malisse X.,1093,35,0,,,,
Hewitt L.,Schalken S.,1,23,1,,,,
Malisse X.,Rusedski G.,35,39,1,,,,
Clement A.,Lapentti N.,38,27,0,,,,
Henman T.,Kratochvil M.,5,45,1,,,,
Sa A.,Saretta F.,90,71,1,,,,
Lapentti N.,Pavel A.,27,21,1,,,,
Blake J.,Krajicek R.,34,1093,0,,,,
Delgado J.,Lapentti N.,157,27,0,,,,
Bower J.,Koubek S.,268,41,0,,,,
Knowle J.,Llodra M.,95,102,1,,,,
Lee H.T.,Stoliarov A.,97,96,1,,,,
Economidis K.,Lopez F.,238,103,0,,,,
Dupuis A.,Sa A.,92,90,0,,,,
Johansson T.,Saretta F.,11,71,0,,,,
Calleri A.,Santoro F.,56,37,0,,,,
Chang M.,Schalken S.,99,23,0,,,,
Beck K.,Pavel A.,210,21,0,,,,
Lee H.T.,Rusedski G.,97,39,0,,,,
Saretta F.,Waske A.,71,158,1,,,,
Sluiter R.,Stepanek R.,76,147,0,,,,
Santoro F.,Voinea A.,37,63,0,,,,
Cowan B.,Lapentti N.,251,27,0,,,,
Kratochvil M.,Labadze I.,45,86,1,,,,
Draper S.,Henman T.,230,5,0,,,,
Escude N.,Rosset M.,33,115,1,,,,
Arthurs W.,Dent T.,89,109,1,,,,
Koubek S.,Sa A.,41,90,0,,,,
Ferreira W.,Henman T.,51,5,0,,,,
Krajicek R.,Squillari F.,1093,111,1,,,,
Henman T.,Sa A.,5,90,1,,,,
Lopez F.,Sa A.,103,90,0,,,,
Arthurs W.,Nalbandian D.,89,32,0,,,,
Escude N.,Youzhny M.,33,61,0,,,,
Vacek J.,Voinea A.,80,63,1,,,,
Kiefer N.,Philippoussis M.,54,104,0,,,,
Lopez F.,Schuettler R.,103,24,1,,,,
Gaudenzi A.,Waske A.,70,158,0,,,,
El Aynaoui Y.,Labadze I.,18,86,0,,,,
Caratti C.,Draper S.,213,230,0,,,,
Carraz G.,Mamiit C.,168,101,1,,,,
Sargsian S.,Vicente F.,73,55,1,,,,
Nalbandian D.,Sanchez D.,32,62,1,,,,
Rochus C.,Rochus O.,85,64,0,,,,
Knowle J.,Nieminen J.,95,42,1,,,,
Hewitt L.,Nalbandian D.,1,32,1,,,,
Clement A.,Montanes A.,38,57,1,,,,
Galvani S.,Martin A.,106,59,0,,,,
Clavet F.,Mathieu P.H.,78,75,0,,,,
Morrison J.,Okun N.,98,110,1,,,,
Mackin A.,Nieminen J.,355,42,0,,,,
Golmard J.,Vacek J.,66,80,0,,,,
Roddick A.,Ulihrach B.,14,52,1,,,,
Clement A.,Rochus O.,38,64,1,,,,
Malisse X.,Spadea V.,35,72,1,,,,
Kafelnikov Y.,Thomann N.,6,237,1,,,,
Dent T.,Gambill J.M.,109,58,1,,,,
Clement A.,Martin T.,38,40,1,,,,
Schalken S.,Vacek J.,23,80,1,,,,
Hewitt L.,Youzhny M.,1,61,1,,,,
Hewitt L.,Knowle J.,1,95,1,,,,
Kratochvil M.,Stepanek R.,45,147,1,,,,
Krajicek R.,Srichaphan P.,1093,67,1,,,,
Arthurs W.,Novak J.,89,12,1,,,,
Gaudio G.,Guzman J.P.,28,288,1,,,,
Gambill J.M.,Massu N.,58,65,1,,,,
Canas G.,Kohlmann M.,17,112,1,,,,
Blanco G.,Malisse X.,137,35,0,,,,
Martin T.,Sanguinetti D.,40,48,1,,,,
Enqvist T.,Philippoussis M.,26,104,0,,,,
Martin A.,Roddick A.,59,14,0,,,,
Sargsian S.,Schuettler R.,73,24,0,,,,
Agassi A.,Srichaphan P.,4,67,0,,,,
Ancic M.,Vacek J.,154,80,0,,,,
Ferrero J.C.,Morrison J.,8,98,0,,,,
Mathieu P.H.,Nalbandian D.,75,32,0,,,,
Gonzalez F.,Kiefer N.,43,54,0,,,,
Carraz G.,Hewitt L.,168,1,0,,,,
Morrison J.,Schalken S.,98,23,0,,,,
Roddick A.,Rusedski G.,14,39,0,,,,
Bastl G.,Nalbandian D.,145,32,0,,,,
Kafelnikov Y.,Malisse X.,6,35,0,,,,
Delgado R.,Ljubicic I.,94,36,0,,,,
Davydenko N.,Kratochvil M.,84,45,0,,,,
Hrbaty D.,Kafelnikov Y.,53,6,0,,,,
Bjorkman J.,Hewitt L.,47,1,0,,,,
Bachelot J.F,Henman T.,165,5,0,,,,
Burgsmuller L.,Chang M.,113,99,0,,,,
Coutelot N.,Voinea A.,91,63,0,,,,
Saulnier C.,Stepanek R.,156,147,0,,,,
Arazi H.,Schuettler R.,46,24,0,,,,
Pless K.,Schalken S.,82,23,0,,,,
Pioline C.,Safin M.,93,2,0,,,,
Robredo T.,Sluiter R.,31,76,0,,,,
Melzer J.,Rusedski G.,105,39,0,,,,
Acasuso J.,Rosset M.,87,115,0,,,,
Henman T.,Hewitt L.,5,1,0,,,,
Rochus O.,Safin M.,64,2,1,,,,
Chela J.I.,Gonzalez F.,22,43,0,,,,
Bastl G.,Golovanov D.,145,152,1,,,,
Federer R.,Sampras P.,15,6,1,,,,
Larsson M.,Woodruff C.,280,97,1,,,,
Henman T.,Lee M.,11,130,1,,,,
Escude N.,Paes L.,38,284,1,,,,
Clement A.,Puentes G.,12,99,1,,,,
Agassi A.,Massu N.,2,89,1,,,,
Kiefer N.,Pless K.,29,100,1,,,,
Ivanisevic G.,Rusedski G.,125,40,1,,,,
Agassi A.,Delgado J.,2,182,1,,,,
Lee M.,Pozzi G.,130,74,1,,,,
Kafelnikov Y.,Yoon Y.,7,160,1,,,,
Ivanisevic G.,Jonsson F.,125,197,1,,,,
Grosjean S.,Kratochvil M.,8,73,1,,,,
Ferrero J.C.,Milligan L.,4,522,1,,,,
Federer R.,Rochus C.,15,83,1,,,,
Escude N.,Fish M.,38,171,1,,,,
Bryan B.,Ulihrach B.,157,44,1,,,,
Black B.,Martin A.,76,36,1,,,,
Bjorkman J.,Burgsmuller L.,41,70,1,,,,
Arazi H.,Sanchez D.,27,86,1,,,,
Agassi A.,Wessels P.,2,93,1,,,,
Santoro F.,Zabaleta M.,25,106,1,,,,
Novak J.,Vicente F.,42,58,1,,,,
Pless K.,Siemerink J.,100,88,1,,,,
Black B.,Rusedski G.,76,40,0,,,,
Mirnyi M.,Santoro F.,51,25,0,,,,
Dupuis A.,Youzhny M.,69,85,0,,,,
Clement A.,Safin M.,12,3,0,,,,
Canas G.,Enqvist T.,49,13,0,,,,
Black W.,Enqvist T.,149,13,0,,,,
Ferrero J.C.,Rusedski G.,4,40,0,,,,
Gustafsson M.,Hewitt L.,57,5,0,,,,
Derepasko A.,Henman T.,272,11,0,,,,
Bruguera S.,Dent T.,61,143,0,,,,
Diaz J.,Malisse X.,68,53,0,,,,
Acasuso J.,Sargsian S.,81,124,0,,,,
Arthurs W.,Mirnyi M.,45,51,0,,,,
Blanco G.,Nestor D.,60,154,0,,,,
Grosjean S.,Schuettler R.,8,54,1,,,,
El Aynaoui Y.,Vinciguerra A.,82,37,1,,,,
Black W.,Mantilla F.,149,87,1,,,,
Enqvist T.,Rafter P.,13,10,0,,,,
Sampras P.,Sargsian S.,6,124,1,,,,
Arazi H.,Rafter P.,27,10,0,,,,
Bjorkman J.,Federer R.,41,15,0,,,,
Damm M.,Enqvist T.,155,13,0,,,,
Delgado J.,Medvedev A.,182,119,1,,,,
Cowan B.,Hilton M.,265,383,1,,,,
Heuberger I.,Roddick A.,137,33,0,,,,
Pioline C.,Tabara M.,72,52,1,,,,
Enqvist T.,Huet S.,13,179,1,,,,
Arazi H.,Rochus O.,27,63,1,,,,
Agassi A.,Kiefer N.,2,29,1,,,,
Bjorkman J.,Chang M.,41,48,1,,,,
Balcells J.,Carlsen K.,62,1013,0,,,,
Clavet F.,Sampras P.,56,6,0,,,,
Ljubicic I.,Schuettler R.,71,54,0,,,,
Rafter P.,Vacek D.,10,934,1,,,,
Puentes G.,Puerta M.,99,104,1,,,,
Nestor D.,Safin M.,154,3,0,,,,
Santoro F.,Youzhny M.,25,85,0,,,,
Ferreira W.,Stoliarov A.,17,92,0,,,,
Levy H.,Robredo T.,30,59,0,,,,
Dosedel S.,Rafter P.,102,10,0,,,,
Johansson T.,Roddick A.,14,33,0,,,,
Robredo T.,Sargsian S.,59,124,0,,,,
Bryan B.,Schalken S.,157,28,0,,,,
Voltchkov V.,Youzhny M.,31,85,0,,,,
Larsson M.,Martin T.,280,34,0,,,,
El Aynaoui Y.,Hewitt L.,82,5,0,,,,
Calatrava A.,Kiefer N.,47,29,0,,,,
Calleri A.,Rochus O.,80,63,0,,,,
Squillari F.,Vinciguerra A.,24,37,0,,,,
Childs L.,Massu N.,317,89,0,,,,
Boutter J.,Stoltenberg J.,66,116,0,,,,
Hrbaty D.,Sluiter R.,20,98,0,,,,
Knowle J.,Safin M.,164,3,0,,,,
Pavel A.,Rusedski G.,43,40,0,,,,
Lee H.T.,Prinosil D.,64,46,0,,,,
Elsner D.,Paes L.,150,284,0,,,,
Sluiter R.,Woodbridge T.,98,201,1,,,,
Kafelnikov Y.,Parmar A.,7,211,1,,,,
Ivanisevic G.,Moya C.,125,22,1,,,,
Canas G.,Kafelnikov Y.,49,7,1,,,,
Clement A.,Sluiter R.,12,98,1,,,,
Agassi A.,Escude N.,2,38,1,,,,
Rafter P.,Youzhny M.,10,85,1,,,,
Kiefer N.,Stoliarov A.,29,92,1,,,,
Ivanisevic G.,Roddick A.,125,33,1,,,,
Henman T.,Schalken S.,11,28,1,,,,
Escude N.,Grosjean S.,38,8,1,,,,
Black W.,Haas T.,149,21,1,,,,
Clement A.,Knippschild J.,12,96,1,,,,
Martin T.,Srichaphan P.,34,117,1,,,,
Massu N.,Meligeni F.,89,95,1,,,,
Prinosil D.,Sanguinetti D.,46,67,1,,,,
Cowan B.,Sampras P.,265,6,0,,,,
Pioline C.,Stoliarov A.,72,92,0,,,,
Martin T.,Novak J.,34,42,1,,,,
Ferrero J.C.,Stoltenberg J.,4,116,1,,,,
Dent T.,Hewitt L.,143,5,0,,,,
Federer R.,Malisse X.,15,53,1,,,,
Canas G.,Carlsen K.,49,1013,1,,,,
Escude N.,Hewitt L.,38,5,1,,,,
Ivanisevic G.,Rafter P.,125,10,1,,,,
Agassi A.,Rafter P.,2,10,0,,,,
Henman T.,Martin T.,11,34,1,,,,
Prinosil D.,Safin M.,46,3,0,,,,
Gambill J.M.,Woodruff C.,16,97,0,,,,
Llodra M.,Mantilla F.,121,87,0,,,,
Larsson M.,Rosset M.,280,75,1,,,,
Ilie A.,Johansson T.,65,14,0,,,,
Hipfl M.,Huet S.,91,179,0,,,,
El Aynaoui Y.,Kempes E.,82,113,1,,,,
Dupuis A.,Mamiit C.,69,111,1,,,,
Chang M.,Vanek J.,48,94,1,,,,
Canas G.,Gaudio G.,49,39,1,,,,
Draper S.,Woodbridge T.,259,201,0,,,,
Koubek S.,Schalken S.,84,28,0,,,,
Portas A.,Sanguinetti D.,23,67,0,,,,
Parmar A.,Sa A.,211,115,1,,,,
Godwin N.,Moya C.,133,22,0,,,,
Coria G.,Meligeni F.,26,95,0,,,,
Ivanisevic G.,Safin M.,125,3,1,,,,
Federer R.,Henman T.,15,11,0,,,,
Henman T.,Ivanisevic G.,11,125,0,,,,
Dosedel S.,Vacek J.,102,142,1,,,,
Sampras P.,Voltchkov V.,3,237,1,,,,
Chang M.,Popp A.,24,114,0,,,,
Goldstein P.,Tarango J.,76,60,1,,,,
Arazi H.,Lareau S.,38,133,1,,,,
Haas T.,Rosset M.,23,33,0,,,,
Philippoussis M.,Schalken S.,18,53,1,,,,
Agassi A.,Martin T.,1,20,1,,,,
Godwin N.,Vicente F.,203,31,1,,,,
Rusedski G.,Spadea V.,22,61,0,,,,
Norman M.,Rochus O.,2,179,0,,,,
Pioline C.,Voltchkov V.,6,237,0,,,,
Agassi A.,Rafter P.,1,21,0,,,,
Popp A.,Rosset M.,114,33,1,,,,
Henman T.,Philippoussis M.,14,18,0,,,,
Enqvist T.,Vinck C.,8,160,1,,,,
Gustafsson M.,Johansson T.,72,57,0,,,,
Chela J.I.,Voltchkov V.,54,237,0,,,,
Massu N.,Vinck C.,69,160,0,,,,
di Pasquale A.,Hipfl M.,49,97,1,,,,
Levy H.,Stoltenberg J.,142,82,1,,,,
Fromberg R.,Rochus O.,66,179,0,,,,
Rochus C.,Tillstrom M.,89,62,1,,,,
Parmar A.,Sa A.,137,83,1,,,,
Gambill J.M.,Santoro F.,56,30,1,,,,
El Aynaoui Y.,Lee M.,16,259,1,,,,
Johansson T.,Meligeni F.,57,100,1,,,,
Henman T.,Srichaphan P.,14,90,1,,,,
Haas T.,Kiefer N.,23,12,1,,,,
Prinosil D.,Sargsian S.,84,79,1,,,,
Gambill J.M.,Sampras P.,56,3,0,,,,
Johansson T.,Rafter P.,57,21,0,,,,
Gimelstob J.,Sampras P.,99,3,0,,,,
Cowan B.,Gimelstob J.,172,99,0,,,,
Canas G.,Escude N.,144,17,0,,,,
Tieleman L.,Vinciguerra A.,96,39,0,,,,
Moya C.,Schuettler R.,51,77,0,,,,
Huet S.,Prinosil D.,108,84,0,,,,
di Pasquale A.,Philippoussis M.,49,18,0,,,,
Kucera K.,Sampras P.,44,3,0,,,,
Enqvist T.,Gambill J.M.,8,56,0,,,,
Rafter P.,Sampras P.,21,3,0,,,,
Grosjean S.,Tarango J.,28,60,0,,,,
MacLagan M.,Nestor D.,353,154,0,,,,
Golmard J.,Koubek S.,70,36,1,,,,
Black B.,Pozzi G.,52,64,1,,,,
Clement A.,Ivanisevic G.,58,65,1,,,,
Lareau S.,Russell M.,133,183,1,,,,
Dosedel S.,Lapentti N.,50,10,1,,,,
Pioline C.,Ruud C.,6,111,1,,,,
Bhupathi M.,Huet S.,1049,108,0,,,,
Arthurs W.,Ferreira W.,94,37,0,,,,
Novak J.,Pozzi G.,45,64,0,,,,
Eschauer W.,Martin A.,176,67,0,,,,
Nestor D.,Pavel A.,154,34,0,,,,
Siemerink J.,Woodbridge T.,123,171,0,,,,
Damm M.,Prinosil D.,86,84,0,,,,
Agenor R.,Popp A.,98,114,0,,,,
Melzer J.,Philippoussis M.,387,18,0,,,,
Pozzi G.,Rochus O.,64,179,1,,,,
Ferreira W.,Pavel A.,37,34,1,,,,
Black B.,Ilie A.,52,43,1,,,,
Ferreira W.,Krajicek R.,37,27,1,,,,
Bower J.,Sanguinetti D.,509,87,1,,,,
Kuerten G.,Woodruff C.,4,46,1,,,,
Kohlmann M.,Krajicek R.,189,27,0,,,,
Ljubicic I.,O'Brien A.,81,192,0,,,,
Agassi A.,Dent T.,1,256,1,,,,
Norman M.,Woodforde M.,2,191,1,,,,
Koubek S.,Voinea A.,36,93,1,,,,
Mirnyi M.,Ulihrach B.,59,85,1,,,,
Escude N.,Schuettler R.,17,77,0,,,,
Johansson T.,Kafelnikov Y.,57,5,1,,,,
Levy H.,Vinck C.,142,160,0,,,,
Haas T.,Vinciguerra A.,23,39,1,,,,
Clavet F.,Enqvist T.,42,8,0,,,,
Damm M.,Safin M.,86,9,1,,,,
Black B.,Voltchkov V.,52,237,0,,,,
Rafter P.,Schuettler R.,21,77,1,,,,
Delgado J.,Rafter P.,143,21,0,,,,
Jonsson F.,Martin T.,118,20,0,,,,
Parmar A.,Rosset M.,137,33,0,,,,
Black B.,Hrbaty D.,52,32,1,,,,
El Aynaoui Y.,Voltchkov V.,16,237,0,,,,
Federer R.,Kafelnikov Y.,35,5,0,,,,
Bower J.,Kuerten G.,509,4,0,,,,
Popp A.,Rafter P.,114,21,0,,,,
Ferreira W.,Voltchkov V.,37,237,0,,,,
Bjorkman J.,Sampras P.,78,3,0,,,,
Hrbaty D.,Zabaleta M.,32,40,1,,,,
Gambill J.M.,Hewitt L.,56,7,1,,,,
Lee M.,Marin J.A.,259,68,1,,,,
