PlayerA,PlayerB,RankA,RankB,RankDiff,Court,Surface,WinnerBinary
Mantilla F.,Norman M.,55,4,51.0,Outdoor,Clay,0
Clavet F.,Costa A.,63,21,42.0,Outdoor,Clay,0
Agassi A.,Hrbaty D.,1,17,-16.0,Outdoor,Clay,0
Mantilla F.,Pavel A.,55,83,-28.0,Outdoor,Clay,1
Corretja A.,Kuerten G.,11,6,5.0,Outdoor,Clay,0
Hewitt L.,Norman M.,12,4,8.0,Outdoor,Clay,0
Krajicek R.,Zabaleta M.,34,45,-11.0,Outdoor,Clay,0
Agassi A.,Gaudio G.,1,46,-45.0,Outdoor,Clay,1
Kafelnikov Y.,Puerta M.,3,38,-35.0,Outdoor,Clay,0
Rusedski G.,Vicente F.,15,30,-15.0,Outdoor,Clay,0
Arazi H.,Schalken S.,29,44,-15.0,Outdoor,Clay,1
Costa A.,Portas A.,21,69,-48.0,Outdoor,Clay,1
Alami K.,di Pasquale A.,27,58,-31.0,Outdoor,Clay,0
El Aynaoui Y.,Spadea V.,16,41,-25.0,Outdoor,Clay,1
Enqvist T.,Vacek D.,9,47,-38.0,Outdoor,Clay,1
Hewitt L.,Koubek S.,12,26,-14.0,Outdoor,Clay,1
Hrbaty D.,Tarango J.,17,64,-47.0,Outdoor,Clay,1
Golmard J.,Kuerten G.,89,6,83.0,Outdoor,Clay,0
Rios M.,Safin M.,20,14,6.0,Outdoor,Clay,0
Furlan R.,Puerta M.,482,38,444.0,Outdoor,Clay,0
Pioline C.,Woodruff C.,5,39,-34.0,Outdoor,Clay,1
Moya C.,Ruud C.,36,86,-50.0,Outdoor,Clay,1
Chela J.I.,Mantilla F.,54,55,-1.0,Outdoor,Clay,0
Hantschk M.,Sabau R.,100,205,-105.0,Outdoor,Clay,1
Haas T.,Prinosil D.,19,94,-75.0,Outdoor,Clay,1
Jonsson F.,Kroslak J.,117,125,-8.0,Outdoor,Clay,0
Dosedel S.,Novak J.,54,42,12.0,Outdoor,Clay,0
Manta L.,Rodriguez M.,112,120,-8.0,Outdoor,Clay,0
Berasategui A.,Martin A.,70,78,-8.0,Outdoor,Clay,0
Gonzalez F.,Rodriguez M.,352,120,232.0,Outdoor,Clay,1
Safin M.,Voinea A.,20,81,-61.0,Outdoor,Clay,1
Berasategui A.,Vicente F.,70,32,38.0,Outdoor,Clay,1
Meligeni F.,Rosset M.,36,41,-5.0,Outdoor,Clay,1
Damm M.,Johansson T.,84,58,26.0,Outdoor,Clay,1
Bjorkman J.,Medvedev A.,80,26,54.0,Outdoor,Clay,1
Enqvist T.,Haas T.,9,19,-10.0,Outdoor,Clay,0
Etlis G.,Meligeni F.,135,36,99.0,Outdoor,Clay,0
Stoltenberg J.,Vanek J.,74,92,-18.0,Outdoor,Clay,0
Dupuis A.,Gonzalez F.,113,352,-239.0,Outdoor,Clay,0
Bjorkman J.,Browne F.,80,136,-56.0,Outdoor,Clay,0
Balcells J.,Rios M.,155,13,142.0,Outdoor,Clay,0
Dupuis A.,Ilie A.,113,50,63.0,Outdoor,Clay,1
Haas T.,Ulihrach B.,19,114,-95.0,Outdoor,Clay,1
Portas A.,Rios M.,73,13,60.0,Outdoor,Clay,1
Kafelnikov Y.,Sanguinetti D.,3,98,-95.0,Outdoor,Clay,1
Sa A.,Sabau R.,85,205,-120.0,Outdoor,Clay,0
Gonzalez F.,Mamiit C.,352,139,213.0,Outdoor,Clay,1
Rodriguez M.,Vanek J.,120,92,28.0,Outdoor,Clay,1
Delgado R.,Gambill J.M.,216,67,149.0,Outdoor,Clay,1
Novak J.,Schuettler R.,42,68,-26.0,Outdoor,Clay,1
Chela J.I.,Gustafsson M.,59,75,-16.0,Outdoor,Clay,1
Ruud C.,Safin M.,88,20,68.0,Outdoor,Clay,0
Puerta M.,Tillstrom M.,43,69,-26.0,Outdoor,Clay,0
El Aynaoui Y.,Squillari F.,16,52,-36.0,Outdoor,Clay,0
Enqvist T.,Ljubicic I.,9,86,-77.0,Outdoor,Clay,1
Gimelstob J.,Siemerink J.,95,107,-12.0,Outdoor,Clay,0
Mirnyi M.,Zabaleta M.,65,25,40.0,Outdoor,Clay,1
Behrend T.,Browne F.,109,136,-27.0,Outdoor,Clay,0
Moya C.,Safin M.,28,20,8.0,Outdoor,Clay,0
Hantschk M.,Zib T.,100,110,-10.0,Outdoor,Clay,1
El Aynaoui Y.,Fromberg R.,16,61,-45.0,Outdoor,Clay,1
Pozzi G.,Russell M.,72,165,-93.0,Outdoor,Clay,1
Massu N.,Pozzi G.,89,72,17.0,Outdoor,Clay,1
Arthurs W.,Vanek J.,102,92,10.0,Outdoor,Clay,0
Knippschild J.,Squillari F.,106,52,54.0,Outdoor,Clay,0
Chela J.I.,Kafelnikov Y.,59,3,56.0,Outdoor,Clay,1
Blanco G.,Tarango J.,77,64,13.0,Outdoor,Clay,1
Coutelot N.,Tarango J.,230,64,166.0,Outdoor,Clay,0
Bastl G.,Garcia M.,71,NR,,Outdoor,Clay,1
Enqvist T.,Pavel A.,9,83,-74.0,Outdoor,Clay,1
Blanco G.,Chela J.I.,77,59,18.0,Outdoor,Clay,1
Delgado R.,Hantschk M.,216,100,116.0,Outdoor,Clay,1
Delgado R.,Malisse X.,216,148,68.0,Outdoor,Clay,1
Etlis G.,Ivanisevic G.,135,60,75.0,Outdoor,Clay,1
Meligeni F.,Mirnyi M.,36,65,-29.0,Outdoor,Clay,0
Siemerink J.,Srichaphan P.,107,103,4.0,Outdoor,Clay,0
Fahlke A.,Ljubicic I.,185,86,99.0,Outdoor,Clay,0
Safin M.,Tillstrom M.,20,69,-49.0,Outdoor,Clay,1
Agenor R.,Goldstein P.,91,79,12.0,Outdoor,Clay,0
Massu N.,Tieleman L.,89,97,-8.0,Outdoor,Clay,1
Malisse X.,Paes L.,148,138,10.0,Outdoor,Clay,1
Popp A.,Pozzi G.,105,72,33.0,Outdoor,Clay,0
Dewulf F.,Ulihrach B.,184,114,70.0,Outdoor,Clay,0
Lopez-Moron A.,Stoltenberg J.,111,74,37.0,Outdoor,Clay,0
Lareau S.,Srichaphan P.,133,103,30.0,Outdoor,Clay,0
Armando H.,Russell M.,239,165,74.0,Outdoor,Clay,0
Hipfl M.,Puerta M.,101,43,58.0,Outdoor,Clay,0
Diaz J.,Marin J.A.,128,76,52.0,Outdoor,Clay,0
Clavet F.,Tillstrom M.,56,69,-13.0,Outdoor,Clay,0
Ruud C.,van Lottum J.,88,116,-28.0,Outdoor,Clay,1
Gaudenzi A.,Portas A.,63,73,-10.0,Outdoor,Clay,0
Goellner M.K.,Moya C.,437,28,409.0,Outdoor,Clay,0
Coria G.,Rochus C.,315,82,233.0,Outdoor,Clay,1
Blanco G.,Stanoytchev O.,77,99,-22.0,Outdoor,Clay,1
Bruguera S.,Martin A.,224,78,146.0,Outdoor,Clay,0
Dosedel S.,Gross O.,54,201,-147.0,Outdoor,Clay,1
Portas A.,Tillstrom M.,73,69,4.0,Outdoor,Clay,0
Gumy H.,Vacek D.,87,46,41.0,Outdoor,Clay,1
Clement A.,Fromberg R.,53,61,-8.0,Outdoor,Clay,0
Haas T.,Squillari F.,19,52,-33.0,Outdoor,Clay,0
di Pasquale A.,El Aynaoui Y.,49,16,33.0,Outdoor,Clay,0
Mirnyi M.,Squillari F.,65,52,13.0,Outdoor,Clay,0
Browne F.,Haas T.,136,19,117.0,Outdoor,Clay,0
Enqvist T.,Novak J.,9,42,-33.0,Outdoor,Clay,1
Damm M.,Squillari F.,84,52,32.0,Outdoor,Clay,0
Gumy H.,Mirnyi M.,87,65,22.0,Outdoor,Clay,0
Goldstein P.,Rodriguez M.,79,120,-41.0,Outdoor,Clay,0
Gonzalez F.,Massu N.,352,89,263.0,Outdoor,Clay,1
Gonzalez F.,Srichaphan P.,352,103,249.0,Outdoor,Clay,1
Kroslak J.,Massu N.,125,89,36.0,Outdoor,Clay,0
Delgado R.,Massu N.,216,89,127.0,Outdoor,Clay,0
Coria G.,Moya C.,315,28,287.0,Outdoor,Clay,0
Marin J.A.,Puerta M.,76,43,33.0,Outdoor,Clay,0
Bastl G.,Tillstrom M.,71,69,2.0,Outdoor,Clay,0
Blanco G.,Safin M.,77,20,57.0,Outdoor,Clay,0
Martin A.,Puerta M.,78,43,35.0,Outdoor,Clay,0
Bruguera S.,El Aynaoui Y.,249,17,232.0,Outdoor,Clay,0
Ferrero J.C.,Rios M.,25,13,12.0,Outdoor,Clay,1
Hrbaty D.,Lapentti N.,15,8,7.0,Outdoor,Clay,0
Haas T.,Moya C.,20,39,-19.0,Outdoor,Clay,0
El Aynaoui Y.,Norman M.,17,4,13.0,Outdoor,Clay,0
Meligeni F.,Rochus C.,33,85,-52.0,Outdoor,Clay,1
Arazi H.,Fromberg R.,28,56,-28.0,Outdoor,Clay,1
Bruguera S.,Federer R.,249,51,198.0,Outdoor,Clay,1
di Pasquale A.,Gaudio G.,48,40,8.0,Outdoor,Clay,0
Mantilla F.,Schalken S.,59,43,16.0,Outdoor,Clay,1
Berasategui A.,Robredo T.,65,214,-149.0,Outdoor,Clay,1
Grosjean S.,Navarro S.,27,288,-261.0,Outdoor,Clay,0
Spadea V.,Vinciguerra A.,45,53,-8.0,Outdoor,Clay,0
Safin M.,Zabaleta M.,35,21,14.0,Outdoor,Clay,1
Bruguera S.,Sargsian S.,249,54,195.0,Outdoor,Clay,1
Lapentti N.,Mantilla F.,8,59,-51.0,Outdoor,Clay,1
Canas G.,Schuettler R.,94,69,25.0,Outdoor,Clay,0
Navarro S.,Vinciguerra A.,288,53,235.0,Outdoor,Clay,0
Puerta M.,Safin M.,47,35,12.0,Outdoor,Clay,0
Alami K.,Rusedski G.,29,16,13.0,Outdoor,Clay,0
Kafelnikov Y.,Moya C.,3,39,-36.0,Outdoor,Clay,0
Gaudio G.,Safin M.,40,35,5.0,Outdoor,Clay,0
Pavel A.,Rios M.,68,13,55.0,Outdoor,Clay,0
Clement A.,Moya C.,52,39,13.0,Outdoor,Clay,0
Ferrero J.C.,Santoro F.,25,30,-5.0,Outdoor,Clay,1
Pavel A.,Squillari F.,68,38,30.0,Outdoor,Clay,1
Norman M.,Safin M.,4,35,-31.0,Outdoor,Clay,0
Clavet F.,El Aynaoui Y.,57,17,40.0,Outdoor,Clay,0
Etlis G.,Haas T.,136,20,116.0,Outdoor,Clay,0
Gumy H.,Vicente F.,86,31,55.0,Outdoor,Clay,0
Alonso J.,Puerta M.,121,47,74.0,Outdoor,Clay,0
Moya C.,Rosset M.,39,46,-7.0,Outdoor,Clay,1
Hrbaty D.,Kulti N.,15,131,-116.0,Outdoor,Clay,1
Krajicek R.,Tillstrom M.,37,70,-33.0,Outdoor,Clay,1
Berasategui A.,Hrbaty D.,65,15,50.0,Outdoor,Clay,0
Lapentti N.,Safin M.,8,35,-27.0,Outdoor,Clay,0
Escude N.,Ferrero J.C.,19,25,-6.0,Outdoor,Clay,0
Rios M.,Vinciguerra A.,13,53,-40.0,Outdoor,Clay,1
Haas T.,Marin J.A.,20,79,-59.0,Outdoor,Clay,1
Arazi H.,Rosset M.,28,46,-18.0,Outdoor,Clay,0
Ferrero J.C.,Moya C.,25,39,-14.0,Outdoor,Clay,1
Corretja A.,Gaudio G.,12,40,-28.0,Outdoor,Clay,0
Alami K.,Mirnyi M.,29,61,-32.0,Outdoor,Clay,1
Blanco G.,Santoro F.,75,30,45.0,Outdoor,Clay,0
Rosset M.,Ulihrach B.,46,120,-74.0,Outdoor,Clay,1
Ferrero J.C.,Safin M.,25,35,-10.0,Outdoor,Clay,0
Norman M.,Schuettler R.,4,69,-65.0,Outdoor,Clay,1
Krajicek R.,Meligeni F.,37,33,4.0,Outdoor,Clay,1
Haas T.,Rusedski G.,20,16,4.0,Outdoor,Clay,1
Ferrero J.C.,Vicente F.,25,31,-6.0,Outdoor,Clay,1
Clavet F.,Martin A.,57,74,-17.0,Outdoor,Clay,1
Marin J.A.,Portas A.,79,77,2.0,Outdoor,Clay,1
Krajicek R.,Norman M.,37,4,33.0,Outdoor,Clay,0
Costa A.,Sargsian S.,18,54,-36.0,Outdoor,Clay,0
Puentes G.,Santoro F.,112,30,82.0,Outdoor,Clay,0
Kucera K.,Kuerten G.,42,4,38.0,Outdoor,Clay,1
Moya C.,Schalken S.,35,50,-15.0,Outdoor,Clay,0
Spadea V.,Zabaleta M.,34,23,11.0,Outdoor,Clay,0
Lapentti N.,Squillari F.,6,41,-35.0,Outdoor,Clay,0
Federer R.,Novak J.,49,37,12.0,Outdoor,Clay,0
Chela J.I.,Henman T.,84,10,74.0,Outdoor,Clay,1
Alami K.,Norman M.,44,5,39.0,Outdoor,Clay,1
Mantilla F.,Rios M.,47,8,39.0,Outdoor,Clay,1
Chela J.I.,Lopez-Moron A.,84,117,-33.0,Outdoor,Clay,1
Hrbaty D.,Pioline C.,24,12,12.0,Outdoor,Clay,0
Hrbaty D.,Kafelnikov Y.,24,3,21.0,Outdoor,Clay,1
Boutter J.,Gaudio G.,134,62,72.0,Outdoor,Clay,0
Clement A.,Hrbaty D.,59,24,35.0,Outdoor,Clay,0
di Pasquale A.,Hrbaty D.,39,24,15.0,Outdoor,Clay,0
Gaudio G.,Mantilla F.,62,47,15.0,Outdoor,Clay,1
Alami K.,Costa A.,44,19,25.0,Outdoor,Clay,1
Ferreira W.,Philippoussis M.,48,18,30.0,Outdoor,Clay,1
Dosedel S.,Pioline C.,51,12,39.0,Outdoor,Clay,0
Gaudio G.,Hrbaty D.,62,24,38.0,Outdoor,Clay,0
Ruud C.,Vinciguerra A.,93,53,40.0,Outdoor,Clay,1
Clement A.,Zabaleta M.,59,23,36.0,Outdoor,Clay,1
Alami K.,Ruud C.,44,93,-49.0,Outdoor,Clay,1
Ferreira W.,Ruud C.,48,93,-45.0,Outdoor,Clay,0
Costa A.,Golmard J.,19,67,-48.0,Outdoor,Clay,1
Corretja A.,Hrbaty D.,13,24,-11.0,Outdoor,Clay,0
Arazi H.,Haas T.,26,17,9.0,Outdoor,Clay,1
Clement A.,Ivanisevic G.,59,61,-2.0,Outdoor,Clay,1
Dosedel S.,Rusedski G.,51,15,36.0,Outdoor,Clay,1
Escude N.,Huet S.,20,115,-95.0,Outdoor,Clay,1
Koubek S.,Moya C.,22,35,-13.0,Outdoor,Clay,0
Norman M.,Portas A.,5,82,-77.0,Outdoor,Clay,1
El Aynaoui Y.,Sargsian S.,16,56,-40.0,Outdoor,Clay,0
Grosjean S.,Medvedev A.,25,27,-2.0,Outdoor,Clay,0
Kucera K.,Medvedev A.,42,27,15.0,Outdoor,Clay,1
Costa A.,Krajicek R.,19,43,-24.0,Outdoor,Clay,1
Gaudio G.,Safin M.,62,33,29.0,Outdoor,Clay,1
Krajicek R.,Vicente F.,43,31,12.0,Outdoor,Clay,1
Enqvist T.,Krajicek R.,9,43,-34.0,Outdoor,Clay,0
Berasategui A.,Corretja A.,65,13,52.0,Outdoor,Clay,0
Gaudenzi A.,Meligeni F.,77,28,49.0,Outdoor,Clay,0
Arazi H.,Ferrero J.C.,26,29,-3.0,Outdoor,Clay,0
Novak J.,Pioline C.,37,12,25.0,Outdoor,Clay,0
Corretja A.,Santoro F.,13,30,-17.0,Outdoor,Clay,1
Dosedel S.,Escude N.,51,20,31.0,Outdoor,Clay,1
Meligeni F.,Squillari F.,28,41,-13.0,Outdoor,Clay,0
Boutter J.,Sargsian S.,134,56,78.0,Outdoor,Clay,1
Chela J.I.,Corretja A.,84,13,71.0,Outdoor,Clay,0
Ferrero J.C.,Squillari F.,29,41,-12.0,Outdoor,Clay,1
Kucera K.,Schalken S.,42,50,-8.0,Outdoor,Clay,1
Ferrero J.C.,Gaudio G.,29,62,-33.0,Outdoor,Clay,0
Kucera K.,Pioline C.,42,12,30.0,Outdoor,Clay,0
Alami K.,Pioline C.,44,12,32.0,Outdoor,Clay,0
Clavet F.,Ferrero J.C.,52,29,23.0,Outdoor,Clay,0
Henman T.,Rosset M.,10,45,-35.0,Outdoor,Clay,1
Bjorkman J.,Schalken S.,85,50,35.0,Outdoor,Clay,0
Alami K.,Johansson T.,44,60,-16.0,Outdoor,Clay,1
Costa A.,Schuettler R.,19,69,-50.0,Outdoor,Clay,1
Enqvist T.,Saulnier C.,9,132,-123.0,Outdoor,Clay,1
Golmard J.,Woodruff C.,67,38,29.0,Outdoor,Clay,1
Boutter J.,Chang M.,134,32,102.0,Outdoor,Clay,1
Kafelnikov Y.,Vacek D.,3,46,-43.0,Outdoor,Clay,1
Santoro F.,Stanoytchev O.,30,97,-67.0,Outdoor,Clay,1
Larsson M.,Pioline C.,36,12,24.0,Outdoor,Clay,0
Gumy H.,Martin A.,75,72,3.0,Outdoor,Clay,1
Bruguera S.,Rosset M.,326,42,284.0,Outdoor,Clay,1
Coutelot N.,Diaz J.,256,102,154.0,Outdoor,Clay,1
Agassi A.,Vanek J.,1,101,-100.0,Outdoor,Clay,0
Grosjean S.,Vicente F.,29,45,-16.0,Outdoor,Clay,0
di Pasquale A.,Vicente F.,51,45,6.0,Outdoor,Clay,0
Goldstein P.,Koubek S.,84,22,62.0,Outdoor,Clay,0
Chang M.,Ilie A.,37,79,-42.0,Outdoor,Clay,0
Grosjean S.,Puerta M.,29,49,-20.0,Outdoor,Clay,1
Clavet F.,Kafelnikov Y.,53,3,50.0,Outdoor,Clay,1
Bruguera S.,Gumy H.,326,75,251.0,Outdoor,Clay,1
Alami K.,Vinciguerra A.,27,58,-31.0,Outdoor,Clay,0
Chela J.I.,Clavet F.,85,53,32.0,Outdoor,Clay,0
Huet S.,Ilie A.,120,79,41.0,Outdoor,Clay,0
Stoliarov A.,Woodruff C.,123,43,80.0,Outdoor,Clay,0
Arazi H.,Rochus C.,28,87,-59.0,Outdoor,Clay,1
El Aynaoui Y.,Portas A.,16,80,-64.0,Outdoor,Clay,1
Arazi H.,Dupuis A.,28,113,-85.0,Outdoor,Clay,1
Ilie A.,Stoltenberg J.,79,92,-13.0,Outdoor,Clay,1
Fromberg R.,Pavel A.,60,65,-5.0,Outdoor,Clay,1
Tabara M.,Tarango J.,117,74,43.0,Outdoor,Clay,0
di Pasquale A.,El Aarej M.,51,448,-397.0,Outdoor,Clay,1
Arazi H.,Vicente F.,28,45,-17.0,Outdoor,Clay,0
Moya C.,Ulihrach B.,50,129,-79.0,Outdoor,Clay,1
Fromberg R.,Lapentti N.,60,7,53.0,Outdoor,Clay,0
Costa A.,Medvedev A.,18,34,-16.0,Outdoor,Clay,0
Alonso J.,Chang M.,125,37,88.0,Outdoor,Clay,0
Clement A.,Vinciguerra A.,59,58,1.0,Outdoor,Clay,0
Huet S.,Russell M.,120,170,-50.0,Outdoor,Clay,1
Goldstein P.,Harper-Griffith L.,84,1312,-1228.0,Outdoor,Clay,1
Alonso J.,Kim K.,125,188,-63.0,Outdoor,Clay,1
Larsson M.,Stoltenberg J.,36,92,-56.0,Outdoor,Clay,0
Woodbridge T.,Woodruff C.,168,43,125.0,Outdoor,Clay,0
Vicente F.,Youzhny M.,45,212,-167.0,Outdoor,Clay,1
El Aynaoui Y.,Tieleman L.,16,110,-94.0,Outdoor,Clay,1
Chang M.,Sanguinetti D.,37,106,-69.0,Outdoor,Clay,1
Tarango J.,Vanek J.,74,101,-27.0,Outdoor,Clay,1
Ilie A.,Koubek S.,79,22,57.0,Outdoor,Clay,1
Chang M.,Woodruff C.,37,43,-6.0,Outdoor,Clay,1
El Aynaoui Y.,Puerta M.,16,49,-33.0,Outdoor,Clay,0
Berasategui A.,Hipfl M.,61,90,-29.0,Outdoor,Clay,0
Ferrero J.C.,Lapentti N.,31,7,24.0,Outdoor,Clay,0
Schuettler R.,Ulihrach B.,70,129,-59.0,Outdoor,Clay,0
Golmard J.,Norman M.,67,5,62.0,Outdoor,Clay,0
Agenor R.,Woodbridge T.,93,168,-75.0,Outdoor,Clay,0
Gimelstob J.,Vanek J.,94,101,-7.0,Outdoor,Clay,0
Browne F.,Koubek S.,136,22,114.0,Outdoor,Clay,0
Bruguera S.,Grosjean S.,326,29,297.0,Outdoor,Clay,0
di Pasquale A.,Vinciguerra A.,51,58,-7.0,Outdoor,Clay,1
Vicente F.,Wiltschnig H.,45,196,-151.0,Outdoor,Clay,1
Coutelot N.,Puerta M.,256,49,207.0,Outdoor,Clay,0
Grosjean S.,Willems R.,29,224,-195.0,Outdoor,Clay,1
di Pasquale A.,Lopez-Moron A.,51,119,-68.0,Outdoor,Clay,1
Gaudio G.,Henman T.,55,10,45.0,Outdoor,Clay,0
Moya C.,Norman M.,50,5,45.0,Outdoor,Clay,1
Clavet F.,Moya C.,53,50,3.0,Outdoor,Clay,0
Medvedev A.,Moya C.,34,50,-16.0,Outdoor,Clay,0
Clavet F.,Lapentti N.,53,7,46.0,Outdoor,Clay,1
Henman T.,Medvedev A.,10,34,-24.0,Outdoor,Clay,0
Clavet F.,Escude N.,53,23,30.0,Outdoor,Clay,1
Mantilla F.,Ulihrach B.,25,129,-104.0,Outdoor,Clay,0
Hipfl M.,Medvedev A.,90,34,56.0,Outdoor,Clay,0
Ferrero J.C.,Squillari F.,31,38,-7.0,Outdoor,Clay,1
Escude N.,Marin J.A.,23,81,-58.0,Outdoor,Clay,1
Massu N.,Sargsian S.,89,57,32.0,Outdoor,Clay,1
Stoltenberg J.,Tarango J.,92,74,18.0,Outdoor,Clay,1
Massu N.,Stoltenberg J.,89,92,-3.0,Outdoor,Clay,0
Canas G.,Gaudio G.,69,55,14.0,Outdoor,Clay,0
Ferrero J.C.,Zabaleta M.,31,21,10.0,Outdoor,Clay,1
Escude N.,Marques N.,23,432,-409.0,Outdoor,Clay,1
Chela J.I.,Mota B.,85,396,-311.0,Outdoor,Clay,1
Burrieza O.,Henman T.,166,10,156.0,Outdoor,Clay,0
Lapentti N.,Ljubicic I.,7,73,-66.0,Outdoor,Clay,1
Blanco G.,Mantilla F.,76,25,51.0,Outdoor,Clay,0
Guardiola T.,Wiltschnig H.,124,196,-72.0,Outdoor,Clay,0
Lopez F.,Marin J.A.,281,81,200.0,Outdoor,Clay,0
Nalbandian D.,Squillari F.,421,38,383.0,Outdoor,Clay,0
Moya C.,Voinea A.,50,83,-33.0,Outdoor,Clay,1
Popp A.,Willems R.,104,224,-120.0,Outdoor,Clay,0
Jonsson F.,Stoltenberg J.,115,92,23.0,Outdoor,Clay,0
Sa A.,Tarango J.,88,74,14.0,Outdoor,Clay,0
Gustafsson M.,Tabara M.,82,117,-35.0,Outdoor,Clay,0
Sargsian S.,Taino E.,57,374,-317.0,Outdoor,Clay,1
Massu N.,Sekulov J.,89,127,-38.0,Outdoor,Clay,1
Ilie A.,Zib T.,79,105,-26.0,Outdoor,Clay,1
Agassi A.,Malisse X.,1,151,-150.0,Outdoor,Clay,1
Larsson M.,Ruud C.,36,96,-60.0,Outdoor,Clay,1
Stanoytchev O.,Tieleman L.,97,110,-13.0,Outdoor,Clay,0
Rochus C.,Tahiri M.,87,707,-620.0,Outdoor,Clay,1
Lopez-Moron A.,Manta L.,119,112,7.0,Outdoor,Clay,1
Grosjean S.,Pozzi G.,29,71,-42.0,Outdoor,Clay,1
Hantschk M.,Puerta M.,95,49,46.0,Outdoor,Clay,0
Alami K.,Behrend T.,27,109,-82.0,Outdoor,Clay,1
Calleri A.,Henman T.,124,10,114.0,Outdoor,Hard,0
Enqvist T.,Lapentti N.,7,9,-2.0,Outdoor,Hard,0
Federer R.,Zabaleta M.,53,25,28.0,Outdoor,Hard,0
Bastl G.,Enqvist T.,81,7,74.0,Outdoor,Hard,0
Hewitt L.,Sampras P.,14,2,12.0,Outdoor,Hard,0
Lapentti N.,Sampras P.,9,2,7.0,Outdoor,Hard,0
Gambill J.M.,Hewitt L.,86,14,72.0,Outdoor,Hard,0
Black B.,Rusedski G.,54,18,36.0,Outdoor,Hard,0
Escude N.,Rios M.,28,8,20.0,Outdoor,Hard,0
Clement A.,Kuerten G.,61,6,55.0,Outdoor,Hard,0
Canas G.,Kafelnikov Y.,70,3,67.0,Outdoor,Hard,0
di Pasquale A.,Massu N.,52,97,-45.0,Outdoor,Hard,0
Gambill J.M.,Norman M.,86,5,81.0,Outdoor,Hard,1
Pavel A.,Santoro F.,67,33,34.0,Outdoor,Hard,1
Kuerten G.,Pozzi G.,6,83,-77.0,Outdoor,Hard,1
Kuerten G.,Sampras P.,6,2,4.0,Outdoor,Hard,0
Henman T.,Rios M.,10,8,2.0,Outdoor,Hard,1
Philippoussis M.,Pioline C.,24,11,13.0,Outdoor,Hard,1
Mirnyi M.,Tillstrom M.,58,68,-10.0,Outdoor,Hard,1
Courier J.,Nalbandian D.,60,473,-413.0,Outdoor,Hard,1
Clement A.,Woodruff C.,61,47,14.0,Outdoor,Hard,1
Black B.,El Aynaoui Y.,54,17,37.0,Outdoor,Hard,1
Goldstein P.,Meligeni F.,82,32,50.0,Outdoor,Hard,0
Golmard J.,Mantilla F.,48,26,22.0,Outdoor,Hard,0
Costa A.,Kratochvil M.,13,136,-123.0,Outdoor,Hard,0
Bjorkman J.,Pozzi G.,66,83,-17.0,Outdoor,Hard,0
Hrbaty D.,Kratochvil M.,22,136,-114.0,Outdoor,Hard,1
Agassi A.,Henman T.,1,10,-9.0,Outdoor,Hard,1
Sampras P.,Vinciguerra A.,2,62,-60.0,Outdoor,Hard,1
Fromberg R.,Tarango J.,63,75,-12.0,Outdoor,Hard,1
Alami K.,Gambill J.M.,29,86,-57.0,Outdoor,Hard,0
Medvedev A.,Rusedski G.,35,18,17.0,Outdoor,Hard,0
Novak J.,Pozzi G.,42,83,-41.0,Outdoor,Hard,0
Canas G.,Ljubicic I.,70,74,-4.0,Outdoor,Hard,1
Black B.,Schuettler R.,54,59,-5.0,Outdoor,Hard,1
Grosjean S.,Schalken S.,20,49,-29.0,Outdoor,Hard,1
Calleri A.,Rosset M.,124,46,78.0,Outdoor,Hard,1
Johansson T.,Saulnier C.,55,140,-85.0,Outdoor,Hard,0
Safin M.,Vinciguerra A.,34,62,-28.0,Outdoor,Hard,0
Corretja A.,Novak J.,12,42,-30.0,Outdoor,Hard,0
Philippoussis M.,Saulnier C.,24,140,-116.0,Outdoor,Hard,1
Lapentti N.,Mantilla F.,9,26,-17.0,Outdoor,Hard,1
Gambill J.M.,Philippoussis M.,86,24,62.0,Outdoor,Hard,1
Ferreira W.,Hrbaty D.,44,22,22.0,Outdoor,Hard,1
Grosjean S.,Rafter P.,20,16,4.0,Outdoor,Hard,0
Damm M.,Ferreira W.,85,44,41.0,Outdoor,Hard,0
Gaudio G.,Hewitt L.,57,14,43.0,Outdoor,Hard,0
Blanco G.,Fish M.,76,,,Outdoor,Hard,0
Courier J.,Enqvist T.,60,7,53.0,Outdoor,Hard,0
Rochus C.,Squillari F.,87,40,47.0,Outdoor,Hard,1
Federer R.,Gimelstob J.,53,99,-46.0,Outdoor,Hard,1
Ivanisevic G.,Spadea V.,69,30,39.0,Outdoor,Hard,1
Arthurs W.,Clavet F.,111,38,73.0,Outdoor,Hard,1
Bastl G.,Ferrero J.C.,81,27,54.0,Outdoor,Hard,1
Koubek S.,Pozzi G.,23,83,-60.0,Outdoor,Hard,0
Black W.,Pioline C.,152,11,141.0,Outdoor,Hard,0
Ivanisevic G.,Kuerten G.,69,6,63.0,Outdoor,Hard,0
Ilie A.,Medvedev A.,77,35,42.0,Outdoor,Hard,0
Arazi H.,Ferreira W.,31,44,-13.0,Outdoor,Hard,0
Moya C.,Sampras P.,43,2,41.0,Outdoor,Hard,0
Agassi A.,Pavel A.,1,67,-66.0,Outdoor,Hard,1
Ferreira W.,Fromberg R.,44,63,-19.0,Outdoor,Hard,1
Henman T.,Zabaleta M.,10,25,-15.0,Outdoor,Hard,1
Chang M.,Rios M.,37,8,29.0,Outdoor,Hard,0
Haas T.,Hewitt L.,21,14,7.0,Outdoor,Hard,0
