PlayerA,PlayerB,RankA,RankB,RankDiff,Court,Surface,WinnerBinary
Medvedev D.,Popyrin A.,11,25,-14.0,Outdoor,Clay,1
Gaubas V.,Zverev A.,154,2,152.0,Outdoor,Clay,0
Alcaraz C.,Djere L.,3,64,-61.0,Outdoor,Clay,1
Khachanov K.,Passaro F.,24,101,-77.0,Outdoor,Clay,1
Ofner S.,Tiafoe F.,143,16,127.0,Outdoor,Clay,1
Navone M.,Sinner J.,99,1,98.0,Outdoor,Clay,0
Bautista Agut R.,Paul T.,56,12,44.0,Outdoor,Clay,0
Korda S.,Vukic A.,23,79,-56.0,Outdoor,Clay,1
Machac T.,Tien L.,20,70,-50.0,Outdoor,Clay,1
Davidovich Fokina A.,De Jong J.,26,93,-67.0,Outdoor,Clay,0
Munar J.,Shelton B.,66,13,53.0,Outdoor,Clay,1
Cerundolo F.,Jarry N.,18,53,-35.0,Outdoor,Clay,1
Dellien H.,Seyboth Wild T.,103,120,-17.0,Outdoor,Clay,1
Berrettini M.,Fearnley J.,30,57,-27.0,Outdoor,Clay,1
Bublik A.,Ruud C.,76,7,69.0,Outdoor,Clay,0
Fritz T.,Giron M.,4,45,-41.0,Outdoor,Clay,0
Marozsan F.,Rublev A.,61,17,44.0,Outdoor,Clay,1
De Minaur A.,Nardi L.,8,95,-87.0,Outdoor,Clay,1
Hurkacz H.,Martinez P.,31,49,-18.0,Outdoor,Clay,1
Gigante M.,Mensik J.,164,21,143.0,Outdoor,Clay,0
Ugo Carabelli C.,Zverev A.,60,2,58.0,Outdoor,Clay,0
Humbert U.,Moutet C.,22,83,-61.0,Outdoor,Clay,1
Darderi L.,Draper J.,46,5,41.0,Outdoor,Clay,0
Gaubas V.,Shapovalov D.,154,28,126.0,Outdoor,Clay,1
Medvedev D.,Norrie C.,11,91,-80.0,Outdoor,Clay,1
Musetti L.,Virtanen O.,9,130,-121.0,Outdoor,Clay,1
Fils A.,Griekspoor T.,14,35,-21.0,Outdoor,Clay,1
Djere L.,Michelsen A.,64,32,32.0,Outdoor,Clay,1
Nakashima B.,Thompson J.,29,41,-12.0,Outdoor,Clay,1
Alcaraz C.,Lajovic D.,3,131,-128.0,Outdoor,Clay,1
Dimitrov G.,Passaro F.,15,101,-86.0,Outdoor,Clay,0
Baez S.,Kopriva V.,33,92,-59.0,Outdoor,Clay,0
Comesana F.,Rune H.,63,10,53.0,Outdoor,Clay,0
Muller A.,Tsitsipas S.,39,19,20.0,Outdoor,Clay,0
Popyrin A.,Taberner C.,25,139,-114.0,Outdoor,Clay,1
Burruchaga R.,Khachanov K.,135,24,111.0,Outdoor,Clay,0
Moreno De Alboran N.,Vukic A.,149,79,70.0,Outdoor,Clay,0
Carballes Baena R.,Ofner S.,59,143,-84.0,Outdoor,Clay,0
Cobolli F.,Nardi L.,34,95,-61.0,Outdoor,Clay,0
De Jong J.,Shevchenko A.,93,97,-4.0,Outdoor,Clay,1
Bellucci M.,Martinez P.,68,49,19.0,Outdoor,Clay,0
Fearnley J.,Fognini F.,57,107,-50.0,Outdoor,Clay,1
Cina F.,Navone M.,323,99,224.0,Outdoor,Clay,0
Arnaldi M.,Bautista Agut R.,37,56,-19.0,Outdoor,Clay,0
Gaston H.,Jarry N.,78,53,25.0,Outdoor,Clay,0
Diallo G.,Giron M.,54,45,9.0,Outdoor,Clay,0
Barrios M.,Munar J.,118,66,52.0,Outdoor,Clay,0
Bublik A.,Safiullin R.,76,77,-1.0,Outdoor,Clay,1
Opelka R.,Tien L.,94,70,24.0,Outdoor,Clay,0
Fonseca J.,Marozsan F.,65,61,4.0,Outdoor,Clay,0
Borges N.,Seyboth Wild T.,40,120,-80.0,Outdoor,Clay,0
Gigante M.,Rinderknech A.,164,75,89.0,Outdoor,Clay,1
Passaro F.,Tseng C.H.,101,102,-1.0,Outdoor,Clay,1
Djere L.,Etcheverry T.,64,51,13.0,Outdoor,Clay,1
Norrie C.,O Connell C.,91,81,10.0,Outdoor,Clay,1
Burruchaga R.,Sonego L.,135,44,91.0,Outdoor,Clay,1
Halys Q.,Kopriva V.,52,92,-40.0,Outdoor,Clay,0
Bu Y.,Darderi L.,73,46,27.0,Outdoor,Clay,0
Lajovic D.,Nishioka Y.,131,74,57.0,Outdoor,Clay,1
Griekspoor T.,Kecmanovic M.,35,47,-12.0,Outdoor,Clay,1
Mpetshi G.,Thompson J.,36,41,-5.0,Outdoor,Clay,0
Lehecka J.,Muller A.,38,39,-1.0,Outdoor,Clay,0
Hijikata R.,Moutet C.,82,83,-1.0,Outdoor,Clay,0
Medjedovic H.,Virtanen O.,72,130,-58.0,Outdoor,Clay,0
Carreno Busta P.,Ugo Carabelli C.,98,60,38.0,Outdoor,Clay,0
Kovacevic A.,Taberner C.,80,139,-59.0,Outdoor,Clay,0
Dzumhur D.,Gaubas V.,69,154,-85.0,Outdoor,Clay,0
Altmaier D.,Comesana F.,71,63,8.0,Outdoor,Clay,0
Draper J.,Ruud C.,6,15,-9.0,Outdoor,Clay,0
Draper J.,Musetti L.,6,11,-5.0,Outdoor,Clay,1
Cerundolo F.,Ruud C.,21,15,6.0,Outdoor,Clay,0
Arnaldi M.,Draper J.,44,6,38.0,Outdoor,Clay,0
Diallo G.,Musetti L.,78,11,67.0,Outdoor,Clay,0
Cerundolo F.,Mensik J.,21,23,-2.0,Outdoor,Clay,1
Medvedev D.,Ruud C.,10,15,-5.0,Outdoor,Clay,0
Draper J.,Paul T.,6,12,-6.0,Outdoor,Clay,1
De Minaur A.,Musetti L.,7,11,-4.0,Outdoor,Clay,0
Diallo G.,Dimitrov G.,78,16,62.0,Outdoor,Clay,1
Arnaldi M.,Tiafoe F.,44,17,27.0,Outdoor,Clay,1
Musetti L.,Tsitsipas S.,11,18,-7.0,Outdoor,Clay,1
Bublik A.,Mensik J.,75,23,52.0,Outdoor,Clay,0
Muller A.,Tiafoe F.,39,17,22.0,Outdoor,Clay,0
Cerundolo F.,Zverev A.,21,2,19.0,Outdoor,Clay,1
Fritz T.,Ruud C.,4,15,-11.0,Outdoor,Clay,0
Medvedev D.,Nakashima B.,10,32,-22.0,Outdoor,Clay,1
Diallo G.,Norrie C.,78,91,-13.0,Outdoor,Clay,1
Dimitrov G.,Fearnley J.,16,68,-52.0,Outdoor,Clay,1
De Minaur A.,Shapovalov D.,7,30,-23.0,Outdoor,Clay,1
Khachanov K.,Paul T.,25,12,13.0,Outdoor,Clay,0
Berrettini M.,Draper J.,31,6,25.0,Outdoor,Clay,0
Arnaldi M.,Dzumhur D.,44,63,-19.0,Outdoor,Clay,1
Bonzi B.,Fritz T.,62,4,58.0,Outdoor,Clay,0
Mensik J.,Shelton B.,23,13,10.0,Outdoor,Clay,1
Cerundolo F.,Comesana F.,21,70,-49.0,Outdoor,Clay,1
Korda S.,Ruud C.,24,15,9.0,Outdoor,Clay,0
Cobolli F.,Nakashima B.,36,32,4.0,Outdoor,Clay,0
Bublik A.,Rublev A.,75,8,67.0,Outdoor,Clay,1
Davidovich Fokina A.,Zverev A.,29,2,27.0,Outdoor,Clay,0
Cerundolo J.M.,Medvedev D.,126,10,116.0,Outdoor,Clay,0
Humbert U.,Muller A.,22,39,-17.0,Outdoor,Clay,0
Darderi L.,Tiafoe F.,46,17,29.0,Outdoor,Clay,0
Nishikori K.,Shapovalov D.,64,30,34.0,Outdoor,Clay,0
Arnaldi M.,Djokovic N.,44,5,39.0,Outdoor,Clay,1
Draper J.,Griekspoor T.,6,34,-28.0,Outdoor,Clay,1
Dimitrov G.,Jarry N.,16,57,-41.0,Outdoor,Clay,1
De Minaur A.,Sonego L.,7,43,-36.0,Outdoor,Clay,1
Etcheverry T.,Musetti L.,51,11,40.0,Outdoor,Clay,0
Struff J.L.,Tsitsipas S.,79,18,61.0,Outdoor,Clay,0
Baez S.,Dzumhur D.,33,63,-30.0,Outdoor,Clay,0
Fearnley J.,Machac T.,68,20,48.0,Outdoor,Clay,1
Lehecka J.,Norrie C.,27,91,-64.0,Outdoor,Clay,0
Berrettini M.,Giron M.,31,45,-14.0,Outdoor,Clay,1
Khachanov K.,Opelka R.,25,103,-78.0,Outdoor,Clay,1
Fonseca J.,Paul T.,65,12,53.0,Outdoor,Clay,0
Diallo G.,Majchrzak K.,78,90,-12.0,Outdoor,Clay,1
Auger-Aliassime F.,Cerundolo J.M.,19,126,-107.0,Outdoor,Clay,0
Rinderknech A.,Ruud C.,76,15,61.0,Outdoor,Clay,0
Fritz T.,O Connell C.,4,87,-83.0,Outdoor,Clay,1
Monfils G.,Rublev A.,42,8,34.0,Outdoor,Clay,0
Cerundolo F.,Mayot H.,21,160,-139.0,Outdoor,Clay,1
Bautista Agut R.,Zverev A.,55,2,53.0,Outdoor,Clay,0
Borges N.,Davidovich Fokina A.,41,29,12.0,Outdoor,Clay,0
Mensik J.,Quinn E.,23,119,-96.0,Outdoor,Clay,1
Cobolli F.,Rune H.,36,9,27.0,Outdoor,Clay,1
Comesana F.,Fils A.,70,14,56.0,Outdoor,Clay,1
Nakashima B.,Ofner S.,32,153,-121.0,Outdoor,Clay,1
Djere L.,Medvedev D.,71,10,61.0,Outdoor,Clay,0
Bublik A.,Popyrin A.,75,26,49.0,Outdoor,Clay,1
Cina F.,Korda S.,373,24,349.0,Outdoor,Clay,0
Navone M.,Shelton B.,85,13,72.0,Outdoor,Clay,0
Bonzi B.,Hurkacz H.,62,28,34.0,Outdoor,Clay,1
Kecmanovic M.,Sonego L.,47,43,4.0,Outdoor,Clay,0
Struff J.L.,Van De Zandschulp B.,79,88,-9.0,Outdoor,Clay,1
Goffin D.,Muller A.,49,39,10.0,Outdoor,Clay,0
Griekspoor T.,Kopriva V.,34,95,-61.0,Outdoor,Clay,1
Darderi L.,Halys Q.,46,52,-6.0,Outdoor,Clay,1
Altmaier D.,Jarry N.,67,57,10.0,Outdoor,Clay,0
Bergs Z.,Diallo G.,50,78,-28.0,Outdoor,Clay,0
Fonseca J.,Moller E.,65,114,-49.0,Outdoor,Clay,1
Bellucci M.,Dzumhur D.,66,63,3.0,Outdoor,Clay,0
Etcheverry T.,Medjedovic H.,51,61,-10.0,Outdoor,Clay,1
Arnaldi M.,Coric B.,44,104,-60.0,Outdoor,Clay,1
Bu Y.,Fearnley J.,72,68,4.0,Outdoor,Clay,0
Nishikori K.,Vukic A.,64,83,-19.0,Outdoor,Clay,1
Giron M.,Tien L.,45,69,-24.0,Outdoor,Clay,1
Hijikata R.,Opelka R.,84,103,-19.0,Outdoor,Clay,0
Landaluce M.,Norrie C.,148,91,57.0,Outdoor,Clay,0
Borges N.,Carreno Busta P.,41,96,-55.0,Outdoor,Clay,1
Mpetshi G.,Navone M.,37,85,-48.0,Outdoor,Clay,0
Lajovic D.,Quinn E.,138,119,19.0,Outdoor,Clay,0
Comesana F.,Martinez P.,70,48,22.0,Outdoor,Clay,1
O Connell C.,Ugo Carabelli C.,87,59,28.0,Outdoor,Clay,1
Bonzi B.,Cilic M.,62,109,-47.0,Outdoor,Clay,1
Djere L.,Fognini F.,71,112,-41.0,Outdoor,Clay,1
Gaston H.,Ofner S.,80,153,-73.0,Outdoor,Clay,0
Cina F.,Wong C.,373,169,204.0,Outdoor,Clay,1
Rinderknech A.,Safiullin R.,76,73,3.0,Outdoor,Clay,1
Gojo B.,Monfils G.,353,42,311.0,Outdoor,Clay,0
Mayot H.,Moutet C.,160,82,78.0,Outdoor,Clay,1
Bautista Agut R.,Munar J.,55,53,2.0,Outdoor,Clay,1
Bublik A.,Michelsen A.,75,38,37.0,Outdoor,Clay,1
Cobolli F.,Marozsan F.,36,58,-22.0,Outdoor,Clay,1
Cerundolo J.M.,Kovacevic A.,126,77,49.0,Outdoor,Clay,1
Shelton B.,Zverev A.,15,3,12.0,Outdoor,Clay,0
Alcaraz C.,Rune H.,2,13,-11.0,Outdoor,Clay,0
Alcaraz C.,Fils A.,2,14,-12.0,Outdoor,Clay,1
Khachanov K.,Rune H.,27,13,14.0,Outdoor,Clay,0
Marozsan F.,Zverev A.,77,3,74.0,Outdoor,Clay,0
Cerundolo F.,Shelton B.,22,15,7.0,Outdoor,Clay,0
Alcaraz C.,De Minaur A.,2,7,-5.0,Outdoor,Clay,1
Fils A.,Tsitsipas S.,14,16,-2.0,Outdoor,Clay,1
Cerundolo F.,Goffin D.,22,52,-30.0,Outdoor,Clay,1
Rune H.,Ruud C.,13,10,3.0,Outdoor,Clay,1
Darderi L.,Shelton B.,47,15,32.0,Outdoor,Clay,0
Griekspoor T.,Zverev A.,37,3,34.0,Outdoor,Clay,0
Bergs Z.,Marozsan F.,50,77,-27.0,Outdoor,Clay,0
Davidovich Fokina A.,Khachanov K.,30,27,3.0,Outdoor,Clay,0
Humbert U.,Marozsan F.,21,77,-56.0,Outdoor,Clay,0
Davidovich Fokina A.,Rublev A.,30,8,22.0,Outdoor,Clay,1
Goffin D.,Navone M.,52,70,-18.0,Outdoor,Clay,1
Cerundolo F.,Shevchenko A.,22,104,-82.0,Outdoor,Clay,1
Bergs Z.,Dedura-Palomero D.,50,549,-499.0,Outdoor,Clay,1
De Minaur A.,Fearnley J.,7,74,-67.0,Outdoor,Clay,1
Alcaraz C.,Djere L.,2,80,-78.0,Outdoor,Clay,1
Khachanov K.,Munar J.,27,57,-30.0,Outdoor,Clay,1
Griekspoor T.,Hanfmann Y.,37,131,-94.0,Outdoor,Clay,1
Baez S.,Rune H.,35,13,22.0,Outdoor,Clay,0
Darderi L.,Kecmanovic M.,47,48,-1.0,Outdoor,Clay,1
Fils A.,Martinez P.,14,49,-35.0,Outdoor,Clay,1
Altmaier D.,Zverev A.,68,3,65.0,Outdoor,Clay,0
Shelton B.,Van De Zandschulp B.,15,89,-74.0,Outdoor,Clay,1
Korda S.,Tsitsipas S.,24,16,8.0,Outdoor,Clay,0
Medjedovic H.,Ruud C.,72,10,62.0,Outdoor,Clay,0
Hanfmann Y.,Mensik J.,131,23,108.0,Outdoor,Clay,1
Baez S.,Dzumhur D.,35,65,-30.0,Outdoor,Clay,1
Munar J.,Tiafoe F.,57,18,39.0,Outdoor,Clay,1
Darderi L.,O Connell C.,47,87,-40.0,Outdoor,Clay,1
Cobolli F.,Shevchenko A.,36,104,-68.0,Outdoor,Clay,0
Dedura-Palomero D.,Shapovalov D.,549,29,520.0,Outdoor,Clay,1
Cerundolo F.,Struff J.L.,22,51,-29.0,Outdoor,Clay,1
Davidovich Fokina A.,Wawrinka S.,30,162,-132.0,Outdoor,Clay,1
De Minaur A.,Etcheverry T.,7,46,-39.0,Outdoor,Clay,1
Engel J.,Marozsan F.,347,77,270.0,Outdoor,Clay,0
Opelka R.,Tsitsipas S.,105,16,89.0,Outdoor,Clay,0
Galan D.E.,Ruud C.,117,10,107.0,Outdoor,Clay,0
Carreno Busta P.,Fils A.,99,14,85.0,Outdoor,Clay,0
Humbert U.,Jarry N.,21,58,-37.0,Outdoor,Clay,1
Khachanov K.,Norrie C.,27,88,-61.0,Outdoor,Clay,1
Djere L.,Rinderknech A.,80,75,5.0,Outdoor,Clay,1
Bergs Z.,Bublik A.,50,78,-28.0,Outdoor,Clay,1
Auger-Aliassime F.,Navone M.,19,70,-51.0,Outdoor,Clay,0
Alcaraz C.,Quinn E.,2,126,-124.0,Outdoor,Clay,1
Bautista Agut R.,Van De Zandschulp B.,53,89,-36.0,Outdoor,Clay,0
Medjedovic H.,Mpetshi G.,72,34,38.0,Outdoor,Clay,1
Muller A.,Zverev A.,40,3,37.0,Outdoor,Clay,0
De Jong J.,Rublev A.,94,8,86.0,Outdoor,Clay,0
Ramos A.,Rune H.,234,13,221.0,Outdoor,Clay,0
Arnaldi M.,Korda S.,42,24,18.0,Outdoor,Clay,0
Goffin D.,Harris B.,52,106,-54.0,Outdoor,Clay,1
Giron M.,Kecmanovic M.,45,48,-3.0,Outdoor,Clay,0
Altmaier D.,Tseng C.H.,68,103,-35.0,Outdoor,Clay,1
Gojo B.,Shelton B.,410,15,395.0,Outdoor,Clay,0
Griekspoor T.,Tien L.,37,69,-32.0,Outdoor,Clay,1
Martinez P.,Nakashima B.,49,32,17.0,Outdoor,Clay,1
Carballes Baena R.,Fearnley J.,55,74,-19.0,Outdoor,Clay,0
Alcaraz C.,Musetti L.,3,16,-13.0,Outdoor,Clay,1
Alcaraz C.,Davidovich Fokina A.,3,42,-39.0,Outdoor,Clay,1
De Minaur A.,Musetti L.,10,16,-6.0,Outdoor,Clay,0
Davidovich Fokina A.,Popyrin A.,42,27,15.0,Outdoor,Clay,1
De Minaur A.,Dimitrov G.,10,18,-8.0,Outdoor,Clay,1
Musetti L.,Tsitsipas S.,16,8,8.0,Outdoor,Clay,1
Alcaraz C.,Fils A.,3,15,-12.0,Outdoor,Clay,1
Borges N.,Tsitsipas S.,43,8,35.0,Outdoor,Clay,0
De Minaur A.,Medvedev D.,10,11,-1.0,Outdoor,Clay,1
Alcaraz C.,Altmaier D.,3,84,-81.0,Outdoor,Clay,1
Berrettini M.,Musetti L.,34,16,18.0,Outdoor,Clay,0
Fils A.,Rublev A.,15,9,6.0,Outdoor,Clay,1
Davidovich Fokina A.,Draper J.,42,6,36.0,Outdoor,Clay,1
Dimitrov G.,Tabilo A.,18,32,-14.0,Outdoor,Clay,1
Popyrin A.,Ruud C.,27,7,20.0,Outdoor,Clay,1
Cobolli F.,Fils A.,36,15,21.0,Outdoor,Clay,0
Dimitrov G.,Vacherot V.,18,255,-237.0,Outdoor,Clay,1
Popyrin A.,Tiafoe F.,27,17,10.0,Outdoor,Clay,1
Djokovic N.,Tabilo A.,5,32,-27.0,Outdoor,Clay,0
De Minaur A.,Machac T.,10,21,-11.0,Outdoor,Clay,1
Bautista Agut R.,Ruud C.,52,7,45.0,Outdoor,Clay,0
Alcaraz C.,Cerundolo F.,3,22,-19.0,Outdoor,Clay,1
Borges N.,Martinez P.,43,51,-8.0,Outdoor,Clay,1
Monfils G.,Rublev A.,44,9,35.0,Outdoor,Clay,0
Medvedev D.,Muller A.,11,39,-28.0,Outdoor,Clay,1
Altmaier D.,Gasquet R.,84,164,-80.0,Outdoor,Clay,1
Lehecka J.,Musetti L.,28,16,12.0,Outdoor,Clay,0
Davidovich Fokina A.,Etcheverry T.,42,46,-4.0,Outdoor,Clay,1
Kecmanovic M.,Tiafoe F.,47,17,30.0,Outdoor,Clay,0
Borges N.,Rune H.,43,12,31.0,Outdoor,Clay,1
Bautista Agut R.,Nakashima B.,52,31,21.0,Outdoor,Clay,1
Dimitrov G.,Jarry N.,18,58,-40.0,Outdoor,Clay,1
Cobolli F.,Lajovic D.,36,109,-73.0,Outdoor,Clay,1
Draper J.,Giron M.,6,45,-39.0,Outdoor,Clay,1
Thompson J.,Tsitsipas S.,38,8,30.0,Outdoor,Clay,0
Etcheverry T.,Moutet C.,46,75,-29.0,Outdoor,Clay,1
Baez S.,Machac T.,33,21,12.0,Outdoor,Clay,0
Fils A.,Griekspoor T.,15,35,-20.0,Outdoor,Clay,1
Berrettini M.,Zverev A.,34,2,32.0,Outdoor,Clay,1
Martinez P.,Sonego L.,51,41,10.0,Outdoor,Clay,1
Humbert U.,Popyrin A.,20,27,-7.0,Outdoor,Clay,0
Davidovich Fokina A.,Shelton B.,42,14,28.0,Outdoor,Clay,1
Muller A.,Ugo Carabelli C.,39,63,-24.0,Outdoor,Clay,1
Cerundolo F.,Fognini F.,22,113,-91.0,Outdoor,Clay,1
Altmaier D.,Auger-Aliassime F.,84,19,65.0,Outdoor,Clay,1
Marozsan F.,Monfils G.,81,44,37.0,Outdoor,Clay,0
Berrettini M.,Navone M.,34,70,-36.0,Outdoor,Clay,1
Korda S.,Lehecka J.,24,28,-4.0,Outdoor,Clay,0
Giron M.,Shapovalov D.,45,29,16.0,Outdoor,Clay,1
Khachanov K.,Medvedev D.,25,11,14.0,Outdoor,Clay,0
Bu Y.,Musetti L.,67,16,51.0,Outdoor,Clay,0
Tabilo A.,Wawrinka S.,32,163,-131.0,Outdoor,Clay,1
Brooksby J.,Tiafoe F.,507,17,490.0,Outdoor,Clay,1
Baez S.,Cobolli F.,36,45,-9.0,Outdoor,Clay,0
Struff J.L.,Vacherot V.,49,255,-206.0,Outdoor,Clay,0
Mpetshi G.,Thompson J.,30,38,-8.0,Outdoor,Clay,0
Nakashima B.,Tiafoe F.,33,17,16.0,Outdoor,Clay,0
Arnaldi M.,Gasquet R.,40,164,-124.0,Outdoor,Clay,0
Darderi L.,Griekspoor T.,57,37,20.0,Outdoor,Clay,1
Carballes Baena R.,Darderi L.,51,57,-6.0,Outdoor,Clay,0
Baez S.,Fucsovics M.,36,90,-54.0,Outdoor,Clay,1
Cobolli F.,Dzumhur D.,45,65,-20.0,Outdoor,Clay,1
Michelsen A.,Tiafoe F.,34,17,17.0,Outdoor,Clay,0
Brooksby J.,Paul T.,507,13,494.0,Outdoor,Clay,1
Griekspoor T.,Majchrzak K.,37,122,-85.0,Outdoor,Clay,1
Tiafoe F.,Walton A.,17,85,-68.0,Outdoor,Clay,1
Dzumhur D.,Martinez P.,65,47,18.0,Outdoor,Clay,1
Borges N.,Carballes Baena R.,43,51,-8.0,Outdoor,Clay,0
Eubanks C.,Nakashima B.,117,33,84.0,Outdoor,Clay,0
Bellucci M.,Griekspoor T.,71,37,34.0,Outdoor,Clay,0
Fucsovics M.,O Connell C.,90,87,3.0,Outdoor,Clay,1
Cobolli F.,Misolic F.,45,232,-187.0,Outdoor,Clay,1
Majchrzak K.,Muller A.,122,41,81.0,Outdoor,Clay,1
Darderi L.,Kopriva V.,57,106,-49.0,Outdoor,Clay,1
Brooksby J.,Kovacevic A.,507,79,428.0,Outdoor,Clay,1
Mannarino A.,Michelsen A.,144,34,110.0,Outdoor,Clay,0
Paul T.,Smith C.,13,200,-187.0,Outdoor,Clay,1
Baez S.,Comesana F.,36,64,-28.0,Outdoor,Clay,1
Baez S.,Diallo G.,36,81,-45.0,Outdoor,Clay,1
Darderi L.,Gaston H.,57,84,-27.0,Outdoor,Clay,1
Fucsovics M.,Navone M.,90,61,29.0,Outdoor,Clay,1
Garin C.,Paul T.,133,13,120.0,Outdoor,Clay,0
Dzumhur D.,Jianu F.C.,65,241,-176.0,Outdoor,Clay,1
Carreno Busta P.,Griekspoor T.,110,37,73.0,Outdoor,Clay,0
Denolly C.,Kovacevic A.,328,79,249.0,Outdoor,Clay,0
Kopriva V.,Sonego L.,106,38,68.0,Outdoor,Clay,1
Jarry N.,O Connell C.,58,87,-29.0,Outdoor,Clay,0
Bellucci M.,Herbert P.,71,169,-98.0,Outdoor,Clay,1
McDonald M.,Nakashima B.,100,33,67.0,Outdoor,Clay,0
Martinez P.,Wawrinka S.,47,161,-114.0,Outdoor,Clay,1
Eubanks C.,Nishikori K.,117,66,51.0,Outdoor,Clay,1
Borges N.,Collignon R.,43,92,-49.0,Outdoor,Clay,1
Boyer T.,Darderi L.,121,57,64.0,Outdoor,Clay,0
Carballes Baena R.,Virtanen O.,51,135,-84.0,Outdoor,Clay,1
Quinn E.,Smith C.,130,200,-70.0,Outdoor,Clay,0
Krueger M.,Nishikori K.,141,66,75.0,Outdoor,Clay,0
Misolic F.,Ugo Carabelli C.,232,63,169.0,Outdoor,Clay,1
De Jong J.,Majchrzak K.,98,122,-24.0,Outdoor,Clay,0
Gojo B.,Kopriva V.,414,106,308.0,Outdoor,Clay,0
Dellien H.,Muller A.,102,41,61.0,Outdoor,Clay,0
Brooksby J.,Tabilo A.,507,32,475.0,Outdoor,Clay,1
Bautista Agut R.,Comesana F.,52,64,-12.0,Outdoor,Clay,0
Cobolli F.,Gasquet R.,45,148,-103.0,Outdoor,Clay,1
Eubanks C.,Hijikata R.,117,82,35.0,Outdoor,Clay,1
Benchetrit E.,De Jong J.,608,98,510.0,Outdoor,Clay,0
Etcheverry T.,Kovacevic A.,44,79,-35.0,Outdoor,Clay,0
Misolic F.,Shevchenko A.,232,105,127.0,Outdoor,Clay,1
Michelsen A.,Tien L.,34,69,-35.0,Outdoor,Clay,1
Duckworth J.,Smith C.,89,200,-111.0,Outdoor,Clay,0
Fucsovics M.,Nardi L.,90,93,-3.0,Outdoor,Clay,1
Dzumhur D.,Vacherot V.,65,259,-194.0,Outdoor,Clay,1
Carreno Busta P.,Lalami Laaroussi Y.,110,1193,-1083.0,Outdoor,Clay,1
Majchrzak K.,Munar J.,122,55,67.0,Outdoor,Clay,1
Albot R.,Ugo Carabelli C.,223,63,160.0,Outdoor,Clay,0
Lajovic D.,O Connell C.,109,87,22.0,Outdoor,Clay,0
Hanfmann Y.,Mannarino A.,123,144,-21.0,Outdoor,Clay,0
Bellucci M.,Kotov P.,71,107,-36.0,Outdoor,Clay,1
Quinn E.,Thompson J.,130,35,95.0,Outdoor,Clay,1
Coria F.,Herbert P.,126,169,-43.0,Outdoor,Clay,0
Galan D.E.,McDonald M.,114,100,14.0,Outdoor,Clay,0
Cerundolo J.M.,Gaston H.,128,84,44.0,Outdoor,Clay,0
Skatov T.,Wawrinka S.,174,161,13.0,Outdoor,Clay,0
Bautista Agut R.,Bu Y.,52,67,-15.0,Outdoor,Clay,1
Mmoh M.,Walton A.,282,85,197.0,Outdoor,Clay,0
Altmaier D.,Virtanen O.,83,135,-52.0,Outdoor,Clay,0
Denolly C.,Holt B.,328,115,213.0,Outdoor,Clay,1
Comesana F.,Klizan M.,64,316,-252.0,Outdoor,Clay,1
Diallo G.,Tseng C.H.,81,101,-20.0,Outdoor,Clay,1
Dellien H.,Vukic A.,102,76,26.0,Outdoor,Clay,1
Brooksby J.,Daniel T.,507,124,383.0,Outdoor,Clay,1
Garin C.,Ritschard A.,133,125,8.0,Outdoor,Clay,1
Basavareddy N.,Jianu F.C.,108,241,-133.0,Outdoor,Clay,0
Collignon R.,Fognini F.,92,99,-7.0,Outdoor,Clay,1
Baadi T.,Carballes Baena R.,703,51,652.0,Outdoor,Clay,0
Djere L.,Navone M.,78,61,17.0,Outdoor,Clay,0
Djokovic N.,Mensik J.,5,54,-49.0,Outdoor,Hard,0
Gasquet R.,Van De Zandschulp B.,148,88,60.0,Outdoor,Clay,1
Dimitrov G.,Djokovic N.,15,5,10.0,Outdoor,Hard,0
Fritz T.,Mensik J.,4,54,-50.0,Outdoor,Hard,0
Berrettini M.,Fritz T.,30,4,26.0,Outdoor,Hard,0
Djokovic N.,Korda S.,5,25,-20.0,Outdoor,Hard,1
Fils A.,Mensik J.,18,54,-36.0,Outdoor,Hard,0
Fils A.,Zverev A.,18,2,16.0,Outdoor,Hard,1
Cerundolo F.,Dimitrov G.,24,15,9.0,Outdoor,Hard,0
Dimitrov G.,Nakashima B.,15,32,-17.0,Outdoor,Hard,1
Machac T.,Mensik J.,21,54,-33.0,Outdoor,Hard,0
Cerundolo F.,Ruud C.,24,6,18.0,Outdoor,Hard,1
Djokovic N.,Musetti L.,5,16,-11.0,Outdoor,Hard,1
Berrettini M.,De Minaur A.,30,11,19.0,Outdoor,Hard,1
Korda S.,Monfils G.,25,46,-21.0,Outdoor,Hard,1
Fritz T.,Walton A.,4,89,-85.0,Outdoor,Hard,1
Ruud C.,Tabilo A.,6,31,-25.0,Outdoor,Hard,1
Mensik J.,Safiullin R.,54,71,-17.0,Outdoor,Hard,1
Machac T.,Opelka R.,21,114,-93.0,Outdoor,Hard,1
Fritz T.,Shapovalov D.,4,28,-24.0,Outdoor,Hard,1
Thompson J.,Zverev A.,37,2,35.0,Outdoor,Hard,0
Bergs Z.,Berrettini M.,51,30,21.0,Outdoor,Hard,0
Cerundolo F.,Paul T.,24,13,11.0,Outdoor,Hard,1
Walton A.,Wong C.,89,182,-93.0,Outdoor,Hard,1
Fils A.,Tiafoe F.,18,17,1.0,Outdoor,Hard,1
De Minaur A.,Fonseca J.,11,60,-49.0,Outdoor,Hard,1
Diallo G.,Fils A.,87,18,69.0,Outdoor,Hard,0
